form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB21B,C00789834,B-54640,,,ORG,ActBlue Technical Services,,,,,,PO Box 382110,,Cambridge,MA,02238,,,2023-10-08,1414.10,,Merchant Fee,003,,,,,,,,,,,,,,,,,,,
SB21B,C00789834,B-54573,,,ORG,Integrated Solutions: Political,,,,,,4142 Adams Avenue,Suite 103-550,San Diego,CA,92116,,,2023-10-09,150.00,,Software Subscription,001,,,,,,,,,,,,,,,,,,,
SB21B,C00789834,B-54648,,,ORG,ActBlue Technical Services,,,,,,PO Box 382110,,Cambridge,MA,02238,,,2023-10-15,276.50,,Merchant Fee,003,,,,,,,,,,,,,,,,,,,
SB21B,C00789834,B-54658,,,ORG,ActBlue Technical Services,,,,,,PO Box 382110,,Cambridge,MA,02238,,,2023-10-22,207.38,,Merchant Fee,003,,,,,,,,,,,,,,,,,,,
SB21B,C00789834,B-54660,,,ORG,"Fulkerson Kennedy & Company, LLC",,,,,,c/o Better Call Katie 2607 Monroe ,,Washington,DC,20018,,,2023-10-25,5392.11,,Fundraising Event & Lodging Expenses,003,,,,,,,,,,,,,,,,,,,
SB21B,C00789834,B-54661,,,ORG,"Fulkerson Kennedy & Company, LLC",,,,,,c/o Better Call Katie 2607 Monroe ,,Washington,DC,20018,,,2023-10-25,7345.00,,Fundraising Event Expenses,003,,,,,,,,,,,,,,,,,,,
SB21B,C00789834,B-54675,,,ORG,ActBlue Technical Services,,,,,,PO Box 382110,,Cambridge,MA,02238,,,2023-10-29,485.85,,Merchant Fee,003,,,,,,,,,,,,,,,,,,,
SB21B,C00789834,B-54679,,,ORG,ActBlue Technical Services,,,,,,PO Box 382110,,Cambridge,MA,02238,,,2023-10-31,130.35,,Merchant Fee,003,,,,,,,,,,,,,,,,,,,
SB21B,C00789834,B-54680,,,ORG,Brownstein Hyatt Farber Schreck,,,,,,675 15th Street,STE 2900,Denver,CO,80202,,,2023-10-31,450.00,,Event Room Charges,003,,,,,,,,,,,,,,,,,,,
SB21B,C00789834,B-54683,,,ORG,Integrated Solutions: Political,,,,,,4142 Adams Avenue,Suite 103-550,San Diego,CA,92116,,,2023-11-04,150.00,,Software Subscription,001,,,,,,,,,,,,,,,,,,,
SB21B,C00789834,B-54700,,,ORG,ActBlue Technical Services,,,,,,PO Box 382110,,Cambridge,MA,02238,,,2023-11-05,268.60,,Merchant Fee,003,,,,,,,,,,,,,,,,,,,
SB21B,C00789834,B-54701,,,ORG,Sculptor Capital Management,,,,,,9 West 57th Street,39th Floor,New York,NY,10019,,,2023-11-09,250.00,,Event Space Rental,003,,,,,,,,,,,,,,,,,,,
SB21B,C00789834,B-54709,,,ORG,ActBlue Technical Services,,,,,,PO Box 382110,,Cambridge,MA,02238,,,2023-11-12,39.50,,Merchant Fee,003,,,,,,,,,,,,,,,,,,,
SB21B,C00789834,B-54844,,,ORG,ActBlue Technical Services,,,,,,PO Box 382110,,Cambridge,MA,02238,,,2023-11-19,167.88,,Merchant Fee,003,,,,,,,,,,,,,,,,,,,
SB21B,C00789834,B-54842,,,ORG,Comcast Corporation,,,,,,"1701 JFK Blvd, 49th Floor",Attn. Madison Eggert-Crowe,Philadelphia,PA,19103,,,2023-11-20,708.00,,Event Expenses,003,,,,,,,,,,,,,,,,,,,
SB21B,C00789834,B-54841,,,PAC,American Israel Public Affairs Committee Political Action Committee,,,,,,251 H St NW,,Washington,DC,20001,,,2023-11-21,250.00,,Event Room Rental,003,C00797670,American Israel Public Affairs Committee Political Action Committee,,,,,,,,,,,,,,,,,
SB21B,C00789834,B-54851,,,ORG,ActBlue Technical Services,,,,,,PO Box 382110,,Cambridge,MA,02238,,,2023-11-27,260.70,,Merchant Fee,003,,,,,,,,,,,,,,,,,,,
SB21B,C00789834,B-54860,,,ORG,ActBlue Technical Services,,,,,,PO Box 382110,,Cambridge,MA,02238,,,2023-12-01,521.40,,Merchant Fee,003,,,,,,,,,,,,,,,,,,,
SB21B,C00789834,B-54863,,,ORG,ActBlue Technical Services,,,,,,PO Box 382110,,Cambridge,MA,02238,,,2023-12-03,339.70,,Merchant Fee,003,,,,,,,,,,,,,,,,,,,
SB21B,C00789834,B-54855,,,ORG,"Fulkerson Kennedy & Company, LLC",,,,,,c/o Better Call Katie 2607 Monroe ,,Washington,DC,20018,,,2023-12-04,1561.87,,Consultant Event Catering,003,,,,,,,,,,,,,,,,,,,
SB21B,C00789834,B-54861,,,ORG,Integrated Solutions: Political,,,,,,4142 Adams Avenue,Suite 103-550,San Diego,CA,92116,,,2023-12-04,150.00,,Software Subscription,001,,,,,,,,,,,,,,,,,,,
SB21B,C00789834,B-54877,,,ORG,ActBlue Technical Services,,,,,,PO Box 382110,,Cambridge,MA,02238,,,2023-12-10,543.13,,Merchant Fee,003,,,,,,,,,,,,,,,,,,,
SB21B,C00789834,B-54884,,,ORG,ActBlue Technical Services,,,,,,PO Box 382110,,Cambridge,MA,02238,,,2023-12-17,256.75,,Merchant Fee,003,,,,,,,,,,,,,,,,,,,
SB21B,C00789834,B-54890,,,ORG,"Fulkerson Kennedy & Company, LLC",,,,,,c/o Better Call Katie 2607 Monroe ,,Washington,DC,20018,,,2023-12-21,31.85,,Fundraising Travel,003,,,,,,,,,,,,,,,,,,,
SB21B,C00789834,B-54893,,,ORG,ActBlue Technical Services,,,,,,PO Box 382110,,Cambridge,MA,02238,,,2023-12-24,560.90,,Merchant Fee,003,,,,,,,,,,,,,,,,,,,
SB21B,C00789834,B-54895,,,ORG,ActBlue Technical Services,,,,,,PO Box 382110,,Cambridge,MA,02238,,,2023-12-31,458.20,,Merchant Fee,003,,,,,,,,,,,,,,,,,,,
SB21B,C00789834,B-54896,,,ORG,Santa Rosa Partners LLC,,,,,,251 Little Falls Drive,,Wilmington,DE,19808,,,2023-12-31,5196.50,,Compliance & Accounting Services,001,,,,,,,,,,,,,,,,,,,
