form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB29,C00732644,SB29.20581,,,CCM,Bart Hester for Senate,,,,,,P.O. Box 85,,Cave Springs,AR,72718,,,2023-05-04,-500.00,,Void of contribution made on 5/26/22,010,,Bart Hester for Senate,,Hester,Bart,,,,,,,,,,,,,,
SB29,C00732644,SB29.20577,,,CCM,Citizens for Amy Summers,,,,,,98 Meadland Road,,Flemington,WV,26347,,,2023-04-19,-500.00,,Void of contribution made on 12/1/2022,010,,Citizens for Amy Summers,,Summers,Amy,,,,,,,,,,,,,,
SB29,C00732644,SB29.20570,,,CCM,Citizens for Niraj Antani,,,,,,8547 White Cedar Drive Unit 321,,Miamisburg,OH,45342,,,2023-02-07,-3000.00,,Void of contribution made on 9/13/22,010,,Citizens for Niraj Antani,,Antani,Niraj,,,,,OH,,,,,,,,,
SB29,C00732644,SB29.20569,,,CCM,Citizens to Elect Allison Russo,,,,,,545 E Town Street,,Columbus,OH,43215,,,2023-02-07,-1000.00,,Void of contribution made on 9/13/22,010,,Citizens to Elect Allison Russo,,Russo,Allison,,,,,,,,,,,,,,
SB29,C00732644,SB29.20585,,,CCM,Committee to Elect Butch Parrish,,,,,,224 West Main St.,,Swainsboro,GA,30401,,,2023-05-04,-500.00,,Void of contribution made on 9/9/22,010,,Committee to Elect Butch Parrish,,Parrish,Larry 'Butch',J.,,,,,,,,,,,,,
SB29,C00732644,SB29.20587,,,CCM,"Efstration for House, Inc.",,,,,,P.O. Box 1656,,Dacula,GA,30019,,,2023-05-04,-500.00,,Void of contribution made on 10/4/22,010,,"Efstration for House, Inc.",,Efstration,Charles Paul,,,,,,,,,,,,,,
SB29,C00732644,SB29.20586,,,CCM,Elect Bonnie Rich,,,,,,PO Box 663,,Suwanee,GA,30024,,,2023-05-04,-1000.00,,Void of contribution made on 9/9/22,010,,Elect Bonnie Rich,,Rich,Bonnie,,,,,,,,,,,,,,
SB29,C00732644,SB29.20584,,,CCM,Friends of Jan Jones,,,,,,12850 Hwy 9,Suite 600-356,Milton,GA,30004,,,2023-05-04,-500.00,,Void of contribution made on 9/9/22,010,,Friends of Jan Jones,,Jones,Jan,,,,,,,,,,,,,,
SB29,C00732644,SB29.20576,,,CCM,Heather for WV House 41,,,,,,1829 Webster Road,,Summersville,WV,26651,,,2023-04-19,-500.00,,Void of contribution made on 6/29/2022,010,,Heather for WV House 41,,Glasko-Tully,Heather,,,,,,,,,,,,,,
SB29,C00732644,SB29.20588,,,CCM,Jared Carpenter for State Senate,,,,,,501 Hwy 1016,,Berea,KY,40403,,,2023-05-04,-500.00,,Void of contribution made on 10/5/22,010,,Jared Carpenter for State Senate,,Carpenter,Jared,,,,,,,,,,,,,,
SB29,C00732644,SB29.20574,,,CCM,Larry Pack for West Virginia,,,,,,2146 Presidential Drive,,Charleston,WV,25314,,,2023-04-19,-500.00,,Void of contribution made on 6/29/2022,010,,Larry Pack for West Virginia,,Pack,Larry,,,,,,,,,,,,,,
SB29,C00732644,SB29.20583,,,CCM,Michael Dugan for State Senate Inc,,,,,,106 Champion Drive,,Carrollton,GA,30116,,,2023-05-04,-500.00,,Void of contribution made on 9/9/22,010,,Michael Dugan for State Senate Inc,,Dugan,Michael,Brian,,,,,,,,,,,,,
SB29,C00732644,SB29.20589,,,CCM,Shackleford for House,,,,,,2347 Shoemaker Court,,Indianapolis,IN,46229,,,2023-05-04,-500.00,,Void of contribution made on 10/27/22,010,,Shackleford for House,,Shackleford,Robin,Cheri,,,,,,,,,,,,,
