form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB23,C00011114,500031438,,,CCM,AMISH FOR ARIZONA,,,,,,P.O. Box 7070,,Phoenix,AZ,850117070,G2024,,2024-10-29,5000.00,0.00,Contribution,011,C00836502,,,SHAH,AMISH,DR.,,,H,AZ,01,,,,,,,,
SB23,C00011114,500031459,,,CCM,BELLFORMISSOURI,,,,,,P.O. Box 1900669,,Saint Louis,MO,63119,G2024,,2024-10-29,1000.00,0.00,Contribution,011,C00842336,,,BELL,WESLEY,MR,,,H,MO,01,,,,,,,,
SB23,C00011114,500031418,,,PAC,CT Working Families Federal PAC,,,,,,"30 Arbor Street, Suite 210",,Hartford,CT,061061215,O2024,2024 PAC,2024-10-29,5000.00,0.00,Federal PAC Contribution,011,C00428649,CT Working Families Federal PAC,,,,,,,,,,,,,,,,,
SB23,C00011114,500031231,,,CCM,DEREK TRAN FOR CONGRESS,,,,,,"10441 Stanford Avenue, Unit 395",,Garden Grove,CA,928425222,G2024,,2024-10-22,5000.00,0.00,Contribution,011,C00851790,,,TRAN,DEREK,,,,H,CA,45,,,,,,,,
SB23,C00011114,500031470,,,CCM,GEORGE LATIMER FOR CONGRESS,,,,,,P.O. Box 789,,White Plains,NY,106020789,G2024,,2024-11-04,5000.00,0.00,Contribution,011,C00859041,,,LATIMER,GEORGE,,,,H,NY,16,,,,,,,,
SB23,C00011114,500031458,,,CCM,HERB CONAWAY FOR CONGRESS,,,,,,P.O. Box 493,,Willingboro,NJ,080460493,G2024,,2024-10-29,5000.00,0.00,Contribution,011,C00859496,,,CONAWAY,HERB,MD,,,H,NJ,03,,,,,,,,
SB23,C00011114,500031457,,,CCM,JOHNNY O FOR CONGRESS,,,,,,"711 West 40th Street, Suite 330",,Baltimore,MD,212112142,G2024,,2024-10-29,1000.00,0.00,Contribution,011,C00867747,,,OLSZEWSKI,JOHN,JR.,Mr.,,H,MD,02,,,,,,,,
SB23,C00011114,500031460,,,CCM,LAMONICA MCIVER FOR CONGRESS,,,,,,P.O. Box 25585,,Newark,NJ,071017585,G2024,,2024-10-29,2000.00,0.00,Contribution,011,C00878603,,,MCIVER,LAMONICA,,Rep.,,H,NJ,10,,,,,,,,
SB23,C00011114,500031576,,,CCM,LAMONICA MCIVER FOR CONGRESS,,,,,,P.O. Box 25585,,Newark,NJ,071017585,G2024,,2024-10-30,-2000.00,0.00,Contribution,011,C00878603,,,MCIVER,LAMONICA,,Rep.,,H,NJ,10,,,,,,,,
SB23,C00011114,500031577,,,CCM,LAMONICA MCIVER FOR CONGRESS,,,,,,P.O. Box 25585,,Newark,NJ,071017585,G2024,,2024-11-11,2000.00,0.00,Contribution,011,C00878603,,,MCIVER,LAMONICA,,Rep.,,H,NJ,10,,,,,,,,
SB23,C00011114,500031129,,,CCM,LAURA FRIEDMAN FOR CONGRESS,,,,,,P.O. Box 27296,,Los Angeles,CA,900270296,G2024,,2024-10-28,2500.00,0.00,Contribution,011,C00831321,,,FRIEDMAN,LAURA,,,,H,CA,30,,,,,,,,
SB23,C00011114,500031163,,,CCM,LUCAS KUNCE FOR MISSOURI,,,,,,P.O. Box 1240,,Independence,MO,640510740,G2024,,2024-10-21,5000.00,0.00,Contribution,011,C00771972,,,KUNCE,LUCAS,,,,S,MO,00,,,,,,,,
SB23,C00011114,500031456,,,CCM,MCBRIDE FOR DELAWARE INC.,,,,,,P.O. Box 1904,,Wilmington,DE,198991904,G2024,,2024-10-29,2500.00,0.00,Contribution,011,C00843763,,,MCBRIDE,SARAH,ELIZABETH,,,H,DE,01,,,,,,,,
SB23,C00011114,500031471,,,CCM,McCollum for Congress,,,,,,P.O. Box 14131,,Saint Paul,MN,551140131,G2024,,2024-11-04,2500.00,0.00,Contribution,011,C00354688,,,McCollum,Betty,,Rep.,,H,MN,04,,,,,,,,
SB23,C00011114,500031461,,,CCM,MILLER FOR AMERICA,,,,,,545 East Town Street,,Columbus,OH,432154801,G2024,,2024-10-29,5000.00,0.00,Contribution,011,C00856823,,,MILLER,ADAM,CLAY,,,H,OH,15,,,,,,,,
SB23,C00011114,500031130,,,CCM,NELLIE POU FOR CONGRESS,,,,,,P.O. Box 2696,,Paterson,NJ,075092696,G2024,,2024-10-28,1000.00,0.00,Contribution,011,C00887547,,,POU,NELIDA,,,,H,NJ,09,,,,,,,,
