form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB23,C00344234,500043260,,,CCM,Cisneros for Congress,,,,,,PO Box 40,,Placentia,CA,928710040,G2024,,2024-06-28,5000.00,0.00,Contribution,,C00850420,,,Cisneros,Gilbert,,,,H,CA,31,,,,,,,,
SB23,C00344234,500043270,,,CCM,Morrison for Congress,,,,,,PO Box 684,,Wayzata,MN,553910684,P2024,,2024-06-27,5000.00,0.00,Contribution,,C00856062,,,Morrison,Kelly,Louise,,,H,MN,03,,,,,,,,
SB23,C00344234,500043261,,,CCM,Teresa for All,,,,,,PO Box 2675,,Santa Fe,NM,875042675,G2024,,2024-06-28,5000.00,0.00,Contribution,,C00704049,,,Leger,Teresa,,,,H,NM,03,,,,,,,,
SB23,C00344234,500043263,,,CCM,Kristen for Michigan,,,,,,PO Box 854,,Bay City,MI,487070854,P2024,,2024-06-28,5000.00,0.00,Contribution,,C00864207,,,McDonald Rivet,Kristen,,,,H,MI,08,,,,,,,,
SB23,C00344234,500043264,,,CCM,Vicente Gonzalez for Congress,,,,,,121 N 10th St,,McAllen,TX,785014688,G2024,,2024-06-28,5000.00,0.00,Contribution,,C00592659,,,Gonzalez,Vicente,,,,H,TX,34,,,,,,,,
SB23,C00344234,500043085,,,ORG,Elias Law Group,,,,,,250 Massachusetts Ave NW,Ste 400,Washington,DC,200015825,,,2024-06-04,377.45,0.00,In-Kind Legal Services to Nancy Pelosi Victory Fund,,,,,,,,,,,,,,,,,,,,
SB23,C00344234,500043257,,,CCM,Adam Gray for Congress,,,,,,400 Capitol Mall,Ste 1545,Sacramento,CA,958144434,G2024,,2024-06-28,5000.00,0.00,Contribution,,C00801431,,,Gray,Adam,C.,,,H,CA,13,,,,,,,,
SB23,C00344234,500043267,,,CCM,Darren Soto for Congress,,,,,,PO Box 421349,,Kissimmee,FL,347421349,G2024,,2024-06-27,5000.00,0.00,Contribution,,C00581074,,,Soto,Darren,,,,H,FL,09,,,,,,,,
SB23,C00344234,500043268,,,CCM,Hertel for Michigan,,,,,,PO Box 16037,,Lansing,MI,489016037,P2024,,2024-06-27,5000.00,0.00,Contribution,,C00844480,,,Hertel,Curtis,,,Jr.,H,MI,07,,,,,,,,
SB23,C00344234,500043259,,,CCM,Committee to Elect Shomari Figures for Congress,,,,,,907 Spring Hill Ave,,Mobile,AL,366042711,G2024,,2024-06-28,5000.00,0.00,Contribution,,C00856237,,,Figures,Shomari,C.,,,H,AL,02,,,,,,,,
SB23,C00344234,500043269,,,CCM,Vargas for Congress,,,,,,PO Box 746,,Boystown,NE,680100746,G2024,,2024-06-27,5000.00,0.00,Contribution,,C00784371,,,Vargas,Anthony,,,,H,NE,02,,,,,,,,
