form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB23,C00089458,50699250,,,CCM,"Laurel Lee For Congress, Inc.",,,,,,P.O. Box 47556,,Tampa,FL,33646,G2024,,2024-08-30,1500.00,0.00,,011,C00815373,"Laurel Lee For Congress, Inc.",H2FL15241,Lee,Laurel,,Rep.,,H,FL,15,,,,,,,,
SB23,C00089458,50699251,,,CCM,HAGEMAN FOR WYOMING,,,,,,P.O. Box 4157,,Cheyenne,WY,82003,G2024,,2024-08-30,2500.00,0.00,,011,C00788943,HAGEMAN FOR WYOMING,H2WY00166,Hageman,Harriet,,Rep.,,H,WY,01,,,,,,,,
SB23,C00089458,50699308,,,PAC,TRUE NORTH PAC,,,,,,Attn: Laura Rizzo,1316 Alexandria Avenue,Alexandria,VA,22314,,,2024-08-30,5000.00,0.00,,011,C00571000,,,,,,,,,,,,,,,,,,
SB23,C00089458,50699309,,,PAC,CASS PAC,,,,,,PO Box 80505,,Baton Rouge,LA,70898,,,2024-08-30,2500.00,0.00,,011,C00480228,,,,,,,,,,,,,,,,,,
SB23,C00089458,50699310,,,CCM,PETE RICKETTS FOR SENATE,,,,,,1327 H Street,Ste 101,Lincoln,NE,68508,G2024,,2024-08-30,2500.00,0.00,,011,C00832436,PETE RICKETTS FOR SENATE,,Ricketts,Pete,,,,S,NE,,,,,,,,,
SB23,C00089458,50699311,,,CCM,WYDEN FOR SENATE,,,,,,PO Box 3498,,Portland,OR,97208,P2024,,2024-08-30,2500.00,0.00,,011,C00308676,WYDEN FOR SENATE,S6OR00110,Wyden,Ron,,Sen.,,S,OR,,,,,,,,,
SB23,C00089458,50699312,,,CCM,"BEN CLINE FOR CONGRESS, INC.",,,,,,P.O. Box 797,,Fincastle,VA,24090,G2024,,2024-08-30,1000.00,0.00,,011,C00661561,"BEN CLINE FOR CONGRESS, INC.",H8VA06104,Cline,Ben,,Rep.,,H,VA,06,,,,,,,,
SB23,C00089458,50699313,,,CCM,STRICKLAND FOR WASHINGTON,,,,,,1625 E 72nd St,Ste 700-139,Tacoma,WA,98404,G2024,,2024-08-30,2500.00,0.00,,011,C00732826,STRICKLAND FOR WASHINGTON,H0WA10034,Strickland,Marilyn,,Rep.,,H,WA,10,,,,,,,,
SB23,C00089458,50699315,,,CCM,Scott Fitzgerald For Congress,,,,,,PO Box 484,,Oconomowoc,WI,530660484,G2024,,2024-08-30,1500.00,0.00,,011,C00720011,Scott Fitzgerald For Congress,H0WI05113,Fitzgerald,Scott,,Rep.,,H,WI,05,,,,,,,,
SB23,C00089458,50699316,,,PAC,Every Vote PAC,,,,,,"122 C Street NW, Suite 360",,Washington,DC,20001,,,2024-08-30,2500.00,0.00,,011,C00831214,,,,,,,,,,,,,,,,,,
