form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,dissemination_date,expenditure_amount,disbursement_date,calendar_y_t_d_per_election_office,expenditure_purpose_descrip,category_code,payee_cmtte_fec_id_number,support_oppose_code,candidate_id_number,candidate_last_name,candidate_first_name,candidate_middle_name,candidate_prefix,candidate_suffix,candidate_office,candidate_district,candidate_state,completing_last_name,completing_first_name,completing_middle_name,completing_prefix,completing_suffix,date_signed,memo_code,memo_text_description
SE,C00776419,500080927,,,ORG,Strategy & Hustle L.L.C.,,,,,,PO Box 27380,,Washington,DC,200387380,P2024,,2024-06-01,50.00,2024-06-01,150.00,Fundraising Email,003,,S,H8MO01143,BUSH,CORI,,,,H,01,MO,Phelan,Michael,,,,2024-07-20,
SE,C00776419,500083726,,,ORG,Strategy & Hustle L.L.C.,,,,,,PO Box 27380,,Washington,DC,200387380,P2024,,2024-06-01,50.00,2024-06-01,637.50,Fundraising Email,003,,S,H0NY16143,BOWMAN,JAMAAL,,,,H,16,NY,Phelan,Michael,,,,2024-07-20,
SE,C00776419,500080928,,,ORG,Strategy & Hustle L.L.C.,,,,,,PO Box 27380,,Washington,DC,200387380,P2024,,2024-06-02,25.00,2024-06-02,150.00,Fundraising Email,003,,S,H8MO01143,BUSH,CORI,,,,H,01,MO,Phelan,Michael,,,,2024-07-20,
SE,C00776419,500083727,,,ORG,Strategy & Hustle L.L.C.,,,,,,PO Box 27380,,Washington,DC,200387380,P2024,,2024-06-02,25.00,2024-06-02,637.50,Fundraising Email,003,,S,H0NY16143,BOWMAN,JAMAAL,,,,H,16,NY,Phelan,Michael,,,,2024-07-20,
SE,C00776419,500080929,,,ORG,Strategy & Hustle L.L.C.,,,,,,PO Box 27380,,Washington,DC,200387380,P2024,,2024-06-03,75.00,2024-06-03,300.00,Fundraising Email,003,,S,S4NJ00466,KIM,ANDY,,,,S,,NJ,Phelan,Michael,,,,2024-07-20,
SE,C00776419,500080930,,,ORG,Strategy & Hustle L.L.C.,,,,,,PO Box 27380,,Washington,DC,200387380,P2024,,2024-06-04,37.50,2024-06-04,300.00,Fundraising Email,003,,S,S4NJ00466,KIM,ANDY,,,,S,,NJ,Phelan,Michael,,,,2024-07-20,
SE,C00776419,500083732,,,ORG,Strategy & Hustle L.L.C.,,,,,,PO Box 27380,,Washington,DC,200387380,P2024,,2024-06-07,75.00,2024-06-07,637.50,Fundraising Email,003,,S,H0NY16143,BOWMAN,JAMAAL,,,,H,16,NY,Phelan,Michael,,,,2024-07-20,
SE,C00776419,500083733,,,ORG,Strategy & Hustle L.L.C.,,,,,,PO Box 27380,,Washington,DC,200387380,P2024,,2024-06-08,37.50,2024-06-08,637.50,Fundraising Email,003,,S,H0NY16143,BOWMAN,JAMAAL,,,,H,16,NY,Phelan,Michael,,,,2024-07-20,
SE,C00776419,500083728,,,ORG,Strategy & Hustle L.L.C.,,,,,,PO Box 27380,,Washington,DC,200387380,G2024,,2024-06-13,75.00,2024-06-13,187.50,Fundraising Email,003,,S,S4MD00327,ALSOBROOKS,ANGELA,,,,S,,MD,Phelan,Michael,,,,2024-07-20,
SE,C00776419,500083729,,,ORG,Strategy & Hustle L.L.C.,,,,,,PO Box 27380,,Washington,DC,200387380,G2024,,2024-06-14,37.50,2024-06-14,187.50,Fundraising Email,003,,S,S4MD00327,ALSOBROOKS,ANGELA,,,,S,,MD,Phelan,Michael,,,,2024-07-20,
SE,C00776419,500083730,,,ORG,Strategy & Hustle L.L.C.,,,,,,PO Box 27380,,Washington,DC,200387380,G2024,,2024-06-22,50.00,2024-06-22,75.00,Fundraising Email,003,,S,S4NJ00466,KIM,ANDY,,,,S,,NJ,Phelan,Michael,,,,2024-07-20,
SE,C00776419,500083735,,,ORG,Strategy & Hustle L.L.C.,,,,,,PO Box 27380,,Washington,DC,200387380,G2024,,2024-06-22,50.00,2024-06-22,75.00,Fundraising Email,003,,S,S6MT00162,TESTER,R.,JON,,,S,,MT,Phelan,Michael,,,,2024-07-20,
SE,C00776419,500083731,,,ORG,Strategy & Hustle L.L.C.,,,,,,PO Box 27380,,Washington,DC,200387380,G2024,,2024-06-23,25.00,2024-06-23,75.00,Fundraising Email,003,,S,S4NJ00466,KIM,ANDY,,,,S,,NJ,Phelan,Michael,,,,2024-07-20,
SE,C00776419,500083736,,,ORG,Strategy & Hustle L.L.C.,,,,,,PO Box 27380,,Washington,DC,200387380,G2024,,2024-06-23,25.00,2024-06-23,75.00,Fundraising Email,003,,S,S6MT00162,TESTER,R.,JON,,,S,,MT,Phelan,Michael,,,,2024-07-20,
SE,C00776419,500083734,,,ORG,Strategy & Hustle L.L.C.,,,,,,PO Box 27380,,Washington,DC,200387380,P2024,,2024-06-26,75.00,2024-06-26,150.00,Fundraising Email,003,,S,H8MO01143,BUSH,CORI,,,,H,01,MO,Phelan,Michael,,,,2024-07-20,
