form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB23,C00341800,SB23.6532,,,COM,CANTWELL VICTORY 2024,,,,,,401 2ND AVENUE SOUTH,SUITE 303,SEATTLE,WA,98104,P2024,,2024-02-26,2500.00,,JFC Contribution-see memo,,,,S8WA00194,CANTWELL,MARIA,,,,S,WA,00,,,,,,,,
SB23,C00341800,SB23.6532.0,SB23.6532,SB23,CCM,FRIENDS OF MARIA,,,,,,P.O. BOX 12740,,SEATTLE,WA,98111,P2024,,2024-02-26,2500.00,,Cantwell Victory memo,,C00349506,FRIENDS OF MARIA,S8WA00194,CANTWELL,MARIA,,,,S,WA,00,,,,,,,X,
SB23,C00341800,SB23.6530,,,CCM,CITIZENS TO ELECT RICK LARSEN,,,,,,PO BOX 326,,EVERETT,WA,98206,G2024,,2024-02-26,5000.00,,Contribution,,C00345546,CITIZENS TO ELECT RICK LARSEN,H0WA02080,LARSEN,RICK,,,,H,WA,02,,,,,,,,
SB23,C00341800,SB23.6529,,,CCM,COHEN FOR CONGRESS,,,,,,349 KENILWORTH PLACE,,MEMPHIS,TN,38112,P2024,,2024-02-26,1000.00,,Contribution,,C00422980,COHEN FOR CONGRESS,H6TN09068,COHEN,STEVE I MR.,,,,H,TN,09,,,,,,,,
SB23,C00341800,SB23.6534,,,PAC,DUCKWORTH VICTORY FUND,,,,,,124 WASHINGTON STREET,SUITE 101,FOXBORO,MA,02035,P2028,,2024-03-15,1000.00,,JFC Contribution-See Memo,,,,S6IL00292,DUCKWORTH,L. TAMMY,,,,S,IL,00,,,,,,,,
SB23,C00341800,SB23.6534.0,SB23.6534,SB23,CCM,TAMMY FOR ILLINOIS,,,,,,PO BOX 10793,,CHICAGO,IL,60610,P2028,,2024-03-15,1000.00,,Duckworth Victory memo,,C00574889,TAMMY FOR ILLINOIS,S6IL00292,DUCKWORTH,L. TAMMY,,,,S,IL,00,,,,,,,X,
SB23,C00341800,SB23.6528,,,CCM,GARRET GRAVES FOR CONGRESS,,,,,,PO BOX 64845,,BATON ROUGE,LA,70896,P2024,,2024-01-24,1000.00,,Contribution,,C00558486,GARRET GRAVES FOR CONGRESS,H4LA06153,GRAVES,GARRET,,,,H,LA,06,,,,,,,,
SB23,C00341800,SB23.6531,,,CCM,GRAVES FOR CONGRESS,,,,,,2345 GRAND BLVD,STE 2400,KANSAS CITY,MO,64108,G2024,,2024-03-10,2500.00,,Contribution,,C00359034,GRAVES FOR CONGRESS,H0MO06073,GRAVES,SAMUEL B.,,,Jr.,H,MO,06,,,,,,,,
SB23,C00341800,SB23.6524,,,CCM,PAT RYAN FOR CONGRESS,,,,,,PO BOX 2113,,KINGSTON,NY,12402,P2024,,2024-01-24,1000.00,,Contribution,,C00815290,PAT RYAN FOR CONGRESS,H8NY19223,RYAN,PATRICK,,,,H,NY,18,,,,,,,,
SB23,C00341800,SB23.6533,,,CCM,PETERS FOR MICHIGAN,,,,,,PO BOX 32072,,DETROIT,MI,48244,P2026,,2024-03-01,1000.00,,Contribution,,C00437889,PETERS FOR MICHIGAN,S4MI00355,PETERS,GARY,,,,S,MI,00,,,,,,,,
