form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB29,C00252395,SB29.9284,,,CCM,Cranford Democratic Municipal Committee,,,,,,741 Will Street,,Cranford,NJ,07016,G2024,,2024-02-22,2000.00,,Contributions for February,,,,,,,,,,,,,,,,,,,,
SB29,C00252395,SB29.9286,,,COM,Cryan for Senate,,,,,,722 Greenwood Road,,Union,NJ,07063,G2024,,2024-02-22,1000.00,,contributions,,,,,,,,,,,,,,,,,,,,
SB29,C00252395,SB29.9271,,,COM,ELECTION FUND OF CHRISTIAN BOLLWAGE,,,,,,74-76 Elmora Ave,,Elizabeth,NJ,07202,G2024,,2024-01-29,2000.00,,contributions for January,,,,,,,,,,,,,,,,,,,,
SB29,C00252395,SB29.9272,,,CCM,Election fund of John V Kelly,,,,,,PO BOX 1944,,Caldwell,NJ,07006,G2024,,2024-01-29,1000.00,,contribution for January,,,,,,,,,,,,,,,,,,,,
SB29,C00252395,SB29.9287,,,COM,Election fund of Manny Grova Jr,,,,,,202 2nd Street,,Elizabethport,NJ,07206,G2024,,2024-02-22,300.00,,Contributions for February,,,,,,,,,,,,,,,,,,,,
SB29,C00252395,SB29.9288,,,COM,ESSEX COUNTY DEMOCRATIC COMMITTEE,,,,,,80 Main Street,Suite 280,West Orange,NJ,07052,G2024,,2024-02-22,1500.00,,Contributions for February,,,,,,,,,,,,,,,,,,,,
SB29,C00252395,SB29.9289,,,CCM,Gopal for Senator,,,,,,1340 Highway 36,,Hazlet,NJ,07730,G2024,,2024-02-22,1000.00,,contributions for February,,,,,,,,,,,,,,,,,,,,
SB29,C00252395,SB29.9270,,,PAC,NJMACC Pac Fund,,,,,,318 Cleveland Avenue,,Highland Park,NJ,08904,,,2024-01-12,6200.00,,Contributions for January,,,,,,,,,,,,,,,,,,,,
SB29,C00252395,SB29.9283,,,ORG,NORTH AMERICA'S BUILDING TRADES UNIONS,,,,,,"815 16TH STREET, NW",SUITE 600,WASHINGTON,DC,20006,G2024,,2024-02-20,1050.00,,Contributions for February,,,,,,,,,,,,,,,,,,,,
SB29,C00252395,SB29.9290,,,COM,PASCRELL FOR CONGRESS,,,,,,P.O. BOX 640,,TOTOWA,NJ,07511,G2024,,2024-02-22,1000.00,,contributions for February,,C00313510,,,,,,,,,,,,,,,,,,
SB29,C00252395,SB29.9280,,,CCM,SOMERSET COUNTY DEMOCRATIC COMMITTEE,,,,,,58 N. BRIDGE STREET,,SOMERVILLE,NJ,08876,G2024,,2024-02-05,2500.00,,Contributions for February,,,,,,,,,,,NJ,,,,,,,,,
SB29,C00252395,SB29.9273,,,COM,Union County Democratic Committee,,,,,,311 West Henry Street,,Linden,NJ,07036,G2024,,2024-01-29,5000.00,,contribution for January,,,,,,,,,,,,,,,,,,,,
SB29,C00252395,SB29.9291,,,COM,Union County Democratic Committee,,,,,,311 West Henry Street,,Linden,NJ,07036,G2024,,2024-02-22,300.00,,Contributions for February,,,,,,,,,,,,,,,,,,,,
SB29,C00252395,SB29.9292,,,CCM,UNION TOWNSHIP DEMOCRATIC COMMITTEE,,,,,,PO BOX 1944,,CALDWELL,NJ,07016,G2024,,2024-02-22,2600.00,,Contributions for February,,,,,,,,,,,,,,,,,,,,
