form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,dissemination_date,expenditure_amount,disbursement_date,calendar_y_t_d_per_election_office,expenditure_purpose_descrip,category_code,payee_cmtte_fec_id_number,support_oppose_code,candidate_id_number,candidate_last_name,candidate_first_name,candidate_middle_name,candidate_prefix,candidate_suffix,candidate_office,candidate_district,candidate_state,completing_last_name,completing_first_name,completing_middle_name,completing_prefix,completing_suffix,date_signed,memo_code,memo_text_description
SE,C00690867,SE.6621,,,ORG,Davis Broadcasting Inc of Columbus,,,,,,PO Box 1998,,Columbus,GA,31902,G2024,,2024-10-31,3960.00,2024-10-31,76785.00,Radio Advertising,,C00690867,O,P80001571,TRUMP,DONALD J.,,,,P,,,Kozikowski,Debra,,,,2024-12-05,
SE,C00690867,SE.6586,,,ORG,First Media NC,,,,,,12714 NC Hwy.,,Rocky Mount,NC,27803,G2024,,2024-10-22,692.00,2024-10-21,38740.00,Radio ads,,C00690867,O,P80001571,TRUMP,DONALD J.,,,,P,,,Kozikowski,Debra,,,,2024-12-05,
SE,C00690867,SE.6601,,,ORG,Perry Broadcasting,,,,,,6025 Broadcast Dr,,N Augusta,SC,29841,G2024,,2024-10-27,3000.00,2024-10-26,43210.00,Radio Advertising,,C00690867,O,P80001571,TRUMP,DONALD J.,,,,P,,,Kozikowski,Debra,,,,2024-12-05,
SE,C00690867,SE.6578,,,ORG,Radio One,,,,,,1 Julian Price Place,,Charlotte,NC,28208,G2024,,2024-10-18,6910.00,2024-10-17,27718.00,Radio ads,,C00690867,O,P80001571,TRUMP,DONALD J.,,,,P,,,Kozikowski,Debra,,,,2024-12-05,
SE,C00690867,SE.6587,,,ORG,Radio One,,,,,,1 Julian Price Place,,Charlotte,NC,28208,G2024,,2024-10-23,1470.00,2024-10-22,40210.00,Radio ads,,C00690867,O,P80001571,TRUMP,DONALD J.,,,,P,,,Kozikowski,Debra,,,,2024-12-05,
SE,C00690867,SE.6603,,,ORG,Radio One,,,,,,1 Julian Price Place,,Charlotte,NC,28208,G2024,,2024-10-27,15020.00,2024-10-26,58230.00,Radio Advertising,,C00690867,O,P80001571,TRUMP,DONALD J.,,,,P,,,Kozikowski,Debra,,,,2024-12-05,
SE,C00690867,SE.6623,,,ORG,Target Smart,,,,,,"1155 15th St. NW, Suite 750",,Washington,DC,20005,G2024,,2024-11-03,10000.00,2024-11-06,87685.00,Digital ads (actual; estimate on 24 hr report),,C00690867,O,P80001571,TRUMP,DONALD J.,,,,P,,,Kozikowski,Debra,,,,2024-12-05,
SE,C00690867,SE.6604,,,ORG,Temple Pentacostal Development,,,,,,6300 E. Liberty Bvld,,Pittsburgh,PA,15206,G2024,,2024-10-29,4070.00,2024-10-29,64925.00,Radio Advertising,,C00690867,O,P80001571,TRUMP,DONALD J.,,,,P,,,Kozikowski,Debra,,,,2024-12-05,
SE,C00690867,SE.6585,,,ORG,"Urban One, Inc",,,,,,PO Box 746625,,Atlanta,GA,30374,G2024,,2024-10-22,10330.00,2024-10-21,38048.00,Radio ads,,C00690867,O,P80001571,TRUMP,DONALD J.,,,,P,,,Kozikowski,Debra,,,,2024-12-05,
SE,C00690867,SE.6610,,,ORG,WCCG Radio,,,,,,115 Gillespie St,,Fayetteville,NC,28301,G2024,,2024-10-29,2625.00,2024-10-28,60855.00,Radio Ads,,C00690867,O,P80001571,TRUMP,DONALD J.,,,,P,,,Kozikowski,Debra,,,,2024-12-05,
SE,C00690867,SE.6606,,,ORG,WIDU Broadcasting,,,,,,2520 Muchison Rd.,,Fayetteville,NC,28301,G2024,,2024-10-29,4000.00,2024-10-29,68925.00,Radio Advertising,,C00690867,O,P80001571,TRUMP,DONALD J.,,,,P,,,Kozikowski,Debra,,,,2024-12-05,
SE,C00690867,SE.6608,,,ORG,WURD Radio LLC,,,,,,1341 N. Delaware Ave,,Philadelphia,PA,19125,G2024,,2024-10-30,3900.00,2024-10-29,72825.00,Radio Advertising,,C00690867,O,P80001571,TRUMP,DONALD J.,,,,P,,,Kozikowski,Debra,,,,2024-12-05,
SE,C00690867,SE.6720,,,ORG,WURD Radio LLC,,,,,,1341 N. Delaware Ave,,Philadelphia,PA,19125,G2024,,2024-11-04,900.00,2024-10-31,77685.00,Radio Advertising,,C00690867,O,P80001571,TRUMP,DONALD J.,,,,P,,,Kozikowski,Debra,,,,2024-12-05,
