form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB21b,C00445593,SB21b-EX376,,,ORG,Authorize.net,,,,,,PO Box 947,,American Fork,UT,84003,G2023,,2023-07-05,30.00,0.00,07/23 Gateway Fees,001,,,,,,,,,,,,,,,,,,,07/23 Gateway Fees
SB21b,C00445593,SB21b-EX377,,,ORG,Authorize.net,,,,,,PO Box 947,,American Fork,UT,84003,G2023,,2023-08-04,30.00,0.00,08/23 Gateway Fees,001,,,,,,,,,,,,,,,,,,,08/23 Gateway Fees
SB21b,C00445593,SB21b-EX378,,,ORG,Authorize.net,,,,,,PO Box 947,,American Fork,UT,84003,G2023,,2023-08-04,-30.00,0.00,08/23 Gateway Fees,001,,,,,,,,,,,,,,,,,,,08/23 Gateway Fees
SB21b,C00445593,SB21b-EX380,,,ORG,Authorize.net,,,,,,PO Box 947,,American Fork,UT,84003,G2023,,2023-08-04,30.00,0.00,08/23 Gateway Fees,001,,,,,,,,,,,,,,,,,,,08/23 Gateway Fees
SB21b,C00445593,SB21b-EX379,,,ORG,Authorize.net,,,,,,PO Box 947,,American Fork,UT,84003,G2023,,2023-09-05,30.00,0.00,09/23 Gateway Fees,001,,,,,,,,,,,,,,,,,,,09/23 Gateway Fees
SB21b,C00445593,SB21b-EX381,,,ORG,Authorize.net,,,,,,PO Box 947,,American Fork,UT,84003,G2023,,2023-10-06,30.00,0.00,10/23 Gateway Fees,001,,,,,,,,,,,,,,,,,,,10/23 Gateway Fees
SB21b,C00445593,SB21b-EX382,,,ORG,Authorize.net,,,,,,PO Box 947,,American Fork,UT,84003,G2023,,2023-11-06,30.00,0.00,11/23 Gateway Fees,001,,,,,,,,,,,,,,,,,,,11/23 Gateway Fees
SB21b,C00445593,SB21b-EX383,,,ORG,Authorize.net,,,,,,PO Box 947,,American Fork,UT,84003,G2023,,2023-12-05,30.00,0.00,12/23 Gateway Fees,001,,,,,,,,,,,,,,,,,,,12/23 Gateway Fees
SB21b,C00445593,SB21b-EX384,,,ORG,Bank Of America/FISERV,,,,,,PO Box 6600,,Hagerstown,MD,21741,G2023,,2023-07-03,19.95,0.00,07/23 Merchant Fees,001,,,,,,,,,,,,,,,,,,,07/23 Merchant Fees
SB21b,C00445593,SB21b-EX385,,,ORG,Bank Of America/FISERV,,,,,,PO Box 6600,,Hagerstown,MD,21741,G2023,,2023-08-04,19.95,0.00,08/23 Merchant Fees,001,,,,,,,,,,,,,,,,,,,08/23 Merchant Fees
SB21b,C00445593,SB21b-EX386,,,ORG,Bank Of America/FISERV,,,,,,PO Box 6600,,Hagerstown,MD,21741,G2023,,2023-09-05,19.95,0.00,09/23 Merchant Fees,001,,,,,,,,,,,,,,,,,,,09/23 Merchant Fees
SB21b,C00445593,SB21b-EX387,,,ORG,Bank Of America/FISERV,,,,,,PO Box 6600,,Hagerstown,MD,21741,G2023,,2023-10-05,19.95,0.00,10/23 Merchant Fees,001,,,,,,,,,,,,,,,,,,,10/23 Merchant Fees
SB21b,C00445593,SB21b-EX388,,,ORG,Bank Of America/FISERV,,,,,,PO Box 6600,,Hagerstown,MD,21741,G2023,,2023-11-06,19.95,0.00,11/23 Merchant Fees,001,,,,,,,,,,,,,,,,,,,11/23 Merchant Fees
SB21b,C00445593,SB21b-EX389,,,ORG,Bank Of America/FISERV,,,,,,PO Box 6600,,Hagerstown,MD,21741,G2023,,2023-12-04,19.95,0.00,12/23 Merchant Fees,001,,,,,,,,,,,,,,,,,,,12/23 Merchant Fees
