form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB23,C00455394,EB18382,,,CCM,Adam Gray for Congress,,,,,,PO Box 1229,,Merced,CA,95341,G2024,,2024-10-14,2500.00,,Contribution,011,,Adam Gray for Congress,,Gray,Adam,,,,H,CA,13,,,,,,,,
SB23,C00455394,EB18319,,,CCM,Barragan for Congress,,,,,,1840 Gaffey Street #421,,San Pedro,CA,90731,G2024,,2024-10-01,2500.00,,Contribution,011,,Barragan for Congress,,Barragan,Nanette,,,,H,CA,44,,,,,,,,
SB23,C00455394,EB18323,,,CCM,Cohen for Congress,,,,,,228 2nd Street SE,,Washington,DC,20003,G2024,,2024-10-02,2500.00,,Contribution,011,,Cohen for Congress,,Cohen,Steve,,,,H,TN,09,,,,,,,,
SB23,C00455394,EB18377,,,CCM,Friends of Lucy McBath,,,,,,"2221 Peachtree Road NE, Suite D405",,Atlanta,GA,30309,G2024,,2024-10-10,2500.00,,Contribution,011,,Friends of Lucy McBath,,McBath,Lucy,,,,H,GA,06,,,,,,,,
SB23,C00455394,EB18322,,,CCM,Jeffries for Congress,,,,,,P.O. Box 65322,,Washington,DC,20035,G2024,,2024-10-02,5000.00,,Contribution,011,,Jeffries for Congress,,Jeffries,Hakeem,,,,H,NY,08,,,,,,,,
SB23,C00455394,EB18320,,,CCM,Lou Correa for Congress,,,,,,114 Lexington Drive,,Silver Spring,MD,20901,G2024,,2024-10-02,5000.00,,Contribution,011,,Lou Correa for Congress,,Correa,Lou,,,,H,CA,45,,,,,,,,
SB23,C00455394,EB18321,,,COM,Nutmeg PAC,,,,,,"1111 Summer Street, Suite 302",,Stamford,CT,06905,,,2024-10-02,5000.00,,Contribution,011,,Nutmeg PAC,,,,,,,,,,,,,,,,,
SB23,C00455394,EB18383,,,CCM,Rudy Salas for Congress,,,,,,PO Box 42257,,Bakersfield,CA,93384,G2024,,2024-10-14,2500.00,,Contribution,011,,Rudy Salas for Congress,,Salas,Rudy,,,,H,CA,22,,,,,,,,
SB23,C00455394,EB18318,,,CCM,Whitehouse for Senate,,,,,,"750 First Street NE, Suite 1070",,Washington,DC,20002,G2024,,2024-10-01,5000.00,,Contribution,011,,Whitehouse for Senate,,Whitehouse,Sheldon,,,,S,RI,,,,,,,,,
SB23,C00455394,EB18384,,,CCM,Will Rollins for Congress,,,,,,"301 North Palm Canyon Drive, Suite",,Palm Springs,CA,92262,G2024,,2024-10-14,2500.00,,Contribution,011,,Will Rollins for Congress,,Rollins,Will,,,,H,CA,41,,,,,,,,
