form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB29,C00235739,B865181,,,CCM,Steve Allison Campaign,,,,,,14546 Brook Hollow Blvd. Box 511,,San Antonio,TX,78232,P2024,,2024-02-06,2500.00,,P-2024 State House 121 TX,011,,,,Allison,Steve,,,,H,TX,12,,,,,,,,
SB29,C00235739,B865182,,,CCM,Rafael Anchia Campaign,,,,,,P.O. Box 4468,,Dallas,TX,75208,P2024,,2024-02-06,1500.00,,P-2024 State House 103 TX,011,,,,Anchia,Rafael,,,,H,TX,10,,,,,,,,
SB29,C00235739,B865175,,,CCM,Ernest Bailes Campaign,,,,,,P.O. Box 1232,,Sheperd,TX,77371,P2024,,2024-02-06,2500.00,,P-2024 State House 18 TX,011,,,,Bailes,Ernest,J,,IV,H,TX,18,,,,,,,,
SB29,C00235739,B865174,,,CCM,Friends of Dr. Greg Bonnen PAC,,,,,,P.O. Box 1183,,Friendswood,TX,77549,P2024,,2024-02-06,1500.00,,P-2024 State House 24 TX,011,,,,Bonnen,Greg,,,,H,TX,24,,,,,,,,
SB29,C00235739,B865183,,,CCM,Lacey Hull for State Rerpresentative,,,,,,P.O. Box 19231,,Houston,TX,77724,P2024,,2024-02-06,1500.00,,P-2024 State House 138 TX,011,,,,Hull,Lacey,,,,H,TX,13,,,,,,,,
SB29,C00235739,B865180,,,CCM,Nathan Johnson Campaign,,,,,,P.O. Box 670994,,Dallas,TX,75367,P2024,,2024-02-06,2500.00,,P-2024 State Senate 16 TX,011,,,,Johnson,Nathan,,,,S,TX,16,,,,,,,,
SB29,C00235739,B865177,,,CCM,Ken King Campaign,,,,,,P.O. Box 517,,Canadian,TX,79014,P2024,,2024-02-06,2500.00,,P-2024 State House 88 TX,011,,,,King,Ken,,,,H,TX,88,,,,,,,,
SB29,C00235739,B865179,,,CCM,Kitzman for Texas,,,,,,P.O. Box 553,,Pattison,TX,77466,P2024,,2024-02-06,1500.00,,P-2024 State House 85 TX,011,,,,Kitzman,Stan,,,,H,TX,85,,,,,,,,
SB29,C00235739,B865173,,,CCM,John Kuempel Campaign,,,,,,P.O. Box 177,,Seguin,TX,78156,P2024,,2024-02-06,1500.00,,P-2024 State House 44 TX,011,,,,Kuempel,John,,,,H,TX,44,,,,,,,,
SB29,C00235739,B865172,,,CCM,Jeff Leach for State House,,,,,,P.O. Box 866186,,Plano,TX,75086,P2024,,2024-02-06,2500.00,,P-2024 State House 67 TX,011,,,,Leach,Jeff,,,,H,TX,67,,,,,,,,
SB29,C00235739,B865178,,,CCM,Ray Lopez Campaign,,,,,,P.O. Box 461753,,San Antonio,TX,78246,P2024,,2024-02-06,1500.00,,P-2024 State House 125 TX,011,,,,Lopez,Ray,,,,H,TX,12,,,,,,,,
SB29,C00235739,B865170,,,CCM,Reggie Smith Campaign,,,,,,300 North Travis Street,,Sherman,TX,75090,P2024,,2024-02-06,2500.00,,P-2024 State House 62 TX,011,,,,Smith,Reginald,,,,H,TX,62,,,,,,,,
SB29,C00235739,B865176,,,CCM,John Smithee Campaign,,,,,,320 S. Polk Suite 920,,Amarillo,TX,79101,P2024,,2024-02-06,2500.00,,P-2024 State House 86 TX,011,,,,Smithee,John,T,,,H,TX,86,,,,,,,,
SB29,C00235739,B865171,,,CCM,David Spiller for Texas Campaign,,,,,,P.O. Box 447,,Jacksboro,TX,76458,P2024,,2024-02-06,1500.00,,P-2024 State House 68 TX,011,,,,Spiller,David,,,,H,TX,68,,,,,,,,
