form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB21B,C00870030,SB21B.1,,,ORG,CENTRE COURT SOLUTIONS LLC,,,,,,1629 K STREET NW,SUITE 300,WASHINGTON,DC,20006,,,2024-10-02,5000.00,,POLITICAL STRATEGY CONSULTING,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00870030,SB21B.2,,,ORG,EIGHT THIRTEEN STRATEGIES LLC,,,,,,813 SOUTH STREEPER STREET,,BALTIMORE,MD,21224,,,2024-10-02,17000.00,,POLITICAL STRATEGY CONSULTING,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00870030,SB21B.3,,,ORG,PUBLIC OPINION STRATEGIES LLC,,,,,,214 N FAYETTE STREET,,ALEXANDRIA,VA,22314,,,2024-10-02,54000.00,,POLLING,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00870030,SB21B.4,,,ORG,CHAIN BRIDGE BANK,,,,,,1445-A LAUGHLIN AVENUE,,MCLEAN,VA,22101,,,2024-10-03,525.00,,BANK FEES,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00870030,SB21B.5,,,ORG,JFH STRATEGIES LLC,,,,,,908 9TH STREET,,WINDBER,PA,15963,,,2024-10-03,17950.00,,PRINTING,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00870030,SB21B.6,,,ORG,LT STRATEGIES LLC,,,,,,1000 SOUTH CAPITOL STREET,APT 1021,WASHINGTON,DC,20003,,,2024-10-04,4000.00,,COMMUNICATIONS CONSULTING,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00870030,SB21B.7,,,ORG,SEPTEMBER GROUP LLC,,,,,,1712 PIONEER AVE,SUITE 635,CHEYENNE,WY,82001,,,2024-10-08,495000.00,,CANVASSING SERVICES,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00870030,SB21B.8,,,ORG,WINRED TECHNICAL SERVICES LLC,,,,,,1776 WILSON BLVD,SUITE 530,ARLINGTON,VA,22219,,,2024-10-08,1.03,,CREDIT CARD PROCESSING FEES,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00870030,SB21B.9,,,ORG,CHAIN BRIDGE BANK,,,,,,1445-A LAUGHLIN AVENUE,,MCLEAN,VA,22101,,,2024-10-09,25.00,,BANK FEES,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00870030,SB21B.10,,,ORG,AMERICAN EXPRESS,,,,,,PO BOX 1270,,NEWARK,NJ,07101,,,2024-10-11,50.07,,CREDIT CARD PAYMENT,,,,,,,,,,,,,  ,,,,,,,NONE ABOVE ITEMIZATION THRESHOLD
SB21B,C00870030,SB21B.14,,,ORG,CONNEX INTERNATIONAL INC.,,,,,,46 FEDERAL ROAD,SUITE F,DANBURY,CT,06810,,,2024-10-16,1042.85,,TELECONFERENCING SERVICES,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00870030,SB21B.15,,,ORG,OSSOLA CONSULTING LLC,,,,,,222 PRINCE GEORGE STREET,SUITE 101,ANNAPOLIS,MD,21401,,,2024-10-16,30000.00,,FUNDRAISING CONSULTING,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00870030,SB21B.16,,,ORG,PUBLIC OPINION STRATEGIES LLC,,,,,,214 N FAYETTE STREET,,ALEXANDRIA,VA,22314,,,2024-10-16,50000.00,,POLLING,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00870030,SB21B.17,,,ORG,WHEELERHOUSE LLC,,,,,,1851 3RD STREET NW,,WASHINGTON,DC,20001,,,2024-10-16,30012.75,,FUNDRAISING CONSULTING / TRAVEL,,,,,,,,,,,,,  ,,,,,,,
