form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB21b,C00692129,BA4157265E03343478FE,,,ORG,"Robert Watkins & Company, P.A.",,,,,,610 S. Boulevard,,Tampa,FL,33606,,,2023-06-26,1953.50,,accounting services,,,,,,,,,,,,,,,,,,,,,
SB21b,C00692129,B77C2140B9B684200BEE,,,ORG,Stripe,,,,,,3180 18th Street,,San Francisco,CA,94110,,,2023-06-01,32.38,,credit card fees,,,,,,,,,,,,,,,,,,,,,
SB21b,C00692129,B3460CCFF154C4F92B45,,,ORG,Stripe,,,,,,3180 18th Street,,San Francisco,CA,94110,,,2023-06-02,4.67,,credit card fees,,,,,,,,,,,,,,,,,,,,,
SB21b,C00692129,B2DFB4D79DD094843AD8,,,ORG,Stripe,,,,,,3180 18th Street,,San Francisco,CA,94110,,,2023-06-05,4.12,,credit card fees,,,,,,,,,,,,,,,,,,,,,
SB21b,C00692129,B46CC82E1A49D427CBBB,,,ORG,Stripe,,,,,,3180 18th Street,,San Francisco,CA,94110,,,2023-06-06,6.16,,credit card fees,,,,,,,,,,,,,,,,,,,,,
SB21b,C00692129,B3872D68F6D394721966,,,ORG,Stripe,,,,,,3180 18th Street,,San Francisco,CA,94110,,,2023-06-07,27.33,,credit card fees,,,,,,,,,,,,,,,,,,,,,
SB21b,C00692129,B813FFB20EDE440049F3,,,ORG,Stripe,,,,,,3180 18th Street,,San Francisco,CA,94110,,,2023-06-08,3.66,,credit card fees,,,,,,,,,,,,,,,,,,,,,
SB21b,C00692129,BF8B6F71847EB49B38F6,,,ORG,Stripe,,,,,,3180 18th Street,,San Francisco,CA,94110,,,2023-06-09,2.68,,credit card fees,,,,,,,,,,,,,,,,,,,,,
SB21b,C00692129,B819FC0DD8C6441F39FC,,,ORG,Stripe,,,,,,3180 18th Street,,San Francisco,CA,94110,,,2023-06-12,10.69,,credit card fees,,,,,,,,,,,,,,,,,,,,,
SB21b,C00692129,B687D56F27FB24F01811,,,ORG,Stripe,,,,,,3180 18th Street,,San Francisco,CA,94110,,,2023-06-13,6.86,,credit card fees,,,,,,,,,,,,,,,,,,,,,
SB21b,C00692129,BB422407E101D4D6C828,,,ORG,Stripe,,,,,,3180 18th Street,,San Francisco,CA,94110,,,2023-06-14,24.12,,credit card fees,,,,,,,,,,,,,,,,,,,,,
SB21b,C00692129,B07E07BBAB1074D96870,,,ORG,Stripe,,,,,,3180 18th Street,,San Francisco,CA,94110,,,2023-06-15,5.41,,credit card fees,,,,,,,,,,,,,,,,,,,,,
SB21b,C00692129,B5168B590BB884F1AA86,,,ORG,Stripe,,,,,,3180 18th Street,,San Francisco,CA,94110,,,2023-06-16,3.40,,credit card fees,,,,,,,,,,,,,,,,,,,,,
SB21b,C00692129,B4661271BB4464564B67,,,ORG,Stripe,,,,,,3180 18th Street,,San Francisco,CA,94110,,,2023-06-20,3.54,,credit card fees,,,,,,,,,,,,,,,,,,,,,
SB21b,C00692129,B44AA17838C164030BAB,,,ORG,Stripe,,,,,,3180 18th Street,,San Francisco,CA,94110,,,2023-06-21,8.02,,credit card fees,,,,,,,,,,,,,,,,,,,,,
SB21b,C00692129,B430250E8A3EF4D16959,,,ORG,Stripe,,,,,,3180 18th Street,,San Francisco,CA,94110,,,2023-06-22,36.63,,credit card fees,,,,,,,,,,,,,,,,,,,,,
SB21b,C00692129,B5F97A70BD240460DAD3,,,ORG,Stripe,,,,,,3180 18th Street,,San Francisco,CA,94110,,,2023-06-23,13.61,,credit card fees,,,,,,,,,,,,,,,,,,,,,
SB21b,C00692129,B227D396838034223804,,,ORG,Stripe,,,,,,3180 18th Street,,San Francisco,CA,94110,,,2023-06-26,25.70,,credit card fees,,,,,,,,,,,,,,,,,,,,,
SB21b,C00692129,B24C6641FD9294EB3A59,,,ORG,Stripe,,,,,,3180 18th Street,,San Francisco,CA,94110,,,2023-06-27,8.65,,credit card fees,,,,,,,,,,,,,,,,,,,,,
SB21b,C00692129,BF50221A2E89B451889B,,,ORG,Stripe,,,,,,3180 18th Street,,San Francisco,CA,94110,,,2023-06-28,21.08,,credit card fees,,,,,,,,,,,,,,,,,,,,,
SB21b,C00692129,B20A92FC78DFA435881C,,,ORG,Stripe,,,,,,3180 18th Street,,San Francisco,CA,94110,,,2023-06-29,10.07,,credit card fees,,,,,,,,,,,,,,,,,,,,,
SB21b,C00692129,BFA0C58FBCE744C9CAC6,,,ORG,Stripe,,,,,,3180 18th Street,,San Francisco,CA,94110,,,2023-06-30,8.92,,credit card fees,,,,,,,,,,,,,,,,,,,,,
SB21b,C00692129,BFA904C990E06442596F,,,ORG,TAB AnswerNetwork,,,,,,P.O. Box 10440,,Santa Ana,CA,927110440,,,2023-06-06,293.67,,telephone,,,,,,,,,,,,,,,,,,,,,
