form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB23,C00428623,EB307116,,,COM,Alamo PAC,,,,,,919 Congress Avenue,Suite 1400,Austin,TX,78701,,,2024-08-16,1000.00,,2024 Contribution,011,C00387464,Alamo PAC,,,,,,,,,,,,,,,,,
SB23,C00428623,EB307642,,,CCM,Cole for Congress,,,,,,PO Box 722256,,Norman,OK,73070,P2024,,2024-08-16,-2500.00,,Void check originally dated 2/16/24,011,C00379735,Cole for Congress,,Cole,Tom,,,,H,OK,04,,,,,,,,
SB23,C00428623,EB307115,,,COM,Denali Leadership PAC,,,,,,"901 N Washington Street, Suite 700",,Alexandria,VA,22314,,,2024-08-16,2500.00,,2024 Contribution,011,C00438291,Denali Leadership PAC,,,,,,,,,,,,,,,,,
SB23,C00428623,EB307114,,,COM,Heartland Values PAC,,,,,,PO Box 505,,Sioux Falls,SD,57101,,,2024-08-16,2500.00,,2024 Contribution,011,C00409003,Heartland Values PAC,,,,,,,,,,,,,,,,,
SB23,C00428623,EB307117,,,CCM,Jason Smith For Congress,,,,,,PO Box 1324,,Cape Girardeau,MO,63702,G2024,,2024-08-16,2500.00,,2024 Contribution,011,C00541862,Jason Smith For Congress,,Smith,Jason,,,,H,MO,08,,,,,,,,
SB23,C00428623,EB307647,,,COM,All For Our Country Leadership PAC,,,,,,"600 Pennsylvania Avenue SE, #15180",#15180,Washington,DC,20003,,,2024-08-22,5000.00,,2024 Contribution,011,C00629212,All For Our Country Leadership PAC,,,,,,,,,,,,,,,,,
SB23,C00428623,EB307660,,,CCM,Angus King For US Senate Campaign,,,,,,"PO Box 368, 114 Maine Street",Suite 1,Brunswick,ME,04011,G2024,,2024-08-22,5000.00,,2024 Contribution,011,C00516047,Angus King For US Senate Campaign,,King,Angus,,,,S,ME,,,,,,,,,
SB23,C00428623,EB307655,,,COM,Defend the Dream,,,,,,"777 S. Figueroa Street, Suite 4050",,Los Angeles,CA,90017,,,2024-08-22,5000.00,,2024 Contribution,011,C00771238,Defend the Dream,,,,,,,,,,,,,,,,,
SB23,C00428623,EB307658,,,CCM,Friends Of Sherrod Brown,,,,,,600 Pennsylvania Avenue SE,#15180,Washington,DC,20003,G2024,,2024-08-22,5000.00,,2024 Contribution,011,C00264697,Friends Of Sherrod Brown,,Brown,Sherrod,,,,S,OH,,,,,,,,,
SB23,C00428623,EB307653,,,COM,Hawaii PAC,,,,,,"600 Pennsylvania Ave SE, #15180",,Washington,DC,20003,,,2024-08-22,5000.00,,2024 Contribution,011,C00567693,Hawaii PAC,,,,,,,,,,,,,,,,,
