form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB23,C00567693,501051610,,,CCM,Rosen for Nevada,,,,,,1000 N Green Valley Pkwy,Ste 440 Pmb 177,Henderson,NV,890746172,G2024,,2023-06-14,2500.00,0.00,Contribution - General 2024,,C00606939,,,ROSEN,JACKY,,,,S,NV,00,,,,,,,,
SB23,C00567693,501043370,,,CCM,Montanans for Tester,,,,,,PO Box 1135,,Helena,MT,596241135,G2024,,2023-03-29,5000.00,0.00,Contribution - General 2024,,C00412304,,,TESTER,JON,,,,S,MT,00,,,,,,,,
SB23,C00567693,501043371,,,CCM,Rosen for Nevada,,,,,,1000 N Green Valley Pkwy,Ste 440 Pmb 177,Henderson,NV,890746172,P2024,,2023-03-29,2500.00,0.00,Contribution - Primary 2024,,C00606939,,,ROSEN,JACKY,,,,S,NV,00,,,,,,,,
SB23,C00567693,501051612,,,CCM,Martin Heinrich for Senate,,,,,,PO Box 25763,,Albuquerque,NM,871250763,G2024,,2023-06-14,2500.00,0.00,Contribution - General 2024,,C00434563,,,HEINRICH,MARTIN TREVOR,,,,S,NM,00,,,,,,,,
SB23,C00567693,501043372,,,CCM,Menendez for Senate,,,,,,PO Box 32248,,Newark,NJ,071020648,P2024,,2023-03-29,2500.00,0.00,Contribution - Primary 2024,,C00264564,,,MENENDEZ,ROBERT,,,,S,NJ,00,,,,,,,,
SB23,C00567693,501043363,,,CCM,Bob Casey for Senate Inc,,,,,,PO Box 58746,,Philadelphia,PA,191028746,G2024,,2023-04-05,5000.00,0.00,Contribution - General 2024,,C00431056,,,CASEY,ROBERT P JR,,,,S,PA,00,,,,,,,,
SB23,C00567693,501043373,,,CCM,Klobuchar for Minnesota,,,,,,PO Box 4146,,Saint Paul,MN,551040146,P2024,,2023-03-29,2500.00,0.00,Contribution - Primary 2024,,C00431353,,,KLOBUCHAR,AMY,,,,S,MN,00,,,,,,,,
SB23,C00567693,501051614,,,CCM,Friends of Sherrod Brown,,,,,,PO Box 15293,,Washington,DC,200030293,G2024,,2023-06-14,5000.00,0.00,Contribution - General 2024,,C00264697,,,BROWN,SHERROD,,,,S,OH,00,,,,,,,,
SB23,C00567693,501043374,,,PTY,DSCC,,,,,,120 Maryland Ave NE,,Washington,DC,200025610,,,2023-03-28,15000.00,0.00,Contribution - General Fund,,C00042366,DSCC,,,,,,,,,,,,,,,,,
SB23,C00567693,501056325,,,CCM,Lisa Blunt Rochester for Senate,,,,,,PO Box 9767,,Wilmington,DE,198090767,P2024,,2023-06-23,1000.00,0.00,Contribution - Primary 2024,,C00843391,,,BLUNT ROCHESTER,LISA,,,,S,DE,00,,,,,,,,
SB23,C00567693,501043375,,,CCM,Martin Heinrich for Senate,,,,,,PO Box 25763,,Albuquerque,NM,871250763,P2024,,2023-03-28,2500.00,0.00,Contribution - Primary 2024,,C00434563,,,HEINRICH,MARTIN TREVOR,,,,S,NM,00,,,,,,,,
SB23,C00567693,501047006,,,PTY,DSCC,,,,,,120 Maryland Ave NE,,Washington,DC,200025610,O2023,Legal,2023-05-31,15000.00,0.00,Contribution - Legal Fund,,C00042366,DSCC,,,,,,,,,,,,,,,,,
SB23,C00567693,501043366,,,PAC,Cantwell Victory 2024,,,,,,401 2nd Ave S,Ste 303,Seattle,WA,981042862,,,2023-03-30,2000.00,0.00,Contribution,,C00723189,Cantwell Victory 2024,,,,,,,,,,,,,,,,,
SB23,C00567693,501043376,,,CCM,Friends of Mazie Hirono,,,,,,PO Box 677,,Honolulu,HI,968090677,P2024,,2023-03-28,2500.00,0.00,Contribution - Primary 2024,,C00420760,,,HIRONO,MAZIE,,,,S,HI,00,,,,,,,,
SB23,C00567693,501043367,,,CCM,Whitehouse for Senate,,,,,,PO Box 40280,,Providence,RI,029400280,P2024,,2023-03-29,2500.00,0.00,Contribution - Primary 2024,,C00410803,,,WHITEHOUSE,SHELDON,,,II,S,RI,00,,,,,,,,
SB23,C00567693,501043377,,,CCM,Gillibrand for Senate,,,,,,PO Box 150516,,Brooklyn,NY,112150516,P2024,,2023-03-28,2500.00,0.00,Contribution - Primary 2024,,C00413914,,,Gillibrand,Kirsten,,,,S,NY,00,,,,,,,,
SB23,C00567693,501051608,,,CCM,Tammy Baldwin for Senate,,,,,,PO Box 696,,Madison,WI,537010696,G2024,,2023-06-14,2500.00,0.00,Contribution - General 2024,,C00326801,,,BALDWIN,TAMMY,,,,S,WI,00,,,,,,,,
SB23,C00567693,501043368,,,CCM,Tokuda for Hawaii,,,,,,PO Box 3193,,Honolulu,HI,968013193,P2024,,2023-03-29,1000.00,0.00,Contribution - Primary 2024,,C00813758,,,TOKUDA,JILL NAOMI,,,,H,HI,02,,,,,,,,
SB23,C00567693,501043369,,,CCM,Montanans for Tester,,,,,,PO Box 1135,,Helena,MT,596241135,P2024,,2023-03-29,5000.00,0.00,Contribution - Primary 2024,,C00412304,,,TESTER,JON,,,,S,MT,00,,,,,,,,
