form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,dissemination_date,expenditure_amount,disbursement_date,calendar_y_t_d_per_election_office,expenditure_purpose_descrip,category_code,payee_cmtte_fec_id_number,support_oppose_code,candidate_id_number,candidate_last_name,candidate_first_name,candidate_middle_name,candidate_prefix,candidate_suffix,candidate_office,candidate_district,candidate_state,completing_last_name,completing_first_name,completing_middle_name,completing_prefix,completing_suffix,date_signed,memo_code,memo_text_description
SE,C00835967,E-203,,,ORG,ARENA MAIL & DIGITAL,,,,,,1260 EAST STRINGHAM AVENUE,,SALT LAKE CITY,UT,84106,P2024,,2024-05-03,85000.00,2024-05-06,85000.00,DIGITAL PRODUCTION & ADVERTISEMENT,,,S,H4GA03126,JACK,BRIAN,,,,H,03,GA,HASTIE,CHRISSIE,,,,2024-06-20,
SE,C00835967,E-208,,,ORG,GOLDFINCH PARTNERS LLC,,,,,,PO BOX 408,,BAYVILLE,NJ,08721,P2024,,2024-05-06,40089.46,2024-05-06,125089.46,DIRECT MAIL SERVICES,,,S,H4GA03126,JACK,BRIAN,,,,H,03,GA,HASTIE,CHRISSIE,,,,2024-06-20,
SE,C00835967,E-224,,,ORG,ALLIANCE FORGE CORPORATION,,,,,,5648 SPANDRELL CIRCLE,,SPARKS,NV,89436,P2024,,2024-05-08,3900.00,2024-05-09,169078.92,TEXT MESSAGE SERVICES,,,S,H4GA03126,JACK,BRIAN,,,,H,03,GA,HASTIE,CHRISSIE,,,,2024-06-20,
SE,C00835967,E-210,,,ORG,GOLDFINCH PARTNERS LLC,,,,,,PO BOX 408,,BAYVILLE,NJ,08721,P2024,,2024-05-08,40089.46,2024-05-06,169078.92,DIRECT MAIL SERVICES,,,S,H4GA03126,JACK,BRIAN,,,,H,03,GA,HASTIE,CHRISSIE,,,,2024-06-20,
SE,C00835967,E-228,,,ORG,MAJORITY STRATEGIES LLC,,,,,,PO BOX 679219,,DALLAS,TX,75267,R2024,RUNOFF-2024,2024-05-08,74400.00,2024-05-10,124000.00,DIGITAL PRODUCTION & ADVERTISEMENT,,,S,H4TX12065,GOLDMAN,CRAIG,,,,H,12,TX,HASTIE,CHRISSIE,,,,2024-06-20,
SE,C00835967,E-229,,,ORG,MAJORITY STRATEGIES LLC,,,,,,PO BOX 679219,,DALLAS,TX,75267,R2024,RUNOFF-2024,2024-05-08,49600.00,2024-05-10,124000.00,DIGITAL PRODUCTION & ADVERTISEMENT,,,O,H4TX12057,O'SHEA,JOHN,,,,H,12,TX,HASTIE,CHRISSIE,,,,2024-06-20,
SE,C00835967,E-213,,,ORG,NEBO MEDIA,,,,,,PO BOX 9825,,ARLINGTON,VA,22219,P2024,,2024-05-08,66382.40,2024-05-07,66382.40,MEDIA PRODUCTION & ADVERTISEMENT,,,S,H4WV02205,MOORE,RILEY,,,,H,02,WV,HASTIE,CHRISSIE,,,,2024-06-20,
SE,C00835967,E-231,,,ORG,GOLDFINCH PARTNERS LLC,,,,,,PO BOX 408,,BAYVILLE,NJ,08721,P2024,,2024-05-10,39895.77,2024-05-10,208974.69,DIRECT MAIL SERVICES,,,S,H4GA03126,JACK,BRIAN,,,,H,03,GA,HASTIE,CHRISSIE,,,,2024-06-20,
SE,C00835967,E-235,,,ORG,ALLIANCE FORGE CORPORATION,,,,,,5648 SPANDRELL CIRCLE,,SPARKS,NV,89436,P2024,,2024-05-11,3855.74,2024-05-11,212830.43,TEXT MESSAGE SERVICES,,,S,H4GA03126,JACK,BRIAN,,,,H,03,GA,HASTIE,CHRISSIE,,,,2024-06-20,
SE,C00835967,E-237,,,ORG,ARENA MAIL & DIGITAL,,,,,,1260 EAST STRINGHAM AVENUE,,SALT LAKE CITY,UT,84106,P2024,,2024-05-13,5000.00,2024-05-13,257726.20,DIGITAL PRODUCTION & ADVETISEMENT,,,S,H4GA03126,JACK,BRIAN,,,,H,03,GA,HASTIE,CHRISSIE,,,,2024-06-20,
SE,C00835967,E-233,,,ORG,GOLDFINCH PARTNERS LLC,,,,,,PO BOX 408,,BAYVILLE,NJ,08721,P2024,,2024-05-13,39895.77,2024-05-10,257726.20,DIRECT MAIL SERVICES,,,S,H4GA03126,JACK,BRIAN,,,,H,03,GA,HASTIE,CHRISSIE,,,,2024-06-20,
SE,C00835967,E-239,,,ORG,ALLIANCE FORGE CORPORATION,,,,,,5648 SPANDRELL CIRCLE,,SPARKS,NV,89436,P2024,,2024-05-14,3495.57,2024-05-14,261221.77,TEXT MESSAGE SERVICES,,,S,H4GA03126,JACK,BRIAN,,,,H,03,GA,HASTIE,CHRISSIE,,,,2024-06-20,
SE,C00835967,E-242,,,ORG,ALLIANCE FORGE CORPORATION,,,,,,5648 SPANDRELL CIRCLE,,SPARKS,NV,89436,P2024,,2024-05-17,3375.32,2024-05-19,264597.09,TEXT MESSAGE SERVICES,,,S,H4GA03126,JACK,BRIAN,,,,H,03,GA,HASTIE,CHRISSIE,,,,2024-06-20,
SE,C00835967,E-246,,,ORG,ALLIANCE FORGE CORPORATION,,,,,,5648 SPANDRELL CIRCLE,,SPARKS,NV,89436,P2024,,2024-05-20,4566.38,2024-05-20,271253.97,TEXT MESSAGE SERVICES,,,S,H4GA03126,JACK,BRIAN,,,,H,03,GA,HASTIE,CHRISSIE,,,,2024-06-20,
SE,C00835967,E-249,,,ORG,ALLIANCE FORGE CORPORATION,,,,,,5648 SPANDRELL CIRCLE,,SPARKS,NV,89436,R2024,RUNOFF-2024,2024-05-20,1021.28,2024-05-21,126553.21,TEXT MESSAGE SERVICES,,,S,H4TX12065,GOLDMAN,CRAIG,,,,H,12,TX,HASTIE,CHRISSIE,,,,2024-06-20,
SE,C00835967,E-250,,,ORG,ALLIANCE FORGE CORPORATION,,,,,,5648 SPANDRELL CIRCLE,,SPARKS,NV,89436,R2024,RUNOFF-2024,2024-05-20,1531.93,2024-05-21,126553.21,TEXT MESSAGE SERVICES,,,O,H4TX12057,O'SHEA,JOHN,,,,H,12,TX,HASTIE,CHRISSIE,,,,2024-06-20,
SE,C00835967,E-256,,,ORG,SEPTEMBER GROUP,,,,,,5383 SOUTH 900 EAST,,SALT LAKE CITY,UT,84117,P2024,,2024-05-20,2090.50,2024-05-03,271253.97,TELEPHONE SERVICES,,,S,H4GA03126,JACK,BRIAN,,,,H,03,GA,HASTIE,CHRISSIE,,,,2024-06-20,
SE,C00835967,E-247,,,ORG,ALLIANCE FORGE CORPORATION,,,,,,5648 SPANDRELL CIRCLE,,SPARKS,NV,89436,P2024,,2024-05-21,4124.48,2024-05-20,275378.45,TEXT MESSAGE SERVICES,,,S,H4GA03126,JACK,BRIAN,,,,H,03,GA,HASTIE,CHRISSIE,,,,2024-06-20,
SE,C00835967,E-252,,,ORG,ALLIANCE FORGE CORPORATION,,,,,,5648 SPANDRELL CIRCLE,,SPARKS,NV,89436,R2024,RUNOFF-2024,2024-05-21,1360.76,2024-05-21,128821.14,TEXT MESSAGE SERVICES,,,S,H4TX12065,GOLDMAN,CRAIG,,,,H,12,TX,HASTIE,CHRISSIE,,,,2024-06-20,
SE,C00835967,E-253,,,ORG,ALLIANCE FORGE CORPORATION,,,,,,5648 SPANDRELL CIRCLE,,SPARKS,NV,89436,R2024,RUNOFF-2024,2024-05-21,907.17,2024-05-21,128821.14,TEXT MESSAGE SERVICES,,,O,H4TX12057,O'SHEA,JOHN,,,,H,12,TX,HASTIE,CHRISSIE,,,,2024-06-20,
