form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB23,C00003632,500119845,,,CCM,CASTEN FOR CONGRESS,,,,,,PO Box 132,,Downers Grove,IL,605150132,G2024,,2024-10-17,2500.00,0.00,Contribution,,C00648493,,,CASTEN,SEAN,,,,H,IL,06,,,,,,,,
SB23,C00003632,500119846,,,PAC,DEFEND OUR CONSTITUTION PAC,,,,,,4925 41st St NW,,Washington,DC,200161709,G2024,,2024-10-17,20000.00,0.00,Contribution to independent expenditure committee,,C00890087,DEFEND OUR CONSTITUTION PAC,,,,,,,,,,,,,,,,,
SB23,C00003632,500119847,,,PAC,EQUALITY PAC,,,,,,PO Box 15337,,Washington,DC,200030337,G2024,,2024-10-17,2500.00,0.00,Contribution,,C00550970,EQUALITY PAC,,,,,,,,,,,,,,,,,
SB23,C00003632,500119848,,,CCM,ERIN FOR KY,,,,,,PO Box 5542,,Frankfort,KY,406025542,G2024,,2024-10-17,2500.00,0.00,Contribution,,C00863993,,,MARSHALL,ERIN,,,,H,KY,01,,,,,,,,
SB23,C00003632,500119849,,,PAC,GREAT CHAIN PAC,,,,,,PO Box 2113,,Kingston,NY,124022113,G2024,,2024-10-17,5000.00,0.00,Contribution,,C00832576,GREAT CHAIN PAC,,,,,,,,,,,,,,,,,
SB23,C00003632,500119850,,,CCM,HERB CONAWAY FOR CONGRESS,,,,,,PO Box 493,,Willingboro,NJ,080460493,G2024,,2024-10-17,5000.00,0.00,Contribution,,C00859496,,,CONAWAY,HERB,MD,,,H,NJ,03,,,,,,,,
SB23,C00003632,500119851,,,CCM,JOSH GOTTHEIMER FOR CONGRESS,,,,,,PO Box 584,,Ridgewood,NJ,074510584,G2024,,2024-10-17,5000.00,0.00,Contribution,,C00573949,,,GOTTHEIMER,JOSH,,,,H,NJ,05,,,,,,,,
SB23,C00003632,500119852,,,CCM,JOSH RILEY FOR CONGRESS,,,,,,1220 L St NW,Ste 100,Washington,DC,200054033,G2024,,2024-10-17,5000.00,0.00,Contribution,,C00793760,,,RILEY,JOSH,,,,H,NY,19,,,,,,,,
SB23,C00003632,500119865,,,CCM,KEAN FOR CONGRESS INC,,,,,,PO Box 999,,Edison,NJ,088180999,G2024,,2024-10-17,5000.00,0.00,Contribution,,C00703058,,,KEAN,THOMAS,JR.,,,H,NJ,07,,,,,,,,
SB23,C00003632,500119853,,,CCM,KLOBUCHAR FOR MINNESOTA,,,,,,PO Box 4146,,Saint Paul,MN,551040146,G2024,,2024-10-17,5000.00,0.00,Contribution,,C00431353,,,KLOBUCHAR,Amy,,,,S,MN,00,,,,,,,,
SB23,C00003632,500119862,,,CCM,Magaziner for Congress,,,,,,240 Pawtuxet Ave,Ste 1440,Cranston,RI,029053921,G2024,,2024-10-17,2500.00,0.00,Contribution,,C00802504,,,MAGAZINER,SETH,,,,H,RI,02,,,,,,,,
SB23,C00003632,500119854,,,CCM,MANNION FOR NEW YORK,,,,,,PO Box 11131,,Syracuse,NY,132181131,G2024,,2024-10-17,5000.00,0.00,Contribution,,C00845461,,,MANNION,JOHN,W,,,H,NY,22,,,,,,,,
SB23,C00003632,500119855,,,CCM,MARK POCAN FOR CONGRESS,,,,,,309 N Baldwin St,,Madison,WI,537031701,G2024,,2024-10-17,5000.00,0.00,Contribution,,C00502179,,,POCAN,MARK,,,,H,WI,02,,,,,,,,
SB23,C00003632,500119856,,,CCM,MOORE FOR CONGRESS,,,,,,PO Box 16646,,Milwaukee,WI,532160646,G2024,,2024-10-17,2500.00,0.00,Contribution,,C00397505,,,Moore,Gwen,,,,H,WI,04,,,,,,,,
SB23,C00003632,500119857,,,CCM,MRVAN FOR CONGRESS,,,,,,PO Box 55,,Crown Point,IN,463080055,G2024,,2024-10-17,5000.00,0.00,Contribution,,C00727529,,,MRVAN,FRANK,J.,,,H,IN,01,,,,,,,,
SB23,C00003632,500119858,,,CCM,NELLIE POU FOR CONGRESS,,,,,,PO Box 2696,,Paterson,NJ,075092696,G2024,,2024-10-17,5000.00,0.00,Contribution,,C00887547,,,POU,NELIDA,,,,H,NJ,09,,,,,,,,
SB23,C00003632,500119859,,,CCM,OSBORN FOR SENATE,,,,,,7822 Davenport St,,Omaha,NE,681143629,G2024,,2024-10-17,5000.00,0.00,Contribution,,C00850677,,,OSBORN,DAN,,,,S,NE,00,,,,,,,,
SB23,C00003632,500119860,,,CCM,PALLONE FOR CONGRESS,,,,,,PO Box 3176,,Long Branch,NJ,077403176,G2024,,2024-10-17,5000.00,0.00,Contribution,,C00226928,,,Pallone,Frank,,,,H,NJ,06,,,,,,,,
