form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB21B,C00837021,500085851,,,PAC,314 Action Fund,,,,,,PO Box 14560,,Washington,DC,200444560,,,2024-11-15,42102.15,0.00,Text Messaging Services,,C00633248,,,,,,,,,,,,,,,,,,"Attributed to JF btw Bohannan, Bbynum, Mannion, Shah, Vargas, Whitesides, & 314 Action Impact Slate"
SB21B,C00837021,500085826,,,ORG,ActBlue Technical Services,,,,,,366 Summer St,,Somerville,MA,021443132,,,2024-10-21,2825.29,0.00,Credit Card Processing Fees,,,,,,,,,,,,,,,,,,,,"Attributed to JF btw Bohannan, Bbynum, Mannion, Shah, Vargas, Whitesides, & 314 Action Impact Slate"
SB21B,C00837021,500085852,,,ORG,ActBlue Technical Services,,,,,,366 Summer St,,Somerville,MA,021443132,,,2024-10-21,4.36,0.00,Credit Card Processing Fees,,,,,,,,,,,,,,,,,,,,
SB21B,C00837021,500085827,,,ORG,ActBlue Technical Services,,,,,,366 Summer St,,Somerville,MA,021443132,,,2024-10-24,1952.47,0.00,Credit Card Processing Fees,,,,,,,,,,,,,,,,,,,,"Attributed to JF btw Bohannan, Bbynum, Mannion, Shah, Vargas, Whitesides, & 314 Action Impact Slate"
SB21B,C00837021,500085828,,,ORG,ActBlue Technical Services,,,,,,366 Summer St,,Somerville,MA,021443132,,,2024-10-28,1097.37,0.00,Credit Card Processing Fees,,,,,,,,,,,,,,,,,,,,"Attributed to JF btw Bohannan, Bbynum, Mannion, Shah, Vargas, Whitesides, & 314 Action Impact Slate"
SB21B,C00837021,500085853,,,ORG,ActBlue Technical Services,,,,,,366 Summer St,,Somerville,MA,021443132,,,2024-10-28,26.21,0.00,Credit Card Processing Fees,,,,,,,,,,,,,,,,,,,,
SB21B,C00837021,500085829,,,ORG,ActBlue Technical Services,,,,,,366 Summer St,,Somerville,MA,021443132,,,2024-10-31,1956.69,0.00,Credit Card Processing Fees,,,,,,,,,,,,,,,,,,,,"Attributed to JF btw Bohannan, Bbynum, Mannion, Shah, Vargas, Whitesides, & 314 Action Impact Slate"
SB21B,C00837021,500085830,,,ORG,ActBlue Technical Services,,,,,,366 Summer St,,Somerville,MA,021443132,,,2024-11-01,1455.57,0.00,Credit Card Processing Fees,,,,,,,,,,,,,,,,,,,,"Attributed to JF btw Bohannan, Bbynum, Mannion, Shah, Vargas, Whitesides, & 314 Action Impact Slate"
SB21B,C00837021,500085854,,,ORG,ActBlue Technical Services,,,,,,366 Summer St,,Somerville,MA,021443132,,,2024-11-01,2.97,0.00,Credit Card Processing Fees,,,,,,,,,,,,,,,,,,,,
SB21B,C00837021,500085831,,,ORG,ActBlue Technical Services,,,,,,366 Summer St,,Somerville,MA,021443132,,,2024-11-04,5323.75,0.00,Credit Card Processing Fees,,,,,,,,,,,,,,,,,,,,"Attributed to JF btw Bohannan, Bbynum, Mannion, Shah, Vargas, Whitesides, & 314 Action Impact Slate"
