form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB21B,C00139659,SB21B.60144,,,ORG,ActBlue Technical Services,,,,,,366 Summer St,,Somerville,MA,02144,,,2023-08-03,555.00,,credit processing fee,,,,,,,,,,,,,,,,,,,,
SB21B,C00139659,SB21B.60142,,,ORG,ActBlue Technical Services,,,,,,366 Summer St,,Somerville,MA,02144,,,2023-08-08,256.76,,credit processing fee,,,,,,,,,,,,,,,,,,,,
SB21B,C00139659,SB21B.60143,,,ORG,ActBlue Technical Services,,,,,,366 Summer St,,Somerville,MA,02144,,,2023-08-08,207.38,,credit processing fee,,,,,,,,,,,,,,,,,,,,
SB21B,C00139659,SB21B.60145,,,ORG,ActBlue Technical Services,,,,,,366 Summer St,,Somerville,MA,02144,,,2023-08-15,9.88,,credit processing fee,,,,,,,,,,,,,,,,,,,,
SB21B,C00139659,SB21B.60146,,,ORG,ActBlue Technical Services,,,,,,366 Summer St,,Somerville,MA,02144,,,2023-08-22,345.64,,credit processing fee,,,,,,,,,,,,,,,,,,,,
SB21B,C00139659,SB21B.60147,,,ORG,ActBlue Technical Services,,,,,,366 Summer St,,Somerville,MA,02144,,,2023-08-26,128.39,,credit processing fee,,,,,,,,,,,,,,,,,,,,
SB21B,C00139659,SB21B.60119,,,ORG,American Express,,,,,,Suite 0001,,Los Angeles,CA,90096,,,2023-08-02,1999.15,,credit card payment,,,,,,,,,,,,,,,,,,,,
SB21B,C00139659,SB21B.60119.0,SB21B.60119,SB21B,ORG,Constant Contact,,,,,,1601 Trapelo Road,Suite 329,Waltham,MA,02451,,,2023-06-28,200.00,,online fee-communications,,,,,,,,,,,,,,,,,,,X,
SB21B,C00139659,SB21B.60119.3,SB21B.60119,SB21B,ORG,Federal Express Corp.,,,,,,P.O. Box 1140,,Memphis,TN,38101,,,2023-06-27,80.08,,mailing-administrative,,,,,,,,,,,,,,,,,,,X,
SB21B,C00139659,SB21B.60119.4,SB21B.60119,SB21B,ORG,USPS,,,,,,1615400035,,Highland Park,IL,60035,,,2023-06-30,16.35,,postage-administrative,,,,,,,,,,,,,,,,,,,X,
SB21B,C00139659,SB21B.60119.5,SB21B.60119,SB21B,ORG,"Adobe Systems, Inc",,,,,,345 Park Ave,,San Jose,CA,95110,,,2023-07-01,58.43,,online fee-administartive,,,,,,,,,,,,,,,,,,,X,
SB21B,C00139659,SB21B.60119.6,SB21B.60119,SB21B,ORG,USPS,,,,,,1615400035,,Highland Park,IL,60035,,,2023-07-07,774.00,,postage-administrative,,,,,,,,,,,,,,,,,,,X,
SB21B,C00139659,SB21B.60119.7,SB21B.60119,SB21B,ORG,Target Stores,,,,,,Park Avenue,,Highland Park,IL,60035,,,2023-07-13,28.48,,office expense-maintenance,,,,,,,,,,,,,,,,,,,X,
