form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB23,C00544254,500427338,,,CCM,ANGIE CRAIG FOR CONGRESS,,,,,,PO Box 22116,,Eagan,MN,551220116,G2024,,2024-09-13,1000.00,0.00,Contribution,,C00575209,,,CRAIG,ANGELA,DAWN,,,H,MN,02,,,,,,,,
SB23,C00544254,500427339,,,CCM,BACCAM FOR IOWA,,,,,,2813 Virginia Pl,,Des Moines,IA,503211536,G2024,,2024-09-13,1000.00,0.00,Contribution,,C00856021,,,BACCAM,LANON,,,,H,IA,03,,,,,,,,
SB23,C00544254,500427331,,,PAC,BALDWIN FOR WISCONSIN,,,,,,PO Box 696,,Madison,WI,537010696,O2024,2024 Contribution,2024-09-13,5000.00,0.00,Contribution,,C00830687,BALDWIN FOR WISCONSIN,,,,,,,,,,,,,,,,,
SB23,C00544254,500427340,,,CCM,CARAVEO FOR CONGRESS,,,,,,PO Box 953,,Eastlake,CO,806140953,G2024,,2024-09-13,1000.00,0.00,Contribution,,C00787788,,,CARAVEO,YADIRA,,,,H,CO,08,,,,,,,,
SB23,C00544254,500427332,,,PAC,CASEY KEYSTONE VICTORY FUND,,,,,,PO Box 58746,,Philadelphia,PA,191028746,O2024,2024 Contribution,2024-09-13,5000.00,0.00,Contribution,,C00545830,CASEY KEYSTONE VICTORY FUND,,,,,,,,,,,,,,,,,
SB23,C00544254,500427341,,,CCM,CHRIS DELUZIO FOR CONGRESS,,,,,,PO Box 16210,,Pittsburgh,PA,152420210,G2024,,2024-09-13,1000.00,0.00,Contribution,,C00787648,,,DELUZIO,CHRISTOPHER,,,,H,PA,17,,,,,,,,
SB23,C00544254,500427342,,,CCM,CHRISTINA BOHANNAN FOR CONGRESS,,,,,,PO Box 722,,Iowa City,IA,522440722,G2024,,2024-09-13,1000.00,0.00,Contribution,,C00787820,,,BOHANNAN,CHRISTINA,,,,H,IA,01,,,,,,,,
SB23,C00544254,500427343,,,CCM,CITIZENS FOR PETER BARCA,,,,,,PO Box 1509,,Kenosha,WI,531411509,G2024,,2024-09-13,1000.00,0.00,Contribution,,C00876490,,,BARCA,PETER,,,,H,WI,01,,,,,,,,
SB23,C00544254,500427344,,,CCM,COOKE FOR CONGRESS,,,,,,PO Box 1846,,Eau Claire,WI,547021846,G2024,,2024-09-13,1000.00,0.00,Contribution,,C00844993,,,COOKE,REBECCA,,,,H,WI,03,,,,,,,,
SB23,C00544254,500427345,,,CCM,DEBBIE FOR FLORIDA,,,,,,PO Box 432250,,South Miami,FL,332432250,G2024,,2024-09-13,5000.00,0.00,Contribution,,C00848648,,,MUCARSEL-POWELL,DEBBIE,,,,S,FL,00,,,,,,,,
SB23,C00544254,500427333,,,PTY,DEMOCRATIC PARTY OF ILLINOIS,,,,,,PO Box 10692,,Chicago,IL,606100692,O2024,2024 Contribution,2024-09-13,5000.00,0.00,Contribution,,C00167015,DEMOCRATIC PARTY OF ILLINOIS,,,,,,,,,,,,,,,,,
SB23,C00544254,500427346,,,CCM,DEREK TRAN FOR CONGRESS,,,,,,10441 Stanford Ave,Unit 395,Garden Grove,CA,928425222,G2024,,2024-09-13,1000.00,0.00,Contribution,,C00851790,,,TRAN,DEREK,,,,H,CA,45,,,,,,,,
