form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB23,C00312785,B877640,,,CCM,Hern For Congress,,,,,,9521-B Riverside Pkwy #350,,Tulsa,OK,74137,P2024,,2024-06-13,4105.00,,Contribution,011,C00636092,,H8OK01157,Hern,Kevin,R,,,H,OK,01,,,,,,,,
SB23,C00312785,B877641,,,CCM,Langworthy for Congress,,,,,,PO Box 120,,Clarence,NY,14031,P2024,,2024-06-13,1000.00,,Contribution,011,C00817932,,H2NY23228,Langworthy,Nick,,,,H,NY,23,,,,,,,,
SB23,C00312785,B877638,,,CCM,MARC FOR US INC,,,,,,PO Box 219,,Leeds,NY,12451,P2024,,2024-06-13,2500.00,,Contribution,011,C00789586,,H2NY19127,Molinaro,Marcus,J,,,H,NY,19,,,,,,,,
SB23,C00312785,B877951,,,PAC,First in Freedom PAC,,,,,,824 S Milledge Ave Ste 101,,Athens,GA,30605,O2024,Not Applicable,2024-06-14,995.00,,Contribution,011,C00540146,,,,,,,,,, ,,,,,,,X,IK Fundraising Gifts
SB23,C00312785,B877642,,,CCM,Texans for Ronny Jackson,,,,,,PO Box 53058,,Amarillo,TX,79159,G2024,,2024-06-18,1500.00,,Contribution,011,C00730531,,H0TX13228,Jackson,Ronny,L,,,H,TX,13,,,,,,,,
SB23,C00312785,B877636,,,CCM,Langworthy for Congress,,,,,,PO Box 120,,Clarence,NY,14031,G2024,,2024-06-27,492.50,,Contribution,011,C00817932,,H2NY23228,Langworthy,Nick,,,,H,NY,23,,,,,,,X,IK Fundraising Gifts
SB23,C00312785,B877211,,,CCM,Comer for Congress,,,,,,5827 Colfax Ave,,Alexandria,VA,22311,G2024,,2024-06-28,1000.00,,Contribution,011,C00588764,,H6KY01110,Comer,James,,,,H,KY,01,,,,,,,,
SB23,C00312785,B877210,,,CCM,Dr. John Joyce for Congress,,,,,,5827 Colfax Ave,,Alexandria,VA,22311,G2024,,2024-06-28,2500.00,,Contribution,011,C00674259,,H8PA13125,Joyce,John,,,,H,PA,13,,,,,,,,
SB23,C00312785,B877213,,,CCM,Jared Moskowitz for Congress,,,,,,660 Pennsylvania Ave SE Ste 202,,Washington,DC,20003,P2024,,2024-06-28,2500.00,,Contribution,011,C00807628,,H2FL22171,Moskowitz,Jared,,,,H,FL,23,,,,,,,,
SB23,C00312785,B877208,,,CCM,Mike Bost for Congress Committee,,,,,,3410 Alabama Ave,,Alexandria,VA,22305,G2024,,2024-06-28,2500.00,,Contribution,011,C00546499,,H4IL12060,Bost,Mike,,,,H,IL,12,,,,,,,,
