form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,dissemination_date,expenditure_amount,disbursement_date,calendar_y_t_d_per_election_office,expenditure_purpose_descrip,category_code,payee_cmtte_fec_id_number,support_oppose_code,candidate_id_number,candidate_last_name,candidate_first_name,candidate_middle_name,candidate_prefix,candidate_suffix,candidate_office,candidate_district,candidate_state,completing_last_name,completing_first_name,completing_middle_name,completing_prefix,completing_suffix,date_signed,memo_code,memo_text_description
SE,C00448696,E8FF3D2F35DAC400B8B3,,,PAC,SENATE CONSERVATIVES FUND,,,,,,300 INDEPENDENCE AVE SE,,WASHINGTON,DC,200031021,P2024,,2023-05-02,86.05,2023-05-02,43338.85,IE- HAWLEY - DONATION PROCESSING,,C00448696,S,S8MO00160,HAWLEY,JOSHUA,DAVID,,,S,,MO,KILGORE,PAUL,,,,2023-06-20,,
SE,C00448696,EEF59CFE3C0794EF68A3,,,PAC,SENATE CONSERVATIVES FUND,,,,,,300 INDEPENDENCE AVE SE,,WASHINGTON,DC,200031021,P2024,,2023-05-02,97.70,2023-05-02,43294.65,IE- CRUZ - DONATION PROCESSING,,C00448696,S,S2TX00312,CRUZ,RAFAEL,EDWARD,,,S,,TX,KILGORE,PAUL,,,,2023-06-20,,
SE,C00448696,E4F9E5568A1A54196B71,,,PAC,SENATE CONSERVATIVES FUND,,,,,,300 INDEPENDENCE AVE SE,,WASHINGTON,DC,200031021,P2024,,2023-05-02,134.40,2023-05-02,17361.64,IE- MOONEY - DONATION PROCESSING,,C00448696,S,S4WV00324,MOONEY,ALEXANDER,X,,,S,,WV,KILGORE,PAUL,,,,2023-06-20,,
SE,C00448696,E2B4D51DC81A54CADA15,,,PAC,SENATE CONSERVATIVES FUND,,,,,,300 INDEPENDENCE AVE SE,,WASHINGTON,DC,200031021,P2024,,2023-05-10,39.80,2023-05-10,17401.44,IE- MOONEY - DONATION PROCESSING,,C00448696,S,S4WV00324,MOONEY,ALEXANDER,X,,,S,,WV,KILGORE,PAUL,,,,2023-06-20,,
SE,C00448696,E55BDB0F802AD4F958EF,,,PAC,SENATE CONSERVATIVES FUND,,,,,,300 INDEPENDENCE AVE SE,,WASHINGTON,DC,200031021,P2024,,2023-05-10,48.30,2023-05-10,43342.95,IE- CRUZ - DONATION PROCESSING,,C00448696,S,S2TX00312,CRUZ,RAFAEL,EDWARD,,,S,,TX,KILGORE,PAUL,,,,2023-06-20,,
SE,C00448696,E053EF2B403DF468F83C,,,PAC,SENATE CONSERVATIVES FUND,,,,,,300 INDEPENDENCE AVE SE,,WASHINGTON,DC,200031021,P2024,,2023-05-10,48.30,2023-05-10,43387.15,IE- HAWLEY - DONATION PROCESSING,,C00448696,S,S8MO00160,HAWLEY,JOSHUA,DAVID,,,S,,MO,KILGORE,PAUL,,,,2023-06-20,,
SE,C00448696,E9843C700EC3D4088AE7,,,PAC,SENATE CONSERVATIVES FUND,,,,,,300 INDEPENDENCE AVE SE,,WASHINGTON,DC,200031021,P2024,,2023-05-16,91.80,2023-05-16,43478.95,IE- HAWLEY - DONATION PROCESSING,,C00448696,S,S8MO00160,HAWLEY,JOSHUA,DAVID,,,S,,MO,KILGORE,PAUL,,,,2023-06-20,,
SE,C00448696,E1F1E364DB4FF40F5A77,,,PAC,SENATE CONSERVATIVES FUND,,,,,,300 INDEPENDENCE AVE SE,,WASHINGTON,DC,200031021,P2024,,2023-05-16,163.35,2023-05-16,43506.30,IE- CRUZ - DONATION PROCESSING,,C00448696,S,S2TX00312,CRUZ,RAFAEL,EDWARD,,,S,,TX,KILGORE,PAUL,,,,2023-06-20,,
SE,C00448696,E49BE9F4787F64B9595B,,,PAC,SENATE CONSERVATIVES FUND,,,,,,300 INDEPENDENCE AVE SE,,WASHINGTON,DC,200031021,P2024,,2023-05-16,204.90,2023-05-16,17606.34,IE- MOONEY - DONATION PROCESSING,,C00448696,S,S4WV00324,MOONEY,ALEXANDER,X,,,S,,WV,KILGORE,PAUL,,,,2023-06-20,,
SE,C00448696,E51386CF2EF254158B53,,,PAC,SENATE CONSERVATIVES FUND,,,,,,300 INDEPENDENCE AVE SE,,WASHINGTON,DC,200031021,P2024,,2023-05-24,86.95,2023-05-24,43565.90,IE- HAWLEY - DONATION PROCESSING,,C00448696,S,S8MO00160,HAWLEY,JOSHUA,DAVID,,,S,,MO,KILGORE,PAUL,,,,2023-06-20,,
