form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,dissemination_date,expenditure_amount,disbursement_date,calendar_y_t_d_per_election_office,expenditure_purpose_descrip,category_code,payee_cmtte_fec_id_number,support_oppose_code,candidate_id_number,candidate_last_name,candidate_first_name,candidate_middle_name,candidate_prefix,candidate_suffix,candidate_office,candidate_district,candidate_state,completing_last_name,completing_first_name,completing_middle_name,completing_prefix,completing_suffix,date_signed,memo_code,memo_text_description
SE,C00508440,500676133,,,ORG,Human Rights Campaign,,,,,,1640 Rhode Island Ave NW,,Washington,DC,200363200,G2024,,2024-08-02,220.08,2024-08-02,10743.43,Online Advocacy,,,O,P80001571,Trump,Donald,J.,,,P,00,,Rinefierd,James,M.,,,2024-09-20,
SE,C00508440,500676134,,,ORG,Human Rights Campaign,,,,,,1640 Rhode Island Ave NW,,Washington,DC,200363200,G2024,,2024-08-02,129.02,2024-08-02,129.02,Online Advocacy,,,O,S4AZ00220,Lake,Kari,,,,S,,AZ,Rinefierd,James,M.,,,2024-09-20,
SE,C00508440,500676135,,,ORG,Human Rights Campaign,,,,,,1640 Rhode Island Ave NW,,Washington,DC,200363200,G2024,,2024-08-02,359.65,2024-08-02,10743.43,Online Advocacy,,,S,P80000722,Harris,Kamala,,,,P,00,,Rinefierd,James,M.,,,2024-09-20,
SE,C00508440,500676893,,,ORG,Human Rights Campaign,,,,,,1640 Rhode Island Ave NW,,Washington,DC,200363200,G2024,,2024-08-14,3137.90,2024-08-14,10743.43,Online advocacy,,,O,P80001571,Trump,Donald,J.,,,P,00,,Rinefierd,James,M.,,,2024-09-20,
SE,C00508440,500676894,,,ORG,Human Rights Campaign,,,,,,1640 Rhode Island Ave NW,,Washington,DC,200363200,G2024,,2024-08-14,263.03,2024-08-14,10743.43,Press release,,,O,P80001571,Trump,Donald,J.,,,P,00,,Rinefierd,James,M.,,,2024-09-20,
SE,C00508440,500676895,,,ORG,Human Rights Campaign,,,,,,1640 Rhode Island Ave NW,,Washington,DC,200363200,G2024,,2024-08-14,759.02,2024-08-14,10743.43,Video production,,,O,P80001571,Trump,Donald,J.,,,P,00,,Rinefierd,James,M.,,,2024-09-20,
SE,C00508440,500676896,,,ORG,Human Rights Campaign,,,,,,1640 Rhode Island Ave NW,,Washington,DC,200363200,G2024,,2024-08-14,80.18,2024-08-14,421.60,Online advocacy,,,O,S4MI00595,Rogers,Michael,J,,,S,,MI,Rinefierd,James,M.,,,2024-09-20,
SE,C00508440,500676897,,,ORG,Human Rights Campaign,,,,,,1640 Rhode Island Ave NW,,Washington,DC,200363200,G2024,,2024-08-14,341.42,2024-08-14,421.60,Press release,,,O,S4MI00595,Rogers,Michael,J,,,S,,MI,Rinefierd,James,M.,,,2024-09-20,
SE,C00508440,500677259,,,ORG,Human Rights Campaign,,,,,,1640 Rhode Island Ave NW,,Washington,DC,200363200,G2024,,2024-08-18,107.61,2024-08-20,264.10,Online advocacy,,,O,S4WI00256,Hovde,Eric,,,,S,,WI,Rinefierd,James,M.,,,2024-09-20,
SE,C00508440,500677260,,,ORG,Human Rights Campaign,,,,,,1640 Rhode Island Ave NW,,Washington,DC,200363200,G2024,,2024-08-18,156.49,2024-08-20,264.10,Press release,,,O,S4WI00256,Hovde,Eric,,,,S,,WI,Rinefierd,James,M.,,,2024-09-20,
SE,C00508440,500677261,,,ORG,Human Rights Campaign,,,,,,1640 Rhode Island Ave NW,,Washington,DC,200363200,G2024,,2024-08-18,144.05,2024-08-20,10743.43,Online advocacy,,,O,P80001571,Trump,Donald,J.,,,P,00,,Rinefierd,James,M.,,,2024-09-20,
SE,C00508440,500677262,,,ORG,Human Rights Campaign,,,,,,1640 Rhode Island Ave NW,,Washington,DC,200363200,G2024,,2024-08-18,1089.11,2024-08-20,10743.43,Video production,,,O,P80001571,Trump,Donald,J.,,,P,00,,Rinefierd,James,M.,,,2024-09-20,
