form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,dissemination_date,expenditure_amount,disbursement_date,calendar_y_t_d_per_election_office,expenditure_purpose_descrip,category_code,payee_cmtte_fec_id_number,support_oppose_code,candidate_id_number,candidate_last_name,candidate_first_name,candidate_middle_name,candidate_prefix,candidate_suffix,candidate_office,candidate_district,candidate_state,completing_last_name,completing_first_name,completing_middle_name,completing_prefix,completing_suffix,date_signed,memo_code,memo_text_description
SE,C00876482,500097560,,,ORG,"Sage Media Planning & Placement, Inc.",,,,,,1322 G St SE,,Washington,DC,200033021,G2024,,2024-09-21,90.00,2024-09-19,3006677.80,Shipping,,,S,S4NE00207,Osborn,Dan,,,,S,00,NE,Koob,Christopher,,,,2024-10-19,
SE,C00876482,500099580,,,ORG,"Sage Media Planning & Placement, Inc.",,,,,,1322 G St SE,,Washington,DC,200033021,G2024,,2024-10-01,90.00,2024-09-25,3006677.80,Shipping,,,S,S4NE00207,Osborn,Dan,,,,S,00,NE,Koob,Christopher,,,,2024-10-19,
SE,C00876482,500096090,,,ORG,"Sage Media Planning & Placement, Inc.",,,,,,1322 G St SE,,Washington,DC,200033021,G2024,,2024-09-14,90.00,2024-09-12,3006677.80,Shipping,,,S,S4NE00207,Osborn,Dan,,,,S,00,NE,Koob,Christopher,,,,2024-10-19,
SE,C00876482,500097561,,,ORG,"Sage Media Planning & Placement, Inc.",,,,,,1322 G St SE,,Washington,DC,200033021,G2024,,2024-09-24,75.00,2024-09-20,3006677.80,Shipping,,,S,S4NE00207,Osborn,Dan,,,,S,00,NE,Koob,Christopher,,,,2024-10-19,
SE,C00876482,500099581,,,ORG,"Sage Media Planning & Placement, Inc.",,,,,,1322 G St SE,,Washington,DC,200033021,G2024,,2024-10-01,395204.12,2024-09-25,3006677.80,TV Advertising,,,S,S4NE00207,Osborn,Dan,,,,S,00,NE,Koob,Christopher,,,,2024-10-19,
SE,C00876482,500100452,,,ORG,"Sage Media Planning & Placement, Inc.",,,,,,1322 G St SE,,Washington,DC,200033021,G2024,,2024-10-01,9673.00,2024-09-27,3006677.80,Digital Advertising,,,S,S4NE00207,Osborn,Dan,,,,S,00,NE,Koob,Christopher,,,,2024-10-19,
SE,C00876482,500097562,,,ORG,"Sage Media Planning & Placement, Inc.",,,,,,1322 G St SE,,Washington,DC,200033021,G2024,,2024-09-24,169925.00,2024-09-20,3006677.80,TV Advertising,,,S,S4NE00207,Osborn,Dan,,,,S,00,NE,Koob,Christopher,,,,2024-10-19,
SE,C00876482,500096882,,,ORG,"Sage Media Planning & Placement, Inc.",,,,,,1322 G St SE,,Washington,DC,200033021,G2024,,2024-09-19,248894.00,2024-09-16,3006677.80,TV Advertising,,,S,S4NE00207,Osborn,Dan,,,,S,00,NE,Koob,Christopher,,,,2024-10-19,
SE,C00876482,500100453,,,ORG,"Sage Media Planning & Placement, Inc.",,,,,,1322 G St SE,,Washington,DC,200033021,G2024,,2024-10-01,102293.25,2024-09-27,3006677.80,Radio Advertising,,,S,S4NE00207,Osborn,Dan,,,,S,00,NE,Koob,Christopher,,,,2024-10-19,
SE,C00876482,500097563,,,ORG,"Sage Media Planning & Placement, Inc.",,,,,,1322 G St SE,,Washington,DC,200033021,G2024,,2024-09-24,5000.00,2024-09-20,3006677.80,Digital Advertising,,,S,S4NE00207,Osborn,Dan,,,,S,00,NE,Koob,Christopher,,,,2024-10-19,
SE,C00876482,500096883,,,ORG,"Sage Media Planning & Placement, Inc.",,,,,,1322 G St SE,,Washington,DC,200033021,G2024,,2024-09-19,90.00,2024-09-16,3006677.80,Shipping,,,S,S4NE00207,Osborn,Dan,,,,S,00,NE,Koob,Christopher,,,,2024-10-19,
SE,C00876482,500096214,,,ORG,PAC Services LLC,,,,,,20 F St NW,Fl 7,Washington,DC,200016700,G2024,,2024-09-14,7500.00,2024-09-12,3006677.80,Video Production,,,S,S4NE00207,Osborn,Dan,,,,S,00,NE,Koob,Christopher,,,,2024-10-19,
SE,C00876482,500100454,,,ORG,"Sage Media Planning & Placement, Inc.",,,,,,1322 G St SE,,Washington,DC,200033021,G2024,,2024-10-01,237913.75,2024-09-27,3006677.80,TV Advertising,,,S,S4NE00207,Osborn,Dan,,,,S,00,NE,Koob,Christopher,,,,2024-10-19,
SE,C00876482,500096884,,,ORG,"Sage Media Planning & Placement, Inc.",,,,,,1322 G St SE,,Washington,DC,200033021,G2024,,2024-09-19,16750.00,2024-09-16,3006677.80,Digital Advertising,,,S,S4NE00207,Osborn,Dan,,,,S,00,NE,Koob,Christopher,,,,2024-10-19,
