form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB23,C00629311,500056355,,,COM,Casey Keystone Victory Fund,,,,,,PO Box 58746,,Philadelphia,PA,191028746,,,2023-12-15,5000.00,0.00,Contribution,,C00545830,Casey Keystone Victory Fund,,,,,,,,,,,,,,,,,
SB23,C00629311,500054713,,,CCM,Chris Pappas For Congress,,,,,,PO Box 313,,Manchester,NH,031050313,G2024,,2023-09-28,2500.00,0.00,Contribution,,C00660464,,,PAPPAS,CHRIS,,,,H,NH,01,,,,,,,,
SB23,C00629311,500056356,,,CCM,Chris Pappas For Congress,,,,,,PO Box 313,,Manchester,NH,031050313,G2024,,2023-12-15,2500.00,0.00,Contribution,,C00660464,,,PAPPAS,CHRIS,,,,H,NH,01,,,,,,,,
SB23,C00629311,500054715,,,PTY,DSCC,,,,,,120 Maryland Ave NE,,Washington,DC,200025610,,,2023-09-28,7500.00,0.00,Contribution,,C00042366,DSCC,,,,,,,,,,,,,,,,,
SB23,C00629311,500056358,,,PTY,DSCC,,,,,,120 Maryland Ave NE,,Washington,DC,200025610,,,2023-12-15,2500.00,0.00,Contribution,,C00042366,DSCC,,,,,,,,,,,,,,,,,
SB23,C00629311,500054717,,,CCM,Elissa Slotkin For Michigan,,,,,,PO Box 4145,,East Lansing,MI,488264145,G2024,,2023-09-28,5000.00,0.00,Contribution,,C00834218,,,Slotkin,Elissa,,,,S,MI,00,,,,,,,,
SB23,C00629311,500055768,,,PAC,GETTING STUFF DONE PAC (GSD-PAC),,,,,,PO Box 7586,,Phoenix,AZ,850117586,,,2023-11-06,5000.00,0.00,Contribution,,C00571182,GETTING STUFF DONE PAC (GSD-PAC),,,,,,,,,,,,,,,,,
SB23,C00629311,500054720,,,CCM,Gillibrand For Senate,,,,,,PO Box 150516,,Brooklyn,NY,112150516,P2024,,2023-09-28,2500.00,0.00,Contribution,,C00413914,,,GILLIBRAND,KIRSTEN ELIZABETH,,,,S,NY,00,,,,,,,,
SB23,C00629311,500056361,,,CCM,Gillibrand For Senate,,,,,,PO Box 150516,,Brooklyn,NY,112150516,G2024,,2023-12-15,5000.00,0.00,Contribution,,C00413914,,,GILLIBRAND,KIRSTEN ELIZABETH,,,,S,NY,00,,,,,,,,
SB23,C00629311,500056363,,,CCM,Kaine For Virginia,,,,,,1751 Potomac Greens Dr,,Alexandria,VA,223146233,G2024,,2023-12-15,5000.00,0.00,Contribution,,C00495358,,,KAINE,TIMOTHY MICHAEL,,,,S,VA,00,,,,,,,,
SB23,C00629311,500056364,,,CCM,Klobuchar For Minnesota,,,,,,PO Box 4146,,Saint Paul,MN,551040146,G2024,,2023-12-21,5000.00,0.00,Contribution,,C00431353,,,KLOBUCHAR,AMY,,,,S,MN,00,,,,,,,,
SB23,C00629311,500056365,,,CCM,Lisa Blunt Rochester For Senate,,,,,,PO Box 9767,,Wilmington,DE,198090767,G2024,,2023-12-15,5000.00,0.00,Contribution,,C00843391,,,Blunt Rochester,Lisa,,,,S,DE,00,,,,,,,,
SB23,C00629311,500052721,,,CCM,Martin Heinrich For Senate,,,,,,PO Box 25763,,Albuquerque,NM,871250763,P2024,,2023-06-29,2500.00,0.00,Contribution,,C00434563,,,HEINRICH,Martin,,,,S,NM,00,,,,,,,X,*
SB23,C00629311,500054726,,,CCM,Martin Heinrich For Senate,,,,,,PO Box 25763,,Albuquerque,NM,871250763,P2024,,2023-08-15,-2500.00,0.00,Redesignate contribution from 6/29/23,,C00434563,,,HEINRICH,Martin,,,,S,NM,00,,,,,,,X,*
SB23,C00629311,500054727,500054726,SB23,CCM,Martin Heinrich For Senate,,,,,,PO Box 25763,,Albuquerque,NM,871250763,G2024,,2023-08-15,2500.00,0.00,Redesignate contribution from 6/29/23,,C00434563,,,HEINRICH,Martin,,,,S,NM,00,,,,,,,X,*
SB23,C00629311,500054722,,,CCM,Martin Heinrich For Senate,,,,,,PO Box 25763,,Albuquerque,NM,871250763,G2024,,2023-09-27,2500.00,0.00,Contribution,,C00434563,,,HEINRICH,Martin,,,,S,NM,00,,,,,,,,
SB23,C00629311,500056371,,,COM,Slotkin Victory Fund 2024,,,,,,PO Box 4145,,East Lansing,MI,488264145,,,2023-12-21,5000.00,0.00,Contribution,,C00834226,Slotkin Victory Fund 2024,,,,,,,,,,,,,,,,,
SB23,C00629311,500054724,,,CCM,TAMMY BALDWIN FOR SENATE,,,,,,PO Box 696,,Madison,WI,537010696,P2024,,2023-09-28,2500.00,0.00,Contribution,,C00326801,,,BALDWIN,TAMMY,,,,S,WI,00,,,,,,,,
SB23,C00629311,500056372,,,CCM,TAMMY BALDWIN FOR SENATE,,,,,,PO Box 696,,Madison,WI,537010696,G2024,,2023-12-15,5000.00,0.00,Contribution,,C00326801,,,BALDWIN,TAMMY,,,,S,WI,00,,,,,,,,
SB23,C00629311,500056373,,,COM,Tester Victory Fund,,,,,,946 Bandmann Trl,,Missoula,MT,598028834,,,2023-12-15,5000.00,0.00,Contribution,,C00547679,Tester Victory Fund,,,,,,,,,,,,,,,,,
SB23,C00629311,500054725,,,CCM,Whitehouse For Senate,,,,,,PO Box 40280,,Providence,RI,029400280,G2024,,2023-09-27,2500.00,0.00,Contribution,,C00410803,,,WHITEHOUSE,Sheldon,,,,S,RI,00,,,,,,,,
SB23,C00629311,500055772,,,PAC,WOMENCOUNT PAC,,,,,,425 Market St,Fl 26,San Francisco,CA,941055401,,,2023-11-14,2500.00,0.00,Contribution,,C00450098,WOMENCOUNT PAC,,,,,,,,,,,,,,,,,
