form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB23,C00359588,SB23.7575,,,PAC,ALABAMA FIRST PAC,,,,,,PO BOX 3723,,MONTGOMERY,AL,36109,G2024,,2024-01-09,250.00,,In-Kind Contribution (BGRGA),011,C00821058,,,,,,,,,,,,,,,,,,
SB23,C00359588,SB23.7597,,,PAC,ALABAMA FIRST PAC,,,,,,PO BOX 3723,,MONTGOMERY,AL,36109,G2024,,2024-01-09,4412.50,,In-Kind Contribution (Susan Gage),011,C00821058,,,,,,,,,,,,,,,,,,
SB23,C00359588,SB23.7576,,,ORG,"BGR Government Affairs, LLC",,,,,,"601 Thirteenth Street, NW",Eleventh Floor South,Washington,DC,20005,G2024,,2024-01-09,250.00,,Event Expense (Alabama First),011,,,,,,,,,,,,,,,,,,X,
SB23,C00359588,SB23.7580,,,ORG,"BGR Government Affairs, LLC",,,,,,"601 Thirteenth Street, NW",Eleventh Floor South,Washington,DC,20005,G2024,,2024-01-23,250.00,,Event Expense (NRSC),011,,,,,,,,,,,,,,,,,,X,
SB23,C00359588,SB23.7571,,,ORG,"BGR Government Affairs, LLC",,,,,,"601 Thirteenth Street, NW",Eleventh Floor South,Washington,DC,20005,P2024,,2024-01-24,250.00,,Event Expense (Goldman),011,,,,,,,,,,,,,,,,,,X,
SB23,C00359588,SB23.7585,,,ORG,"BGR Government Affairs, LLC",,,,,,"601 Thirteenth Street, NW",Eleventh Floor South,Washington,DC,20005,P2024,,2024-01-29,250.00,,Event Expense (Schakowsky),011,,,,,,,,,,,,,,,,,,X,
SB23,C00359588,SB23.7590,,,ORG,"BGR Government Affairs, LLC",,,,,,"601 Thirteenth Street, NW",Eleventh Floor South,Washington,DC,20005,G2024,,2024-02-13,250.00,,Event Expense (James),011,,,,,,,,,,,,,,,,,,X,
SB23,C00359588,SB23.7603,,,ORG,"BGR Government Affairs, LLC",,,,,,"601 Thirteenth Street, NW",Eleventh Floor South,Washington,DC,20005,P2024,,2024-02-15,250.00,,Event Expense (Menendez),011,,,,,,,,,,,,,,,,,,X,
SB23,C00359588,SB23.7620,,,ORG,"BGR Government Affairs, LLC",,,,,,"601 Thirteenth Street, NW",Eleventh Floor South,Washington,DC,20005,G2024,,2024-02-29,250.00,,Event Expense (Emmer),011,,,,,,,,,,,,,,,,,,X,
SB23,C00359588,SB23.7618,,,ORG,"BGR Government Affairs, LLC",,,,,,"601 Thirteenth Street, NW",Eleventh Floor South,Washington,DC,20005,P2024,,2024-03-12,250.00,,Event Expense (Neguse),011,,,,,,,,,,,,,,,,,,X,
SB23,C00359588,SB23.7622,,,ORG,"BGR Government Affairs, LLC",,,,,,"601 Thirteenth Street, NW",Eleventh Floor South,Washington,DC,20005,P2024,,2024-03-29,250.00,,Event Expense (Baldwin),011,,,,,,,,,,,,,,,,,,X,
SB23,C00359588,SB23.7626,,,ORG,"BGR Government Affairs, LLC",,,,,,"601 Thirteenth Street, NW",Eleventh Floor South,Washington,DC,20005,G2024,,2024-03-29,250.00,,Event Expense (PAC for America 2),011,,,,,,,,,,,,,,,,,,X,
SB23,C00359588,SB23.7569,,,CCM,CRAIG GOLDMAN FOR CONGRESS,,,,,,PO BOX 100039,,FORT WORTH,TX,76185,P2024,,2024-01-24,250.00,,In-Kind Contribution (BGRGA),011,C00855528,CRAIG GOLDMAN FOR CONGRESS,H4TX12065,GOLDMAN,CRAIG,,,,H,TX,12,,,,,,,,
SB23,C00359588,SB23.7593,,,CCM,CRAIG GOLDMAN FOR CONGRESS,,,,,,PO BOX 100039,,FORT WORTH,TX,76185,P2024,,2024-01-24,305.05,,In-Kind Contribution (W. Millar),011,C00855528,CRAIG GOLDMAN FOR CONGRESS,H4TX12065,GOLDMAN,CRAIG,,,,H,TX,12,,,,,,,,
SB23,C00359588,SB23.7615,,,CCM,EMMER VICTORY COMMITTEE DBA REPUBLICAN CONGRESSIONAL VICTORY COMMITTEE,,,,,,824 S MILLEDGE AVE STE 101,,ATHENS,GA,30605,G2024,,2024-02-29,4302.50,,In-Kind Contribution (Susan Gage),011,C00573444,,,,,,,,H,MN,06,,,,,,,,
SB23,C00359588,SB23.7619,,,CCM,EMMER VICTORY COMMITTEE DBA REPUBLICAN CONGRESSIONAL VICTORY COMMITTEE,,,,,,824 S MILLEDGE AVE STE 101,,ATHENS,GA,30605,G2024,,2024-02-29,250.00,,In-Kind Contribution (BGRGA),011,C00573444,,,,,,,,H,MN,06,,,,,,,,
SB23,C00359588,SB23.7611,,,CCM,JOE NEGUSE FOR CONGRESS,,,,,,PO BOX 7142,,BOULDER,CO,80306,P2024,,2024-03-12,501.16,,In-Kind Contribution (W. Millar),011,C00648253,JOE NEGUSE FOR CONGRESS,H8CO02160,NEGUSE,JOSEPH,,,,H,CO,02,,,,,,,,
SB23,C00359588,SB23.7617,,,CCM,JOE NEGUSE FOR CONGRESS,,,,,,PO BOX 7142,,BOULDER,CO,80306,P2024,,2024-03-12,250.00,,In-Kind Contribution (BGRGA),011,C00648253,JOE NEGUSE FOR CONGRESS,H8CO02160,NEGUSE,JOSEPH,,,,H,CO,02,,,,,,,,
