form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB23,C00483677,SB23.04,,,CCM,CELESTE FOR CONGRESS,,,,,,PO BOX 2410,,CEDAR CITY,UT,84721,P2024,,2024-06-05,2500.00,,CONTRIBUTION ,,C00842765,,H4UT02296,MALOY,CELESTE,,,,H,UT,02,  ,,,,,,,
SB23,C00483677,SB23.02,,,CCM,ELIZABETH PANNILL FLETCHER FOR CONGRESS,,,,,,3262 WESTHEIMER RD,#636,HOUSTON,TX,77098,G2024,,2024-06-05,1000.00,,CONTRIBUTION ,,C00640045,,H8TX07140,FLETCHER,ELIZABETH,,,,H,TX,07,  ,,,,,,,
SB23,C00483677,SB23.03,,,CCM,MARY PELTOLA FOR ALASKA,,,,,,810 N ST,STE 301,ANCHORAGE,AK,99501,G2024,,2024-06-05,2500.00,,CONTRIBUTION ,,C00812388,,H2AK01158,PELTOLA,MARY,,,,H,AK,00,  ,,,,,,,
SB23,C00483677,SB23.01,,,CCM,PEOPLE FOR BEN,,,,,,PO BOX 25371,,ALBUQUERQUE,NM,87125,G2026,,2024-06-05,1000.00,,CONTRIBUTION ,,C00443689,,S0NM00058,LUJAN,BEN,RAY,,,S,NM,,  ,,,,,,,
SB23,C00483677,SB23.05,,,CCM,HICKENLOOPER FOR COLORADO,,,,,,PO BOX 300669,,DENVER,CO,80203,P2026,,2024-06-10,1000.00,,CONTRIBUTION ,,C00716720,,S0CO00575,HICKENLOOPER,JOHN,W,,,S,CO,,  ,,,,,,,
SB23,C00483677,SB23.07,,,CCM,DAN NEWHOUSE FOR CONGRESS,,,,,,PO BOX 10949,,YAKIMA,WA,98909,P2024,,2024-06-17,1000.00,,CONTRIBUTION ,,C00559393,,H4WA04104,NEWHOUSE,DAN,,,,H,WA,04,  ,,,,,,,
SB23,C00483677,SB23.08,,,CCM,GUY FOR CONGRESS,,,,,,PO BOX 23177,,PITTSBURGH,PA,15222,G2024,,2024-06-17,1000.00,,CONTRIBUTION ,,C00657833,,H8PA18199,RESCHENTHALER,GUY,,MR,,H,PA,14,  ,,,,,,,
SB23,C00483677,SB23.10,,,CCM,HUNT FOR CONGRESS,,,,,,1707 1/2 POST OAK BLVD,#525,HOUSTON,TX,77056,G2024,,2024-06-17,1000.00,,CONTRIBUTION ,,C00701003,,H0TX07170,HUNT,WESLEY,,,,H,TX,38,  ,,,,,,,
SB23,C00483677,SB23.11,,,CCM,"LAWLER FOR CONGRESS, INC.",,,,,,PO BOX 87,,SOUTH SALEM,NY,10590,P2024,,2024-06-17,2500.00,,CONTRIBUTION ,,C00815415,,H2NY17162,LAWLER,MICHAEL,VINCENT,,,H,NY,17,  ,,,,,,,
SB23,C00483677,SB23.06,,,CCM,LUMMIS FOR WYOMING INC.,,,,,,111 S DURBIN ST,STE 300,CASPER,WY,826012557,P2026,,2024-06-17,1000.00,,CONTRIBUTION ,,C00443580,,S0WY00137,LUMMIS,CYNTHIA,MARIA,MRS,,S,WY,,  ,,,,,,,
SB23,C00483677,SB23.12,,,CCM,MARIE FOR CONGRESS,,,,,,PO BOX 1164,,WASHOUGAL,WA,98671,P2024,,2024-06-17,1000.00,,CONTRIBUTION ,,C00806174,,H2WA03217,GLUESENKAMP PEREZ,MARIE,,,,H,WA,03,  ,,,,,,,
SB23,C00483677,SB23.09,,,CCM,MICHAEL BURGESS FOR CONGRESS,,,,,,PO BOX 2334,,DENTON,TX,762022334,G2024,,2024-06-17,1000.00,,CONTRIBUTION ,,C00372532,,H2TX26093,BURGESS,MICHAEL,C,DR,,H,TX,26,  ,,,,,,,
SB23,C00483677,SB23.13,,,CCM,CAROL FOR CONGRESS,,,,,,228 S WASHINGTON ST,STE 115,ALEXANDRIA,VA,22314,G2024,,2024-06-25,1000.00,,CONTRIBUTION ,,C00653220,,H8WV03097,MILLER,CAROL,DEVINE,,,H,WV,01,  ,,,,,,,
