form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB29,C00219642,88683917,,,COM,Walt Brooks Campaign,,,,,,393 W 300 N,,St. George,UT,84770,,,2024-05-03,-250.00,0.00,Void - Walt Brooks Campaign - check dated 5/3/2024,011,,,,Brooks,Walt,,UT Rep.,,,,,,,,,,,,Void - Walt Brooks Campaign - check dated 5/3/2024
SB29,C00219642,88702226,,,ORG,Republican State Leadership Committee - RSLC,,,,,,1201 F Street NW,Suite 675,Washington,DC,20004,,,2024-05-14,50000.00,0.00,Contribution,011,,,,,,,,,,,,,,,,,,,Contribution
SB29,C00219642,88702227,,,ORG,African American Mayors Association,,,,,,660 N Capitol,Ste 450,Washington,DC,20001,,,2024-05-14,5000.00,0.00,Contribution to 501(c)(3),012,,,,,,,,,,,,,,,,,,,Contribution to 501(c)(3)
SB29,C00219642,88702228,,,COM,"Friends of Chris Carr, Inc.",,,,,,PO Box 724084,,Atlanta,GA,31139,,,2024-05-14,3000.00,0.00,Contribution,011,,,,Carr,Chris,,GA AG.,,,,,,,,,,,,Contribution
SB29,C00219642,88702229,,,COM,Andre for Atlanta,,,,,,541 10th St NW,Ste 266,Atlanta,GA,30318,,,2024-05-14,3000.00,0.00,"Andre Dickens, Mayor - Atlanta  GA",011,,,,Dickens,Andre,,,,,,,,,,,,,,"Andre Dickens, Mayor - Atlanta  GA"
SB29,C00219642,88702231,,,COM,Georgians for John King,,,,,,PO Box 768351,,Roswell,GA,30076,,,2024-05-14,3000.00,0.00,Contribution,011,,,,King,John,,GA Ins. Co,,,,,,,,,,,,Contribution
SB29,C00219642,88702232,,,COM,Mitchell for Maricopa,,,,,,3905 N 7th Ave,Box 34812,Phoenix,AZ,34812,,,2024-05-14,2500.00,0.00,"Rachel Mitchell, County Attorney - Maricopa County  AZ",011,,,,Mitchell,Rachel,,,,,,,,,,,,,,"Rachel Mitchell, County Attorney - Maricopa County  AZ"
SB29,C00219642,88702233,,,COM,Debbie Lesko for County Supervisor,,,,,,2211 E Highland,Ste 210,Phoenix,AZ,85016,,,2024-05-14,2500.00,0.00,"Debbie Lesko, Supervisor - Maricopa County 4th AZ",011,,,,Lesko,Debbie,,,,,,,,,,,,,,"Debbie Lesko, Supervisor - Maricopa County 4th AZ"
SB29,C00219642,88702234,,,COM,Citizens for Kenyatta Johnson,,,,,,PO Box 7466,,Philadelphia,PA,19101,,,2024-05-14,250.00,0.00,"Kenyatta Johnson, City Council - Philadelphia 2nd PA",011,,,,Johnson,Kenyatta,,,,,,,,,,,,,,"Kenyatta Johnson, City Council - Philadelphia 2nd PA"
SB29,C00219642,88702235,,,COM,MO Chamber PAC,,,,,,PO Box 149,,Jefferson City,MO,65102,,,2024-05-14,5000.00,0.00,Contribution,011,,,,,,,,,,,,,,,,,,,Contribution
SB29,C00219642,88702236,,,COM,Friends Of Robert Cornejo,,,,,,PO Box 1746,,St Peters,MO,63376,,,2024-05-14,500.00,0.00,"Robert Cornejo, Circuit Judge - St. Charles County  MO",011,,,,Cornejo,Robert,,,,,,,,,,,,,,"Robert Cornejo, Circuit Judge - St. Charles County  MO"
SB29,C00219642,88702238,,,COM,Page For Missouri,,,,,,331 N. New Ballas Rd,PO Box 410091,St. Louis,MO,63141,,,2024-05-14,500.00,0.00,"Sam Page, County Executive - St. Louis County  MO",011,,,,Page,Sam,,,,,,,,,,,,,,"Sam Page, County Executive - St. Louis County  MO"
SB29,C00219642,88702239,,,PTY,Senate Democratic Campaign Committee of the Democratic State Central Committee (SDCC),,,,,,PO Box 4385,,Baton Rouge,LA,70821,,,2024-05-14,5000.00,0.00,Contribution,011,,,,,,,,,,,,,,,,,,,Contribution
SB29,C00219642,88702313,,,COM,"Republican Legislative Delegation Campaign Committee, Inc.",,,,,,PO Box 44422,,Baton Rouge,LA,70804,,,2024-05-14,2500.00,0.00,Contribution,011,,,,,,,,,,,,,,,,,,,Contribution
SB29,C00219642,88702314,,,COM,Eliseo Alcon 2024,,,,,,PO Box 2134,,Milan,NM,87021,,,2024-05-14,500.00,0.00,Contribution,011,,,,Alcon,Eliseo,,NM Rep.,,,,,,,,,,,,Contribution
SB29,C00219642,88702315,,,COM,Heather Balas for New Mexico,,,,,,99 Lipe Road,,Corrales,NM,87048,,,2024-05-14,500.00,0.00,Contribution,011,,,,Balas,Heather,,,,,,,,,,,,,,Contribution
SB29,C00219642,88702316,,,COM,Committee to Elect Clemente Sanchez,,,,,,813 N. First Street,,Grants,NM,87020,,,2024-05-14,500.00,0.00,Contribution,011,,,,Sanchez,Clemente,,NM Sen.,,,,,,,,,,,,Contribution
SB29,C00219642,88702318,,,COM,Pete Campos 2024,,,,,,1341 Wilkes Way,,Rio Rancho,NM,87124,,,2024-05-14,500.00,0.00,Contribution,011,,,,Campos,Pete,,Senator,,,,,,,,,,,,Contribution
SB29,C00219642,88702320,,,COM,Ambrose M Castellano Campaign Fund,,,,,,133 CR B26C,,Serafina,NM,87569,,,2024-05-14,500.00,0.00,Contribution,011,,,,Castellano,Ambrose,,NM Rep.,,,,,,,,,,,,Contribution
SB29,C00219642,88702321,,,COM,Candace Gould for State Senate,,,,,,14 Caballo De Fuerza,,Albuquerque,NM,87123,,,2024-05-14,500.00,0.00,Contribution,011,,,,Gould,Candace,,,,,,,,,,,,,,Contribution
