form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB29,C00476978,500013529,,,ORG,Chelsea Dimas for State Rep Campaign,,,,,,PO Box 773,,Sunnyside,WA,989440773,,,2024-07-29,500.00,0.00,Non-Federal Contribution,,,,,,,,,,,,,,,,,,,,
SB29,C00476978,500013522,,,ORG,Committee to Elect Doris Walkins,,,,,,1014 4th Ave E,,Olympia,WA,985064017,,,2024-07-29,250.00,0.00,Non-Federal Contribution,,,,,,,,,,,,,,,,,,,,
SB29,C00476978,500013518,,,ORG,Conchas for Glendale City Council,,,,,,4529 W Ocotillo Rd,Apt 211,Glendale,AZ,853013564,,,2024-07-26,250.00,0.00,"Non-Federal Contribution, Non-Contribution Account",,,,,,,,,,,,,,,,,,,,
SB29,C00476978,500013523,,,ORG,Elect Camille Schaefer,,,,,,PO Box 7437,,Tacoma,WA,984170437,,,2024-07-29,250.00,0.00,Non-Federal Contribution,,,,,,,,,,,,,,,,,,,,
SB29,C00476978,500013524,,,ORG,Elect Upthegrove,,,,,,7750 17th Ave NE,,Seattle,WA,981154418,,,2024-07-29,750.00,0.00,Non-Federal Contribution,,,,,,,,,,,,,,,,,,,,
SB29,C00476978,500013528,,,ORG,Friends of Maria Beltran,,,,,,PO Box 2011,,Yakima,WA,989072011,,,2024-07-29,500.00,0.00,Non-Federal Contribution,,,,,,,,,,,,,,,,,,,,
SB29,C00476978,500013530,,,ORG,Friends of Mike McFall,,,,,,PO Box 911,,Hazel Park,MI,480300911,,,2024-07-29,500.00,0.00,Non-Federal Contribution,,,,,,,,,,,,,,,,,,,,
SB29,C00476978,500013525,,,ORG,Friends of Ryan Mello,,,,,,5606 14th Ave NW,Ste B,Seattle,WA,981073715,,,2024-07-29,1000.00,0.00,Non-Federal Contribution,,,,,,,,,,,,,,,,,,,,
SB29,C00476978,500013521,,,ORG,LGBTQ Victory Fund Federal Committee Missouri,,,,,,1228 I St NW,# 525,Washington,DC,200053916,,,2024-07-26,800.00,0.00,Non-Federal Contribution,,,,,,,,,,,,,,,,,,,,
SB29,C00476978,500013519,,,PAC,LGBTQ VICTORY FUND FEDERAL PAC,,,,,,1225 I St NW,Ste 525,Washington,DC,200056005,,,2024-07-10,267.93,0.00,"Non-Contrib. Acct, In-Kind Contrib to Jacob Mead for Hillsboro City Council for Voter Model Access",,C00476978,LGBTQ VICTORY FUND FEDERAL PAC,,,,,,,,,,,,,,,,X,*
SB29,C00476978,500013520,,,ORG,Lisa Grafstein Campaign,,,,,,1001 Wade Ave,Ste 323,Raleigh,NC,276053353,,,2024-07-15,1000.00,0.00,Non-Federal Contribution,,,,,,,,,,,,,,,,,,,,
SB29,C00476978,500013517,,,ORG,Matthew Park for Knox County Commission,,,,,,2104 Island Home Blvd,,Knoxville,TN,379202743,,,2024-07-12,1000.00,0.00,"Non-Federal Contribution, Non-Contribution Account",,,,,,,,,,,,,,,,,,,,
SB29,C00476978,500013516,,,ORG,Nate For Florida,,,,,,PO Box 621935,,Orlando,FL,328621935,,,2024-07-02,1000.00,0.00,"Non-Federal Contribution, Non-Contribution Account",,,,,,,,,,,,,,,,,,,,
SB29,C00476978,500013514,,,ORG,Paragon Payment Solutions,,,,,,2141 E Broadway Rd,Ste 202,Tempe,AZ,852821895,,,2024-07-02,25.00,0.00,"Credit Card Processing Fees, Non-Contribution Account",,,,,,,,,,,,,,,,,,,,
SB29,C00476978,500013515,,,ORG,Paragon Payment Solutions,,,,,,2141 E Broadway Rd,Ste 202,Tempe,AZ,852821895,,,2024-07-02,20.00,0.00,"Credit Card Processing Fees, Non-Contribution Account",,,,,,,,,,,,,,,,,,,,
SB29,C00476978,500013527,,,ORG,Remy for Mayor,,,,,,PO Box 42307,,Portland,OR,972420307,,,2024-07-29,500.00,0.00,Non-Federal Contribution,,,,,,,,,,,,,,,,,,,,
SB29,C00476978,500013526,,,ORG,Ryan Hampton Campaign Committee,,,,,,6720 N Hualapai Way,Ste 145,Las Vegas,NV,891491444,,,2024-07-29,500.00,0.00,Non-Federal Contribution,,,,,,,,,,,,,,,,,,,,
