form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB23,C00243659,500070703,,,CCM,Buddy Carter for Congress,,,,,,422 1st St SE,Fl 3,Washington,DC,200035172,G2024,,2024-08-28,3000.00,0.00,Political contribution,,C00543967,,,Carter,Buddy,,,,H,GA,01,,,,,,,,
SB23,C00243659,500070707,,,CCM,Cantwell Victory 2024,,,,,,401 2nd Ave S,Ste 303,Seattle,WA,981042862,G2024,,2024-08-28,5000.00,0.00,Political contribution,,C00349506,,,Cantwell,Maria,,,,S,WA,,,,,,,,,
SB23,C00243659,500070691,,,CCM,Catherine Cortez Masto for Senate,,,,,,322 Massachusetts Ave NE,Ste B,Washington,DC,200025702,G2024,,2024-08-28,1500.00,0.00,Political contribution,,C00575548,,,Cortez Masto,Catherine,,,,S,NV,,,,,,,,,
SB23,C00243659,500070685,,,CCM,Deb Fischer for US Senate,,,,,,PO Box 83287,,Lincoln,NE,685013287,G2024,,2024-08-28,500.00,0.00,Political contribution,,C00498907,,,Fischer,Deb,,,,S,NE,,,,,,,,,
SB23,C00243659,500070695,,,CCM,Diana for Congress,,,,,,410 1st St SE,Fl 2,Washington,DC,200031867,G2024,,2024-08-28,2500.00,0.00,Political contribution,,C00741090,,,Harshbarger,Diana,,,,H,TN,01,,,,,,,,
SB23,C00243659,500070696,,,CCM,Don Bacon for Congress,,,,,,217 3rd St SE,,Washington,DC,200031904,G2024,,2024-08-28,2500.00,0.00,Political contribution,,C00575167,,,Bacon,Don,,,,H,NE,02,,,,,,,,
SB23,C00243659,500070698,,,CCM,Emmer for Congress,,,,,,5827 Colfax Ave,,Alexandria,VA,223111013,G2024,,2024-08-28,2500.00,0.00,Political contribution,,C00545749,,,Emmer,Tom,,,,H,MN,06,,,,,,,,
SB23,C00243659,500070683,,,CCM,FISCHBACH FOR CONGRESS,,,,,,PO Box 190,,Litchfield,MN,553550190,G2024,,2024-08-07,2500.00,0.00,Political contribution,,C00717959,,,Fischbach,Michelle,,,,H,MN,07,,,,,,,,
SB23,C00243659,500070706,,,CCM,Friends of Dick Durbin,,,,,,200 E Jefferson St,,Falls Church,VA,220463531,G2024,,2024-08-28,4000.00,0.00,Political contribution,,C00148999,,,Durbin,Dick,,,,S,IL,,,,,,,,,
SB23,C00243659,500070688,,,CCM,Friends of Dusty Johnson,,,,,,PO Box 278,,Mitchell,SD,573010278,G2024,,2024-08-28,1000.00,0.00,Political contribution,,C00628917,,,Johnson,Dusty,,,,H,SD,,,,,,,,,
SB23,C00243659,500070701,,,CCM,Friends of John Thune,,,,,,317 Oak Ln,,Richmond,VA,232261638,G2024,,2024-08-28,2500.00,0.00,Political contribution,,C00409581,,,Thune,John,,,,S,SD,,,,,,,,,
SB23,C00243659,500070686,,,CCM,Friends of Sherrod Brown,,,,,,323 7th St SE,,Washington,DC,200034307,G2024,,2024-08-28,1000.00,0.00,Political contribution,,C00264697,,,Brown,Sherrod,,,,S,OH,00,,,,,,,,
SB23,C00243659,500070684,,,CCM,GRAVES FOR CONGRESS,,,,,,PO Box 201,,Platte City,MO,640790201,G2024,,2024-08-07,1000.00,0.00,Political contribution,,C00359034,,,Graves,Sam,,,,H,MO,06,,,,,,,,
SB23,C00243659,500070699,,,CCM,Kansans for Marshall,,,,,,410 1st St SE,Fl 2,Washington,DC,200031867,G2024,,2024-08-28,2500.00,0.00,Political contribution,,C00576173,,,Marshall,Roger,,,,S,KS,,,,,,,,,
SB23,C00243659,500070687,,,CCM,Lance Gooden for Congress,,,,,,PO Box 2125,,Terrell,TX,751600037,G2024,,2024-08-28,1000.00,0.00,Political contribution,,C00662601,,,Gooden,Lance,,,,H,TX,05,,,,,,,,
SB23,C00243659,500070690,,,CCM,Lisa Blunt Rochester for Senate,,,,,,415 New Jersey Ave SE,Apt 1,Washington,DC,200034036,G2024,,2024-08-28,1500.00,0.00,Political contribution,,C00843391,,,Blunt Rochester,Lisa,,,,S,DE,,,,,,,,,
SB23,C00243659,500070697,,,CCM,Marsha for Senate,,,,,,410 1st St SE,Fl 2,Washington,DC,200031867,G2024,,2024-08-28,2500.00,0.00,Political contribution,,C00376939,,,Blackburn,Marsha,,,,S,TN,,,,,,,,,
SB23,C00243659,500070694,,,CCM,Mike Crapo for US Senate,,,,,,PO Box 1948,,Boise,ID,837011948,G2024,,2024-08-28,2000.00,0.00,Political contribution,,C00330886,,,Crapo,Mike,,,,S,ID,,,,,,,,,
SB23,C00243659,500070700,,,CCM,Montanans for Tester,,,,,,PO Box 558,,Billings,MT,591030558,G2024,,2024-08-28,2500.00,0.00,Political contribution,,C00412304,,,Tester,Jon,,,,S,MT,,,,,,,,,
SB23,C00243659,500070692,,,CCM,Pete Ricketts for Senate,,,,,,422 1st St SE,Fl 3,Washington,DC,200035172,G2024,,2024-08-28,1500.00,0.00,Political contribution,,C00832436,,,Ricketts,Pete,,,,S,NE,,,,,,,,,
SB23,C00243659,500070693,,,CCM,Rounds for Senate,,,,,,317 Oak Ln,,Richmond,VA,232261638,G2024,,2024-08-28,1500.00,0.00,Political contribution,,C00532465,,,Rounds,Mike,,,,S,SD,,,,,,,,,
SB23,C00243659,500070689,,,CCM,Schmitt for Senate,,,,,,1101 30th St NW,Ste 390,Washington,DC,200073708,G2024,,2024-08-28,1000.00,0.00,Political contribution,,C00775015,,,Schmitt,Eric,,,,S,MO,,,,,,,,,
SB23,C00243659,500070704,,,CCM,Tammy Baldwin for Senate,,,,,,323 7th St SE,,Washington,DC,200034307,G2024,,2024-08-28,4000.00,0.00,Political contribution,,C00326801,,,Baldwin,Tammy,,,,S,WI,,,,,,,,,
SB23,C00243659,500070705,,,CCM,Tammy Duckworth,,,,,,124 Washington St,Ste 101,Foxboro,MA,020351368,G2024,,2024-08-28,4000.00,0.00,Political contribution,,C00574889,,,Duckworth,Tammy,,,,S,IL,,,,,,,,,
SB23,C00243659,500070702,,,CCM,Wyden for Senate,,,,,,1220 SW Morrison St,Ste 910,Portland,OR,972052228,G2024,,2024-08-28,2500.00,0.00,Political contribution,,C00308676,,,Wyden,Ron,,,,S,OR,,,,,,,,,
