form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB23,C00365536,500455480,,,CCM,ADRIANO ESPAILLAT FOR CONGRESS,,,,,,PO Box H,,New York,NY,100340248,G2024,,2024-09-26,5000.00,0.00,Contribution,,C00701953,,,ESPAILLAT,ADRIANO,,,,H,NY,13,,,,,,,,
SB23,C00365536,500455481,,,CCM,AMIGOS DE PABLO JOSE,,,,,,PO Box 9022347,,San Juan,PR,009022347,G2024,,2024-09-26,5000.00,0.00,Contribution,,C00831487,,,HERNANDEZ RIVERA,PABLO,JOSE,,,H,PR,,,,,,,,,
SB23,C00365536,500455468,,,CCM,ANGIE CRAIG FOR CONGRESS,,,,,,PO Box 22116,,Eagan,MN,551220116,G2024,,2024-09-24,1000.00,0.00,Contribution,,C00575209,,,CRAIG,ANGELA DAWN,,,,H,MN,02,,,,,,,,
SB23,C00365536,500457752,,,IND,,Avila,Jorge,Francisco,,,225 John R Rice Blvd,Apt D3,Murfreesboro,TN,371294138,,,2024-09-30,1250.00,0.00,In-Kind Contribution: Stipend,,C00010603,DNC SERVICES CORP./DEM. NAT'L COMMITTEE,,,,,,,,,,,,,,,,,In-Kind
SB23,C00365536,500455477,,,CCM,CARTWRIGHT FOR CONGRESS,,,,,,PO Box 414,,Scranton,PA,185010414,G2024,,2024-09-24,1000.00,0.00,Contribution,,C00509968,,,CARTWRIGHT,MATTHEW A.,,,,H,PA,08,,,,,,,,
SB23,C00365536,500455469,,,CCM,CHRIS DELUZIO FOR CONGRESS,,,,,,PO Box 16210,,Pittsburgh,PA,152420210,G2024,,2024-09-24,1000.00,0.00,Contribution,,C00787648,,,DELUZIO,CHRISTOPHER,,,,H,PA,17,,,,,,,,
SB23,C00365536,500455475,,,CCM,CHRIS PAPPAS FOR CONGRESS,,,,,,PO Box 313,,Manchester,NH,031050313,G2024,,2024-09-24,1000.00,0.00,Contribution,,C00660464,,,PAPPAS,CHRIS,,,,H,NH,01,,,,,,,,
SB23,C00365536,500455484,,,CCM,CHRISTINA BOHANNAN FOR CONGRESS,,,,,,PO Box 722,,Iowa City,IA,522440722,G2024,,2024-09-26,1000.00,0.00,Contribution,,C00787820,,,BOHANNAN,CHRISTINA,,,,H,IA,01,,,,,,,,
SB23,C00365536,500461742,,,ORG,"Columbia Calling, Inc",,,,,,130 W 42Nd St,Ste 1401,New York,NY,100367902,G2024,,2024-09-21,159.00,0.00,In-Kind: Tickets for Event,,C00423079,DEMOCRATS RESHAPING AMERICA (DREAMPAC),,,,,,,,,,,,,,,,,"In-Kind: (In-kind:  Disbursed 7/24/24. See Schedule B, Line 21b of Aug Monthly)"
SB23,C00365536,500461743,,,ORG,"Columbia Calling, Inc",,,,,,130 W 42Nd St,Ste 1401,New York,NY,100367902,G2024,,2024-09-21,318.00,0.00,In-Kind: Tickets for Event,,C00573709,CA LUV PAC (CALIFORNIA LEADERSHIP UNITED FOR VICTORY PAC),,,,,,,,,,,,,,,,,"In-Kind: (In-kind:  Disbursed 7/24/24. See Schedule B, Line 21b of Aug Monthly)"
