form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,dissemination_date,expenditure_amount,disbursement_date,calendar_y_t_d_per_election_office,expenditure_purpose_descrip,category_code,payee_cmtte_fec_id_number,support_oppose_code,candidate_id_number,candidate_last_name,candidate_first_name,candidate_middle_name,candidate_prefix,candidate_suffix,candidate_office,candidate_district,candidate_state,completing_last_name,completing_first_name,completing_middle_name,completing_prefix,completing_suffix,date_signed,memo_code,memo_text_description
SE,C00365536,500453627,,,ORG,Creative Print Group,,,,,,1560 Caton Center Dr,,Halethorpe,MD,212271556,G2024,,2024-09-18,1777.78,2024-09-11,12898.79,T-Shirts - Estimate,004,,S,P80000722,HARRIS,KAMALA,,,,P,,US,Tinsmon,Cassandra,,,,2024-12-20,
SE,C00365536,500452847,,,ORG,K. Squared Media LLC,,,,,,PO Box 56276,,Chicago,IL,606560242,G2024,,2024-09-10,173755.00,2024-09-05,1199864.51,Television Ad Buy - Estimate,004,,S,S4AZ00139,GALLEGO,RUBEN,,,,S,,AZ,Tinsmon,Cassandra,,,,2024-12-20,
SE,C00365536,500453000,,,ORG,K. Squared Media LLC,,,,,,PO Box 56276,,Chicago,IL,606560242,G2024,,2024-09-17,253605.00,2024-09-11,1199864.51,Television and Radio Ad Buy - Estimate,004,,S,S4AZ00139,GALLEGO,RUBEN,,,,S,,AZ,Tinsmon,Cassandra,,,,2024-12-20,
SE,C00365536,500454555,,,ORG,K. Squared Media LLC,,,,,,PO Box 56276,,Chicago,IL,606560242,G2024,,2024-09-24,254405.00,2024-09-18,1199864.51,Television and Radio Ad Buy - Estimate,004,,S,S4AZ00139,GALLEGO,RUBEN,,,,S,,AZ,Tinsmon,Cassandra,,,,2024-12-20,
SE,C00365536,500454556,,,ORG,K. Squared Media LLC,,,,,,PO Box 56276,,Chicago,IL,606560242,G2024,,2024-09-24,122810.00,2024-09-20,345984.88,Television Ad Buy - Estimate,004,,O,H2TX34113,FLORES,MAYRA,NOHEMI,,,H,34,TX,Tinsmon,Cassandra,,,,2024-12-20,
SE,C00365536,500456847,,,ORG,K. Squared Media LLC,,,,,,PO Box 56276,,Chicago,IL,606560242,G2024,,2024-10-01,125730.00,2024-09-26,345984.88,Television Ad Buy - Estimate,004,,O,H2TX34113,FLORES,MAYRA,NOHEMI,,,H,34,TX,Tinsmon,Cassandra,,,,2024-12-20,
SE,C00365536,500454414,,,ORG,Moral Ink,,,,,,4824 NE 42Nd Ave,,Portland,OR,972181661,G2024,,2024-09-20,444.95,,12898.79,"Campaign Buttons - Estimate. Paid via credit card, see FNBO itemization (9/24/24) Schedule B.",,,S,P80000722,HARRIS,KAMALA,,,,P,,US,Tinsmon,Cassandra,,,,2024-12-20,X,*
SE,C00365536,500452568,,,ORG,Sena Kozar Strategies,,,,,,3723 Jenifer St NW,,Washington,DC,200151805,G2024,,2024-09-03,13661.37,2024-09-04,1199864.51,Television Ad Production - Estimate,004,,S,S4AZ00139,GALLEGO,RUBEN,,,,S,,AZ,Tinsmon,Cassandra,,,,2024-12-20,
SE,C00365536,500452569,,,ORG,Sena Kozar Strategies,,,,,,3723 Jenifer St NW,,Washington,DC,200151805,G2024,,2024-09-03,26796.55,2024-09-04,1199864.51,Digital Ad Production - Estimate,004,,S,S4AZ00139,GALLEGO,RUBEN,,,,S,,AZ,Tinsmon,Cassandra,,,,2024-12-20,
SE,C00365536,500452570,,,ORG,Sena Kozar Strategies,,,,,,3723 Jenifer St NW,,Washington,DC,200151805,G2024,,2024-09-03,6567.59,2024-09-04,1199864.51,Digital Ad Production - Estimate,004,,O,S4AZ00220,LAKE,KARI,,,,S,,AZ,Tinsmon,Cassandra,,,,2024-12-20,
SE,C00365536,500452571,,,ORG,Sena Kozar Strategies,,,,,,3723 Jenifer St NW,,Washington,DC,200151805,G2024,,2024-09-17,2924.00,2024-09-04,1199864.51,Radio Ad Production - Estimate,004,,S,S4AZ00139,GALLEGO,RUBEN,,,,S,,AZ,Tinsmon,Cassandra,,,,2024-12-20,
SE,C00365536,500455387,,,ORG,Sena Kozar Strategies,,,,,,3723 Jenifer St NW,,Washington,DC,200151805,G2024,,2024-09-24,22444.88,2024-09-24,345984.88,Digital and TV Ad Production - Estimate,004,,O,H2TX34113,FLORES,MAYRA,NOHEMI,,,H,34,TX,Tinsmon,Cassandra,,,,2024-12-20,
SE,C00365536,500453718,,,ORG,Sisneros Strategies LLC,,,,,,2208 N Early St,,Alexandria,VA,223021703,G2024,,2024-09-25,47375.29,2024-09-12,289140.66,Direct Mail - Estimate,004,,O,H4CO08034,EVANS,TIMOTHY,JOSEPH,,,H,08,CO,Tinsmon,Cassandra,,,,2024-12-20,
SE,C00365536,500453719,,,ORG,Sisneros Strategies LLC,,,,,,2208 N Early St,,Alexandria,VA,223021703,G2024,,2024-09-25,241765.37,2024-09-12,289140.66,Direct Mail - Estimate,004,,S,H2CO08020,CARAVEO,YADIRA,,,,H,08,CO,Tinsmon,Cassandra,,,,2024-12-20,
SE,C00365536,500452848,,,ORG,Uplift,,,,,,2120 University Ave,,Berkeley,CA,947041026,G2024,,2024-09-17,112500.00,2024-09-17,1199864.51,Digital Ad Buy - Estimate,004,,S,S4AZ00139,GALLEGO,RUBEN,,,,S,,AZ,Tinsmon,Cassandra,,,,2024-12-20,
SE,C00365536,500452849,,,ORG,Uplift,,,,,,2120 University Ave,,Berkeley,CA,947041026,G2024,,2024-09-17,12500.00,2024-09-17,1199864.51,Digital Ad Buy - Estimate,004,,O,S4AZ00220,LAKE,KARI,,,,S,,AZ,Tinsmon,Cassandra,,,,2024-12-20,
SE,C00365536,500455407,,,ORG,Uplift,,,,,,2120 University Ave,,Berkeley,CA,947041026,G2024,,2024-09-24,75000.00,2024-09-24,345984.88,Digital Ad Buy - Estimate,004,,O,H2TX34113,FLORES,MAYRA,NOHEMI,,,H,34,TX,Tinsmon,Cassandra,,,,2024-12-20,
SE,C00365536,500456846,,,ORG,Uplift,,,,,,2120 University Ave,,Berkeley,CA,947041026,G2024,,2024-10-01,50000.00,2024-09-30,1199864.51,Digital Ad Buy - Estimate,004,,O,S4AZ00220,LAKE,KARI,,,,S,,AZ,Tinsmon,Cassandra,,,,2024-12-20,
