form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB23,C00166348,SB23.32388,,,CCM,ANGIE CRAIG FOR CONGRESS,,,,,,PO BOX 22116,,EAGAN,MN,55122,P2024,,2024-01-02,5000.00,,CONTRIBUTION,,C00575209,ANGIE CRAIG FOR CONGRESS,H6MN02131,CRAIG,ANGELA DAWN,,,,H,MN,02,,,,,,,,
SB23,C00166348,SB23.32386,,,CCM,BILL CASSIDY FOR US SENATE,,,,,,PO BOX 80505,,BATON ROUGE,LA,70898,P2026,,2024-01-02,1000.00,,CONTRIBUTION,,C00543983,BILL CASSIDY FOR US SENATE,S4LA00107,CASSIDY,WILLIAM M.,,,,S,LA,00,,,,,,,,
SB23,C00166348,SB23.32387,,,CCM,COHEN FOR CONGRESS,,,,,,349 KENILWORTH PLACE,,MEMPHIS,TN,38112,P2024,,2024-01-02,1000.00,,CONTRIBUTION,,C00422980,COHEN FOR CONGRESS,H6TN09068,COHEN,STEPHEN IRA,ira,,,H,TN,09,,,,,,,,
SB23,C00166348,SB23.32390,,,PAC,FOLLOW THE NORTH STAR FUND,,,,,,3302 BELDEN DR NE,,MINNEAPOLIS,MN,55418,P2024,,2024-01-02,2500.00,,CONTRIBUTION,,C00431874,FOLLOW THE NORTH STAR FUND,,,,,,,,,,,,,,,,,
SB23,C00166348,SB23.32389,,,CCM,FRIENDS OF ROSA DELAURO,,,,,,12 TRUMBULL STREET,,NEW HAVEN,CT,06511,P2024,,2024-01-02,1000.00,,CONTRIBUTION,,C00238865,FRIENDS OF ROSA DELAURO,H0CT03072,DELAURO,ROSA L,,,,H,CT,03,,,,,,,,
SB23,C00166348,SB23.32391,,,CCM,HOEVEN FOR SENATE,,,,,,PO BOX 861,,BISMARCK,ND,58502,P2028,,2024-01-02,1000.00,,CONTRIBUTION,,C00473371,HOEVEN FOR SENATE,S0ND00093,HOEVEN,JOHN,,,,S,ND,00,,,,,,,,
SB23,C00166348,SB23.32392,,,CCM,HUDSON FOR CONGRESS,,,,,,PO BOX 5053,,CONCORD,NC,28027,P2024,,2024-01-02,1000.00,,CONTRIBUTION,,C00504522,HUDSON FOR CONGRESS,H2NC08185,HUDSON,RICHARD L. JR.,,,,H,NC,08,,,,,,,,
SB23,C00166348,SB23.32395,,,CCM,JIMMY PANETTA FOR CONGRESS,,,,,,PO BOX 1579,,CARMEL VALLEY,CA,93924,P2024,,2024-01-02,1000.00,,CONTRIBUTION,,C00592154,JIMMY PANETTA FOR CONGRESS,H6CA20152,PANETTA,JIMMY,,,,H,CA,20,,,,,,,,
SB23,C00166348,SB23.32394,,,CCM,KANSANS FOR LATURNER,,,,,,PO BOX 67237,,TOPEKA,KS,66667,P2024,,2024-01-02,1000.00,,CONTRIBUTION,,C00718346,KANSANS FOR LATURNER,H0KS02188,LATURNER,JAKE,,,,H,KS,02,,,,,,,,
SB23,C00166348,SB23.32385,,,CCM,KAT FOR CONGRESS,,,,,,5200 NW 43RD ST STE 102-180,,GAINESVILLE,FL,32606,P2024,,2024-01-02,1000.00,,CONTRIBUTION,,C00730895,KAT FOR CONGRESS,H0FL03175,CAMMACK,KAT,,,,H,FL,03,,,,,,,,
SB23,C00166348,SB23.32402,,,CCM,SUOZZI FOR CONGRESS,,,,,,PO BOX 669,,GLEN COVE,NY,11542,P2024,,2024-01-02,1000.00,,CONTRIBUTION,,C00607200,SUOZZI FOR CONGRESS,H6NY03247,SUOZZI,THOMAS,,,,H,NY,03,,,,,,,,
SB23,C00166348,SB23.32399,,,CCM,TEAM RICK SCOTT,,,,,,PO BOX 76024,,WASHINGTON,DC,20013,P2024,,2024-01-02,1000.00,,CONTRIBUTION,,C00692343,TEAM RICK SCOTT,S8FL00273,SCOTT,RICK SEN,,,,S,FL,00,,,,,,,,
SB23,C00166348,SB23.32403,,,PAC,VELVET HAMMER PAC,,,,,,P.O. BOX 14362,,SAINT PAUL,MN,55114,P2024,,2024-01-02,2500.00,,CONTRIBUTION,,C00692111,,,,,,,,,,,,,,,,,,
