form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB23,C00286807,SB23-EX4465,,,CCM,Montanans For Tester,,,,,,303 Massachusetts Avenue NE,,Washington,DC,20002,P2024,,2023-10-18,2500.00,0.00,,011,C00412304,Montanans For Tester,S6MT00162,Tester,Jon,,,,S,MT,,,,,,,,,Political Contributions
SB23,C00286807,SB23-EX4471,,,CCM,Re-Elect McGovern Committee,,,,,,6129 Long Meadow RD,,McLean,VA,22101,P2024,,2023-10-27,2500.00,0.00,,011,C00285171,Re-Elect McGovern Committee,H4MA03022,Mcgovern,Jim,P,,,H,MA,03,,,,,,,,Political Contributions
SB23,C00286807,SB23-EX4469,,,CCM,Friends Of Sherrod Brown,,,,,,323 7th ST SE,,Washington,DC,20003,P2024,,2023-10-25,2500.00,0.00,,011,C00264697,Friends Of Sherrod Brown,S6OH00163,Brown,Sherrod,,,,S,OH,,,,,,,,,Political Contributions
SB23,C00286807,SB23-EX4466,,,CCM,Graves For Congress,,,,,,411 First ST SE,,Washington,DC,20003,P2024,,2023-10-18,1000.00,0.00,,011,C00359034,Graves For Congress,H0MO06073,Graves,Sam,,,,H,MO,06,,,,,,,,Political Contributions
SB23,C00286807,SB23-EX4475,,,CCM,Cartwright For Congress,,,,,,One Park Row 5th Floor,,Providence,RI,02903,P2024,,2023-10-24,2500.00,0.00,,011,C00509968,Cartwright For Congress,H2PA17079,Cartwright,Matt,,,,H,PA,17,,,,,,,,Political Contributions
SB23,C00286807,SB23-EX4464,,,CCM,Kuster For Congress,,,,,,P.O. Box 1498,,Concord,NH,03302,P2024,,2023-10-12,1000.00,0.00,,011,C00462861,Kuster For Congress,H0NH02181,Kuster,Annie,,,,H,NH,02,,,,,,,,Political Contributions
SB23,C00286807,SB23-EX4467,,,CCM,Texans For Henry Cuellar,,,,,,PO Box 6147,,Laredo,TX,78042,P2024,,2023-10-18,1000.00,0.00,,011,C00371302,Texans For Henry Cuellar,H2TX23082,Cuellar,Henry,,,,H,TX,28,,,,,,,,Political Contributions
SB23,C00286807,SB23-EX4470,,,CCM,Committee To Re-Elect Henry Hank Johnson,,,,,,413 New Jersey AVE SE,,Washington,DC,20003,P2024,,2023-10-16,1500.00,0.00,,011,C00418293,Committee To Re-Elect Henry Hank Johnson,H6GA04129,Johnson,Henry,,,,H,GA,06,,,,,,,,Political Contributions
SB23,C00286807,SB23-EX4468,,,CCM,Rosen For Nevada,,,,,,PO Box 46110,,Las Vegas,NV,89114,P2024,,2023-10-19,2500.00,0.00,,011,C00606939,Rosen For Nevada,S8NV00156,Rosen,Jacky,,,,S,NV,,,,,,,,,Political Contributions
SB23,C00286807,SB23-EX4472,,,CCM,Garret Graves For Congress,,,,,,439 New Jersey AVE SE,,Washington,DC,20003,P2024,,2023-10-18,1000.00,0.00,,011,C00558486,Garret Graves For Congress,H4LA06153,Graves,Garret,,,,H,LA,06,,,,,,,,Political Contributions
SB23,C00286807,SB23-EX4474,,,CCM,Greg Casar For Congress,,,,,,PO Box 301923,,Austin,TX,78703,P2024,,2023-10-24,1000.00,0.00,,011,C00791897,Greg Casar For Congress,H2TX35144,Casar,Greg,,,,H,TX,35,,,,,,,,Political Contributions
SB23,C00286807,SB23-EX4473,,,CCM,Menendez For Congress,,,,,,C/O CFO Compliance,One Park Row 5th Floor,Providence,RI,02903,P2024,,2023-10-17,1000.00,0.00,,011,C00799767,Menendez For Congress,H2NJ08232,Menendez,Robert,J.,,,H,NJ,08,,,,,,,,Political Contributions
