form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB23,C00275123,B865089,,,CCM,BERGMAN FOR CONGRESS,,,,,,410 1st Street SE Floor 2,,Washington,DC,20003,G2024,,2024-02-06,5000.00,,Contribution,011,C00614214,,H6MI01226,Bergman,John,,,,H,MI,01,,,,,,,,
SB23,C00275123,B865095,,,CCM,Dr. John Joyce for Congress,,,,,,5827 Colfax Ave,,Alexandria,VA,22311,P2024,,2024-02-06,2500.00,,Contribution,011,C00674259,,H8PA13125,Joyce,John,,,,H,PA,13,,,,,,,,
SB23,C00275123,B864156,,,CCM,Graves for Congress,,,,,,422 First Street SE Floor 3,,Washington,DC,20003,P2024,,2024-02-06,2500.00,,Contribution,011,C00359034,,H0MO06073,Graves,Sam,,,,H,MO,06,,,,,,,,
SB23,C00275123,B865091,,,CCM,Lisa Mcclain For Congress,,,,,,PO Box 327,,Romeo,MI,48065,P2024,,2024-02-06,1000.00,,Contribution,011,C00726042,,H0MI10287,McClain,Lisa,,,,H,MI,09,,,,,,,,
SB23,C00275123,B865093,,,CCM,Self for Congress,,,,,,403 First Street SE,,Washington,DC,20003,P2024,,2024-02-06,1000.00,,Contribution,011,C00791293,,H2TX03290,Self,Keith,,,,H,TX,03,,,,,,,,
SB23,C00275123,B865776,,,CCM,Kelly for Congress,,,,,,422 First Street SE Floor 3,,Washington,DC,20003,P2024,,2024-02-13,2500.00,,Contribution,011,C00573980,,H6MS01131,Kelly,Trent,,,,H,MS,01,,,,,,,,
SB23,C00275123,B865775,,,CCM,Michael Waltz For Congress,,,,,,410 1st Street SE Floor 2,,Washington,DC,20003,G2024,,2024-02-13,2500.00,,Contribution,011,C00666396,,H8FL06148,Waltz,Michael,,,,H,FL,06,,,,,,,,
SB23,C00275123,B865774,,,CCM,Scott Fitzgerald For Congress,,,,,,422 First Street SE Floor 3,,Washington,DC,20003,P2024,,2024-02-13,1000.00,,Contribution,011,C00720011,,H0WI05113,Fitzgerald,Scott,,,,H,WI,05,,,,,,,,
SB23,C00275123,B866218,,,CCM,Mark Alford for Congress,,,,,,700 Pennsylvania Ave SE Suite 2023,,Washington,DC,20003,P2024,,2024-02-20,1000.00,,Contribution,011,C00792598,,H2MO04207,Alford,Mark,,,,H,MO,04,,,,,,,,
SB23,C00275123,B866790,,,CCM,Angus King for US Senate Campaign,,,,,,200 East Jefferson Street,,Falls Church,VA,22046,P2024,,2024-02-27,2500.00,,Contribution,011,C00516047,,S2ME00109,King,Angus,,,,S,ME, ,,,,,,,,
SB23,C00275123,B866996,,,PAC,America's First PAC,,,,,,3213 Duke Street #700,,Alexandria,VA,22314,O2024,Not Applicable,2024-02-29,5000.00,,Contribution,011,C00524314,,,,,,,,,, ,,,,,,,,
SB23,C00275123,B864157,,,PAC,America's First PAC,,,,,,3213 Duke Street #700,,Alexandria,VA,22314,O2024,Not Applicable,2024-02-29,-5000.00,,Contribution,011,C00524314,,,,,,,,,, ,,,,,,,,Voided: Original check dated 01/22/24
