form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB29,C00208249,SB29.17459,,,CCM,Alex Riley for State Representative,,,,,,3555 S. Parkhill Avenue,,Springfield,MO,65807,P2024,,2024-08-01,1000.00,,,,,,,,,,,,,,,,,,,,,,
SB29,C00208249,SB29.17451,,,COM,American Dream PAC,,,,,,217 E. Capitol Avenue,,Jefferson City,MO,65101,P2024,,2024-07-16,1000.00,,,,,,,,,,,,,,,,,,,,,,
SB29,C00208249,SB29.17452,,,CCM,Ashcroft for Missouri,,,,,,PO Box 1554,,Jefferson City,MO,65102,P2024,,2024-07-16,1000.00,,,,,,,,,,,,,,,,,,,,,,
SB29,C00208249,SB29.17456,,,CCM,Brad Christ for Missouri,,,,,,10645 Hackamore Lane,,St. Louis,MO,63128,P2024,,2024-08-01,500.00,,,,,,,,,,,,,,,,,,,,,,
SB29,C00208249,SB29.17454,,,CCM,Citizens For Brad Hudson,,,,,,PO Box 201,,Cape Fair,MO,65624,P2024,,2024-07-16,500.00,,,,,,,,,,,,,,,,,,,,,,
SB29,C00208249,SB29.17466,,,CCM,Cupps for House,,,,,,PO Box 250,,Shell Knob,MO,65747,P2024,,2024-08-05,500.00,,,,,,,,,,,,,,,,,,,,,,
SB29,C00208249,SB29.17465,,,CCM,Dirk Deaton for Missouri,,,,,,P.O. Box 906,,Noel,MO,64854,P2024,,2024-08-05,1000.00,,,,,,,,,,,,,,,,,,,,,,
SB29,C00208249,SB29.17463,,,CCM,Fitzpatrick for Missouri,,,,,,P.O. Box 701,,Shell Knob,MO,65747,P2024,,2024-08-05,500.00,,,,,,,,,,,,,,,,,,,,,,
SB29,C00208249,SB29.17460,,,CCM,Friends Of Barry Hovis,,,,,,PO Box 111,,Jackson,MO,63755,P2024,,2024-08-01,250.00,,,,,,,,,,,,,,,,,,,,,,
SB29,C00208249,SB29.17468,,,CCM,Friends of Curtis Trent,,,,,,1625 South Marion,Apt. B102,Springfield,MO,65807,G2024,,2024-08-20,1000.00,,,,,,,,,,,,,,,,,,,,,,
SB29,C00208249,SB29.17467,,,CCM,Friends of Hannah Kelly,,,,,,PO Box 548,,Mountain Grove,MO,65711,G2024,,2024-08-16,500.00,,,,,,,,,,,,,,,,,,,,,,
SB29,C00208249,SB29.17458,,,CCM,Friends of John Voss,,,,,,PO Box 1963,,Cape Girardeau,MO,63702,P2024,,2024-08-01,500.00,,,,,,,,,,,,,,,,,,,,,,
SB29,C00208249,SB29.17464,,,CCM,Missourians for Bishop Davidson,,,,,,PO Box 803,,Republic,MO,65738,P2024,,2024-08-05,500.00,,,,,,,,,,,,,,,,,,,,,,
SB29,C00208249,SB29.17453,,,CCM,Missourians for Cody Smith,,,,,,1012 Euclid Boulevard,,Carthage,MO,64836,P2024,,2024-07-16,1000.00,,,,,,,,,,,,,,,,,,,,,,
SB29,C00208249,SB29.17617,,,COM,Missouri Heritage PAC,,,,,,2820 E 32nd St,,Joplin,MO,64804,G2024,,2024-08-12,1000.00,,,011,,,,,,,,,,,,,,,,,,,
SB29,C00208249,SB29.17462,,,CCM,Robinette for Missouri,,,,,,3952 E Bentree PL,,Springfield,MO,65809,P2024,,2024-08-01,250.00,,,,,,,,,,,,,,,,,,,,,,
SB29,C00208249,SB29.17470,,,CCM,Travis Smith for Senate,,,,,,PO Box 56,,Gainesville,MO,65655,G2024,,2024-09-01,500.00,,,,,,,,,,,,,,,,,,,,,,
SB29,C00208249,SB29.17455,,,CCM,Tyler Dees for Senate,,,,,,2584 North Hico St,,Siloam Springs,AR,72761,P2024,,2024-08-01,500.00,,,,,,,,,,,,,,,,,,,,,,
