form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB23,C00002972,500015747,,,CCM,Angie Craig For Congress,,,,,,6129 Long Meadow Rd,,Mclean,VA,221012312,P2024,,2023-07-18,1000.00,0.00,,011,C00575209,,,CRAIG,ANGIE,,,,H,MN,02,,,,,,,,
SB23,C00002972,500015763,,,CCM,Blake Moore For Congress,,,,,,3213 Duke St,Ste 700,Alexandria,VA,223144533,C2024,Convention,2023-07-18,1000.00,0.00,,011,C00738872,,,MOORE,BLAKE,,,,H,UT,01,,,,,,,,
SB23,C00002972,500015742,,,CCM,Buddy Carter For Congress,,,,,,422 1St St SE,Fl 3,Washington,DC,200035172,P2024,,2023-07-18,1000.00,0.00,,011,C00543967,,,CARTER,BUDDY,,,,H,GA,01,,,,,,,,
SB23,C00002972,500015727,,,CCM,Citizens To Elect Rick Larsen,,,,,,PO Box 326,,Everett,WA,982060326,P2024,,2023-07-11,1000.00,0.00,,011,C00345546,,,LARSEN,RICK,,,,H,WA,02,,,,,,,,
SB23,C00002972,500015755,,,CCM,Cole For Congress,,,,,,12176 Chancery Station Cir,,Reston,VA,201905803,P2024,,2023-07-27,1000.00,0.00,,011,C00379735,,,Cole,Tom,,,,H,OK,04,,,,,,,,
SB23,C00002972,500015762,,,CCM,Curtis For Congress,,,,,,439 New Jersey Ave SE,,Washington,DC,200034034,G2024,,2023-07-18,1000.00,0.00,,011,C00647339,,,CURTIS,JOHN,,,,H,DC,03,,,,,,,,
SB23,C00002972,500015758,,,CCM,David Kustoff For Congress,,,,,,410 1St St SE,Fl 2,Washington,DC,200031867,P2024,,2023-07-18,2000.00,0.00,,011,C00614826,,,KUSTOFF,DAVID,,,,H,TN,08,,,,,,,,
SB23,C00002972,500015749,,,CCM,David Rouzer For Congress,,,,,,220 W Windsor Ave,,Alexandria,VA,223011518,P2024,,2023-07-18,1000.00,0.00,,011,C00501643,,,ROUZER,DAVID,,,,H,DC,07,,,,,,,,
SB23,C00002972,500015719,,,CCM,Debbie Dingell For Congress,,,,,,PO Box 636,,Annandale,VA,220030636,G2024,,2023-07-11,1000.00,0.00,,011,C00558213,,,DINGELL,DEBBIE,,,,H,MI,12,,,,,,,,
SB23,C00002972,500015805,,,CCM,Debbie Dingell For Congress,,,,,,PO Box 636,,Annandale,VA,220030636,P2024,,2023-07-11,500.00,0.00,,011,C00558213,,,DINGELL,DEBBIE,,,,H,MI,12,,,,,,,,
SB23,C00002972,500015726,,,CCM,Delbene For Congress,,,,,,499 S Capitol St SW,Ste 420,Washington,DC,200034027,P2024,,2023-07-11,1000.00,0.00,,011,C00459099,,,DELBENE,SUZAN,,,,H,WA,01,,,,,,,,
SB23,C00002972,500015715,,,CCM,Dr. Raul Ruiz For Congress,,,,,,PO Box 15096,,Washington,DC,200030096,P2024,,2023-07-11,1000.00,0.00,,011,C00502575,,,RUIZ,RAUL,,,,H,DC,36,,,,,,,,
SB23,C00002972,500015711,,,CCM,Elizabeth Pannill Fletcher For Congress,,,,,,6129 Long Meadow Rd,,Mclean,VA,221012312,P2024,,2023-07-06,1000.00,0.00,,011,C00640045,,,Fletcher,Elizabeth,,,,H,TX,07,,,,,,,,
SB23,C00002972,500015770,,,CCM,Finstad For Congress,,,,,,PO Box 923,,New Ulm,MN,560730923,G2024,,2023-07-27,1000.00,0.00,,011,C00807743,,,Finstad,Brad,,,,H,MN,01,,,,,,,,
SB23,C00002972,500015769,,,CCM,Fischbach For Congress,,,,,,2776 S Arlington Mill Dr,# 161,Arlington,VA,222063402,G2024,,2023-07-27,1000.00,0.00,,011,C00717959,,,Fischbach,Michelle,,,,H,MN,07,,,,,,,,
SB23,C00002972,500015751,,,CCM,Friends For Gregory Meeks,,,,,,499 S Capitol St SW,Ste 420,Washington,DC,200034027,P2024,,2023-07-27,1000.00,0.00,,011,C00430991,,,MEEKS,GREGORY,,,,H,NY,05,,,,,,,,
SB23,C00002972,500015753,,,CCM,Friends Of Dave Joyce,,,,,,5827 Colfax Ave,,Alexandria,VA,223111013,P2024,,2023-07-18,1000.00,0.00,,011,C00527457,,,JOYCE,DAVE,,,,H,DC,14,,,,,,,,
SB23,C00002972,500015757,,,CCM,Friends Of Dusty Johnson,,,,,,5827 Colfax Ave,,Alexandria,VA,223111013,P2024,,2023-07-18,1000.00,0.00,,011,C00628917,,,JOHNSON,DUSTY,,,,H,SD,01,,,,,,,,
SB23,C00002972,500015729,,,CCM,Friends Of Jim Clyburn,,,,,,PO Box 12567,,Columbia,SC,292112567,G2024,,2023-07-11,5000.00,0.00,,011,C00255562,,,CLYBURN,JIM,,,,H,SC,06,,,,,,,,
SB23,C00002972,500015728,,,CCM,Friends Of Jim Clyburn,,,,,,PO Box 12567,,Columbia,SC,292112567,P2024,,2023-07-18,1400.00,0.00,,011,C00255562,,,CLYBURN,JIM,,,,H,SC,06,,,,,,,,
SB23,C00002972,500015743,,,CCM,Friends Of Mazie Hirono,,,,,,323 7Th St SE,,Washington,DC,200034307,P2024,,2023-07-18,1000.00,0.00,,011,C00420760,,,HIRONO,MAZIE,,,,S,HI,00,,,,,,,,
