form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB23,C00544908,0014170,,,CCM,Laurel Lee for Congress,,,,,,PO Box 47556,,Tampa,FL,33646,P2024,,2024-04-03,2500.00,,Contribution,011,C00815373,Laurel Lee for Congress,H2FL15241,Lee,Laurel,,,,H,FL,15,,,,,,,,
SB23,C00544908,0014171,,,CCM,Mike Haridopolos for Congress,,,,,,610 S Boulevard,,Tampa,FL,33606,P2024,,2024-05-03,5000.00,,Contribution,011,C00877324,Mike Haridopolos for Congress,H4FL08168,Haridopolos,Mike,,,,H,FL,08,,,,,,,,
SB23,C00544908,0014172,,,CCM,Debbie Wasserman Schultz for Congress,,,,,,1071 Twin Branch Lane,,Weston,FL,33326,G2024,,2024-05-03,5000.00,,Contribution,011,,,H4FL20023,Schultz,Wasserman,,,,H,FL,23,,,,,,,,
SB23,C00544908,0014173,,,CCM,Jim Banks for Congress,,,,,,P.O. Box 11431,,Ft Wayne,IN,46858,P2024,,2024-05-15,2000.00,,Contribution,011,C00577999,Jim Banks for Congress,H6IN03229,Banks,James,,,,H,IN,03,,,,,,,,
SB23,C00544908,0014174,,,CCM,Cole for Congress,,,,,,PO Box 722256,,Norman,OK,73070,P2024,,2024-05-21,2500.00,,Contribution,011,C00379735,Cole for Congress,H2OK04055,Cole,Tom,,,,H,OK,04,,,,,,,,
SB23,C00544908,0014175,,,CCM,Aaron Bean for Congress,,,,,,2460A Mitcham Drive,,Tallahassee,FL,32308,P2024,,2024-05-28,2500.00,,Contribution,011,C00816983,Aaron Bean for Congress,H2FL04211,Bean,Aaron,,,,H,FL,04,,,,,,,,
SB23,C00544908,0014176,,,CCM,Frederica S. Wilson for Congress,,,,,,413 New Jersey Avenue SE,,Washington,DC,20003,P2024,,2024-05-30,500.00,,Contribution,011,,,H0FL17068,Wilson,Frederica,S,,,H,FL,24,,,,,,,,
SB23,C00544908,0014177,,,CCM,Daniel Webster for Congress,,,,,,PO Box 1007,,Webster,FL,33597,P2024,,2024-05-31,2500.00,,Contribution,011,,,H0FL08208,Webster,Daniel,,,,H,FL,11,,,,,,,,
SB23,C00544908,0014377,,,CCM,Frederica S. Wilson for Congress,,,,,,413 New Jersey Avenue SE,,Washington,DC,20003,P2024,,2024-06-13,2000.00,,Contribution,011,,,H0FL17068,Wilson,Frederica,S,,,H,FL,24,,,,,,,,
SB23,C00544908,0014378,,,CCM,Citizens to Elect Rick Larsen,,,,,,PO Box 326,,Everett,WA,98206,P2024,,2024-06-13,2500.00,,Contribution,011,C00345546,Citizens to Elect Rick Larsen,H0WA02080,Larsen,Rick,,,,H,WA,02,,,,,,,,
