form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB23,C00467431,SB23.I105957,,,CCM,SCHMITT FOR SENATE,,,,,,101 W ARGONNE DR,#24,SAINT LOUIS,MO,63122,G2024,,2024-06-04,5000.00,,CONTRIBUTION TO COMMITTEE,,C00775015,,S2MO00544,SCHMITT,ERIC,,,,S,MO,,  ,,,,,,,
SB23,C00467431,SB23.I105959,,,CCM,ELECTGABEEVANS.COM,,,,,,P.O. BOX 350608,,WESTMINSTER,CO,80035,G2024,,2024-06-10,5000.00,,CONTRIBUTION TO COMMITTEE,,C00849844,,H4CO08034,EVANS,TIMOTHY,GABRIEL JOSEPH,,,H,CO,08,  ,,,,,,,
SB23,C00467431,SB23.I105958,,,CCM,FRIENDS OF NEAL DUNN,,,,,,P.O. BOX 10037,,TALLAHASSEE,FL,32302,G2024,,2024-06-10,5000.00,,CONTRIBUTION TO COMMITTEE,,C00582304,,H6FL02208,DUNN,NEAL,PATRICK,,MD,H,FL,02,  ,,,,,,,
SB23,C00467431,SB23.I105960,,,CCM,MARK HARRIS FOR CONGRESS,,,,,,PO BOX 1350,,NORWOOD,NC,28128,G2024,,2024-06-10,5000.00,,CONTRIBUTION TO COMMITTEE,,C00850404,,H4NC08066,HARRIS,MARK,E,,,H,NC,08,  ,,,,,,,
SB23,C00467431,SB23.I105962,,,CCM,STUTZMAN FOR CONGRESS,,,,,,PO BOX 339,,HOWE,IN,467460129,O2024,PRIMARY DEBT,2024-06-10,5000.00,,CONTRIBUTION TO COMMITTEE,,C00838110,,H4IN03174,STUTZMAN,MARLIN,,,,H,IN,03,  ,,,,,,,
SB23,C00467431,SB23.I105956,,,PAC,SOUTHERN STATES PAC,,,,,,POST OFFICE BOX 905,,TUPELO,MS,38802,,,2024-06-10,5000.00,,CONTRIBUTION TO COMMITTEE,,C00778308,,,,,,,,,,,  ,,,,,,,
SB23,C00467431,SB23.I105965,,,PAC,SPACE COAST LEADERSHIP PAC,,,,,,610 S. BOULEVARD,,TAMPA,FL,33606,,,2024-06-10,5000.00,,CONTRIBUTION TO COMMITTEE,,C00877506,,,,,,,,,,,  ,,,,,,,
SB23,C00467431,SB23.I105961,,,CCM,JUDGE JOE MCGRAW FOR CONGRESS,,,,,,P.O. BOX 1451,,ROCKFORD,IL,61105,G2024,,2024-06-14,5000.00,,CONTRIBUTION TO COMMITTEE,,C00851246,,H4IL17101,MCGRAW,JOE,,,,H,IL,17,  ,,,,,,,
SB23,C00467431,SB23.I105963,,,CCM,THE PAT HARRIGAN COMMITTEE,,,,,,P.O. BOX 97275,,RALEIGH,NC,27624,O2024,PRIMARY DEBT,2024-06-25,5000.00,,CONTRIBUTION TO COMMITTEE,,C00802298,,H2NC13243,HARRIGAN,PAT,,,,H,NC,14,  ,,,,,,,
SB23,C00467431,SB23.I105964,,,CCM,TONY GONZALES FOR CONGRESS,,,,,,P.O. BOX 700442,STE 108-488,SAN ANTONIO,TX,78270,O2024,PRI RUNOFF RECOUNT,2024-06-25,5000.00,,CONTRIBUTION TO COMMITTEE,,C00706614,,H0TX35015,GONZALES,ERNEST,ANTHONY TONY,,II,H,TX,23,  ,,,,,,,
