form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB23,C00324483,SB23.14118,,,PAC,Across the Aisle PAC,,,,,,611 Pennsylvania Ave SE,Suite 143,Washington,DC,20003,O2023,NA,2023-12-22,5000.00,,Contribution,011,,,,,,,,,,,,,,,,,,,
SB23,C00324483,SB23.13870,,,PAC,AMERICAN GAS ASSOCIATION POLITICAL ACTION COMMITTEE,,,,,,"400 N. CAPITOL ST., NW",,WASHINGTON,DC,20001,O2023,NA,2023-09-01,5000.00,,Contribution,011,C00007450,,,,,,,,,,,,,,,,,,
SB23,C00324483,SB23.13874,,,CCM,Blake Moore for Congress,,,,,,358 South 700 E B505,,Salt Lake City,UT,84102,G2024,,2023-10-25,2500.00,,Contribution,011,,Blake Moore for Congress,,Moore,Blake,,,,H,UT,01,,,,,,,,
SB23,C00324483,SB23.14073,,,PAC,Blue Nevada PAC,,,,,,4904 Camino Al Norte,#336664,North Las Vegas,NV,89033,O2023,NA,2023-09-22,5000.00,,Contribution,011,,,,,,,,,,,,,,,,,,,
SB23,C00324483,SB23.14122,,,PAC,BUILDING BRIDGES PAC,,,,,,824 S MILLEDGE AVE STE 101,,ATHENS,GA,30605,O2023,NA,2023-12-22,5000.00,,Contribution,011,C00693127,,,,,,,,,,,,,,,,,,
SB23,C00324483,SB23.14119,,,CCM,Capito for West Virginia,,,,,,PO Box 11519,,Charleston,WV,25339,G2024,,2023-12-22,2500.00,,Contribution,011,,Capito for West Virginia,,Capito,Shelly Moore,,,,S,WV,,,,,,,,,
SB23,C00324483,SB23.14072,,,PAC,CHC Bold PAC,,,,,,PO Box 33079,,Washington,DC,20033,O2023,NA,2023-09-22,2500.00,,Contribution,011,,,,,,,,,,,,,,,,,,,
SB23,C00324483,SB23.14080,,,CCM,Cliff Bentz for Congress,,,,,,660 Morgan Ave,,Ontario,OR,97914,P2024,,2023-10-25,2500.00,,Contribution,011,,Cliff Bentz for Congress,,Bentz,Cliff,,,,H,OR,02,,,,,,,,
SB23,C00324483,SB23.13868,,,PAC,CMR POLITICAL ACTION COMMITTEE,,,,,,PO BOX 2485,,SPRINGFIELD,VA,22152,O2023,NA,2023-08-04,2500.00,,Contribution,011,C00469429,,,,,,,,,,,,,,,,,,
SB23,C00324483,SB23.14120,,,PAC,CONGRESSIONAL BLACK CAUCUS PAC,,,,,,PO BOX 75357,,WASHINGTON,DC,20013,O2023,NA,2023-12-22,2500.00,,Contribution,011,C00147512,,,,,,,,,,,,,,,,,,
SB23,C00324483,SB23.13867,,,CCM,Cramer for Senate,,,,,,PO Box 396,,Bismarck,ND,58502,G2024,,2023-07-05,1000.00,,Contribution,011,,Cramer for Senate,,Cramer,Kevin,,,,S,ND,,,,,,,,,
SB23,C00324483,SB23.13872,,,CCM,Curtis for Congress,,,,,,370 East South Temple,Suite 580,Salt Lake City,UT,84111,G2024,,2023-09-22,2500.00,,Contribution,011,,Curtis for Congress,,Curtis,John,,,,H,UT,03,,,,,,,,
SB23,C00324483,SB23.13880,,,CCM,Curtis for Congress,,,,,,370 East South Temple,Suite 580,Salt Lake City,UT,84111,P2024,,2023-11-15,5000.00,,Contribution,011,,Curtis for Congress,,Curtis,John,,,,H,UT,03,,,,,,,,
SB23,C00324483,SB23.13865,,,CCM,Dr. Raul Ruiz for Congress Comte,,,,,,PO Box 3433,,Palm Desert,CA,92261,P2024,,2023-07-05,2500.00,,Contribution,011,,Dr. Raul Ruiz for Congress Comte,,Ruiz,Raul,,Dr.,,H,CA,25,,,,,,,,
SB23,C00324483,SB23.13876,,,CCM,Feenstra for Congress,,,,,,641 2nd St.,,Hull,IA,51239,G2024,,2023-10-25,2500.00,,Contribution,011,,Feenstra for Congress,,Feenstra,Randy,,,,H,IA,04,,,,,,,,
SB23,C00324483,SB23.13878,,,PAC,Fight on PAC,,,,,,1110 Trinity Drive,,Alexandria,VA,22314,O2023,NA,2023-10-25,2500.00,,Contribution,011,,,,,,,,,,,,,,,,,,,
SB23,C00324483,SB23.14086,,,PAC,Freedom Fund,,,,,,824 S. Milledge Ave,Suite 101,Athens,GA,30605,O2023,NA,2023-11-29,2500.00,,Contribution,011,,,,,,,,,,,,,,,,,,,
SB23,C00324483,SB23.14067,,,CCM,Garret Graves for Congress,,,,,,PO Box 64845,,BAton Rouge,LA,70896,G2024,,2023-09-22,2500.00,,Contribution,011,,Garret Graves for Congress,,Graves,Garret,,,,H,LA,06,,,,,,,,
SB23,C00324483,SB23.14128,,,PAC,Go PAC Go,,,,,,824 S. Milledge Ave,Suite 101,Athens,GA,30605,O2023,NA,2023-12-22,1000.00,,Contribution,011,,,,,,,,,,,,,,,,,,,
SB23,C00324483,SB23.14121,,,CCM,Iowans for Zach Nunn,,,,,,PO box 11,,Bondurant,IA,50035,G2024,,2023-12-22,2500.00,,Contribution,011,,Iowans for Zach Nunn,,Nunn,Zach,,,,H,IA,03,,,,,,,,
SB23,C00324483,SB23.14068,,,CCM,Jeff Duncan for Congress,,,,,,PO Box 845,,Laurens,SC,29360,P2024,,2023-08-04,2500.00,,Contribution,011,,Jeff Duncan for Congress,,Duncan,Jeff,,,,H,SC,03,,,,,,,,
SB23,C00324483,SB23.13873,,,PAC,Majority Committee,,,,,,213 Ashby Street,,Alexandria,VA,22305,O2023,NA,2023-09-22,2500.00,,Contribution,011,C00428052,,,,,,,,,,,,,,,,,,
SB23,C00324483,SB23.13882,,,CCM,MIKE LEVIN FOR CONGRESS,,,,,,PO BOX 2112,,CAPISTRANO BEACH,CA,92624,G2022,,2023-11-30,-2500.00,,Uncashed Check,,C00634253,,,,,,,,H,CA,49,,,,,,,,
SB23,C00324483,SB23.13881,,,CCM,Peter Norbeck Leadership PAC,,,,,,PO Box 250,,Pierre,SD,57501,O2023,NA,2023-11-29,5000.00,,Contribution,011,,,,,,,,,,,,,,,,,,,
SB23,C00324483,SB23.13871,,,PAC,POWERPAC,,,,,,701 Pennsylvania Avenue N W,.,Washington,DC,20004,O2023,NA,2023-09-01,5000.00,,Contribution,011,C00095869,,,,,,,,,,,,,,,,,,
SB23,C00324483,SB23.14127,,,PAC,Republican Governance Group/Tuesday Group PAC,,,,,,610 S. Boulevard,,Tampa,FL,33606,O2023,NA,2023-12-22,5000.00,,Contribution,011,,,,,,,,,,,,,,,,,,,
SB23,C00324483,SB23.14126,,,PAC,Republican Mainstreet Partnership PAC,,,,,,410 First Street SE,Ste 200,Washington,DC,20003,O2023,NA,2023-12-22,5000.00,,Contribution,011,,,,,,,,,,,,,,,,,,,
SB23,C00324483,SB23.13875,,,CCM,SIMPSON FOR CONGRESS,,,,,,1487 PARKWAY DRIVE,,BLACKFOOT,ID,83221,G2024,,2023-10-25,2500.00,,Contribution,011,C00331397,SIMPSON FOR CONGRESS,,Simpson,Mike,,,,H,ID,02,,,,,,,,
SB23,C00324483,SB23.13879,,,CCM,SIMPSON FOR CONGRESS,,,,,,1487 PARKWAY DRIVE,,BLACKFOOT,ID,83221,G2024,,2023-11-29,1500.00,,Contribution,011,C00331397,SIMPSON FOR CONGRESS,,Simpson,Mike,,,,H,ID,02,,,,,,,,
SB23,C00324483,SB23.13877,,,CCM,UTAH FIRST PAC,,,,,,370 EAST SOUTH TEMPLE SUITE 580,,SALT LAKE CITY,UT,84111,O2023,NA,2023-10-25,2500.00,,Contribution,011,C00654186,,,,,,,,,,,,,,,,,,
