form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB29,C00324483,SB29.14117,,,COM,Camera for Senate,,,,,,PO Box 25,,Harrisburg,PA,17108,,NA,2023-10-31,500.00,,Contribution,011,,,,,,,,,,,,,,,,,,,
SB29,C00324483,SB29.14084,,,COM,Citizens for McColley,,,,,,15 Lemans Drive,,Napoleaon,OH,43545,,NA,2023-11-03,1500.00,,Contribution,011,,,,,,,,,,,,,,,,,,,
SB29,C00324483,SB29.14108,,,COM,Friends of Bryan Cutler,,,,,,PO Box 624,,Quarryville,PA,17566,,NA,2023-10-31,500.00,,Contribution,011,,,,,,,,,,,,,,,,,,,
SB29,C00324483,SB29.14116,,,COM,Friends of Cris Dush,,,,,,314 Rhoades Lane,,Brooksville,PA,15825,,NA,2023-10-31,500.00,,Contribution,011,,,,,,,,,,,,,,,,,,,
SB29,C00324483,SB29.14113,,,COM,Friends of Devlin Robinson,,,,,,PO Box 81,,Hershey,PA,17033,,NA,2023-10-31,500.00,,Contribution,011,,,,,,,,,,,,,,,,,,,
SB29,C00324483,SB29.14106,,,COM,Friends of Eric Nelson,,,,,,PO Box 43,,New Stanton,PA,15672,,NA,2023-10-31,250.00,,Contribution,011,,,,,,,,,,,,,,,,,,,
SB29,C00324483,SB29.14110,,,COM,Friends of Gene Yaw for Senate,,,,,,PO Box 3246,,Williamsport,PA,17701,,NA,2023-10-31,500.00,,Contribution,011,,,,,,,,,,,,,,,,,,,
SB29,C00324483,SB29.14114,,,COM,Friends of Joe Pittman,,,,,,119 South Third St,,Indiana,PA,15801,,NA,2023-10-31,750.00,,Contribution,011,,,,,,,,,,,,,,,,,,,
SB29,C00324483,SB29.14111,,,COM,Friends of Kim Ward,,,,,,PO Box 83,,Harrisburg,PA,17108,,NA,2023-10-31,750.00,,Contribution,011,,,,,,,,,,,,,,,,,,,
SB29,C00324483,SB29.14109,,,COM,Friends of Martin Causer,,,,,,PO Box 124,,Bradford,PA,16701,,NA,2023-10-31,250.00,,Contribution,011,,,,,,,,,,,,,,,,,,,
SB29,C00324483,SB29.14112,,,COM,Friends of Pat Stefano,,,,,,PO Box 662,,Connellsville,PA,15425,,NA,2023-10-31,500.00,,Contribution,011,,,,,,,,,,,,,,,,,,,
SB29,C00324483,SB29.14115,,,COM,Friends of Scott Martin,,,,,,802 Lightfoot Drive,,Lancaster,PA,17602,,,2023-10-31,500.00,,Contribution,011,,,,,,,,,,,,,,,,,,,
SB29,C00324483,SB29.14105,,,COM,Friends of Tim O'Neal,,,,,,4075 Linglestown Road,PMB 119,Harrisburg,PA,17112,,NA,2023-10-31,500.00,,Contribution,011,,,,,,,,,,,,,,,,,,,
SB29,C00324483,SB29.14104,,,COM,Friends of Tina Pickett,,,,,,PO Box 203,,Wysox,PA,18854,,NA,2023-10-31,500.00,,Contribution,011,,,,,,,,,,,,,,,,,,,
SB29,C00324483,SB29.14075,,,COM,Glenn Jeffries for State Senate,,,,,,PO Box 10,,Red House,WV,25168,O2024,NA,2023-08-04,1000.00,,Contribution,011,,,,,,,,,,,,,,,,,,,
SB29,C00324483,SB29.14089,,,COM,Jim Pillen for Governor,,,,,,4438 Old Mill Court,,Columbus,NE,68601,,NA,2023-10-25,2500.00,,Contribution,011,,,,,,,,,,,,,,,,,,,
SB29,C00324483,SB29.14083,,,COM,Matt Huffman for Ohio,,,,,,4679 Winterset Drive,,Columbus,OH,43220,,NA,2023-11-03,1500.00,,Contribution,011,,,,,,,,,,,,,,,,,,,
SB29,C00324483,SB29.14074,,,COM,Senate Republican Campaign Committee,,,,,,816 Highfield,,Coraopolis,PA,15108,,NA,2023-07-05,250.00,,Contribution,011,,,,,,,,,,,,,,,,,,,
SB29,C00324483,SB29.14107,,,COM,Valerie Gaydos for PA,,,,,,PO Box 515,,Sewickley,PA,15413,,NA,2023-10-31,250.00,,Contribution,011,,,,,,,,,,,,,,,,,,,
SB29,C00324483,SB29.14076,,,COM,West Virginia Republican Legislative Committee,,,,,,PO Box 548,,Charleston,WV,25322,,NA,2023-09-27,5000.00,,Contribution,011,,,,,,,,,,,,,,,,,,,
