form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB23,C00350744,16386289,,,CCM,Gabe Amo For Congress,,,,,,PO Box 40457,,Providence,RI,02940,P2024,,2024-03-07,-1000.00,0.00,Void - Gabe Amo For Congress,011,C00838060,Gabe Amo For Congress,H4RI01265,Amo,Gabe,,Rep.,Jr.,H,RI,01,,,,,,,,Void - Gabe Amo For Congress
SB23,C00350744,16979543,,,PAC,Moderate Democrats PAC (Mod Squad PAC),,,,,,"303 Massachusetts Avenue, NE",,Washington,DC,20002,,,2024-03-26,5000.00,0.00,Contributions to Federal PACS,011,C00436022,,,,,,,,,,,,,,,,,,Contributions to Federal PACS
SB23,C00350744,16979544,,,CCM,Jim Costa For Congress,,,,,,2037 W Bullard Ave,# 355,Fresno,CA,937111200,G2024,,2024-03-26,1000.00,0.00,Contributions to Federal Candidates,011,C00391029,Jim Costa For Congress,H4CA20082,Costa,Jim,,Rep.,,H,CA,21,,,,,,,,Contributions to Federal Candidates
SB23,C00350744,16979546,,,CCM,David Scott For Congress,,,,,,PO Box 960821,,Riverdale,GA,30296,P2024,,2024-03-26,1000.00,0.00,Contributions to Federal Candidates,011,C00369801,David Scott For Congress,H2GA13012,Scott,David,,Rep.,,H,GA,13,,,,,,,,Contributions to Federal Candidates
SB23,C00350744,16979547,,,CCM,Himes For Congress,,,,,,857 Post Road,#312,Fairfield,CT,06824,C2024,Convention2024,2024-03-26,1000.00,0.00,Contributions to Federal Candidates,011,C00434191,Himes For Congress,H8CT04172,Himes,Jim,,Rep.,,H,CT,04,,,,,,,,Contributions to Federal Candidates
SB23,C00350744,16979566,,,CCM,Bill Foster For Congress,,,,,,511 Aurora Avenue,Unit 510,Naperville,IL,60540,G2024,,2024-03-26,1000.00,0.00,Contributions to Federal Candidates,011,C00435099,Bill Foster For Congress,H8IL14067,Foster,Bill,,Rep.,,H,IL,11,,,,,,,,Contributions to Federal Candidates
SB23,C00350744,16979567,,,CCM,Jeffries For Congress,,,,,,PO Box 65322,,Washington,NY,20035,P2024,,2024-03-26,2500.00,0.00,Contributions to Federal Candidates,011,C00503052,Jeffries For Congress,H2NY10092,Jeffries,Hakeem,,Rep.,,H,NY,08,,,,,,,,Contributions to Federal Candidates
SB23,C00350744,16979568,,,CCM,Families For James Lankford,,,,,,PO Box 1639,,Bethany,OK,730081639,P2028,,2024-03-26,1000.00,0.00,Contributions to Federal Candidates,011,C00466482,Families For James Lankford,S4OK00232,Lankford,James,,Sen.,,S,OK,,,,,,,,,Contributions to Federal Candidates
SB23,C00350744,16979570,,,CCM,William Timmons For Congress,,,,,,PO Box 3416,,Greenville,SC,29602,P2024,,2024-03-26,2000.00,0.00,Contributions to Federal Candidates,011,C00668491,William Timmons For Congress,H8SC04250,Timmons,William,,Rep.,IV,H,SC,04,,,,,,,,Contributions to Federal Candidates
SB23,C00350744,16979571,,,CCM,Josh Gottheimer For Congress,,,,,,PO Box 584,,Ridgewood,NJ,07451,P2024,,2024-03-26,1000.00,0.00,Contributions to Federal Candidates,011,C00573949,Josh Gottheimer For Congress,H6NJ05171,Gottheimer,Josh,,Rep.,,H,NJ,05,,,,,,,,Contributions to Federal Candidates
SB23,C00350744,16979573,,,CCM,John Duarte For Congress,,,,,,9460 Tegner Road,,Hilmar,CA,95324,G2024,,2024-03-26,1000.00,0.00,Contributions to Federal Candidates,011,C00808279,John Duarte For Congress,H2CA13131,Duarte,John,,Rep.,,H,CA,13,,,,,,,,Contributions to Federal Candidates
