form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,dissemination_date,expenditure_amount,disbursement_date,calendar_y_t_d_per_election_office,expenditure_purpose_descrip,category_code,payee_cmtte_fec_id_number,support_oppose_code,candidate_id_number,candidate_last_name,candidate_first_name,candidate_middle_name,candidate_prefix,candidate_suffix,candidate_office,candidate_district,candidate_state,completing_last_name,completing_first_name,completing_middle_name,completing_prefix,completing_suffix,date_signed,memo_code,memo_text_description
SE,C00007880,6894049,,,,Elevated Campaigns,,,,,,4507 N. Ravenswood Ave,Suite 103,Chicago,IL,60640,G2024,,2024-09-13,443911.50,2024-09-13,999915.50,Direct mail printing & postage,004,C00412304,S,S6MT00162,Tester,Jon,,Sen.,,S,,MT,Mesack,Greg,,,,2025-01-30,
SE,C00007880,6894050,,,,Elevated Campaigns,,,,,,4507 N. Ravenswood Ave,Suite 103,Chicago,IL,60640,G2024,,2024-09-13,535004.00,2024-09-13,999915.50,Digital advertising production and ad buy,004,C00412304,S,S6MT00162,Tester,Jon,,Sen.,,S,,MT,Mesack,Greg,,,,2025-01-30,
SE,C00007880,6894051,,,,Elevated Campaigns,,,,,,4507 N. Ravenswood Ave,Suite 103,Chicago,IL,60640,G2024,,2024-09-13,8000.00,2024-09-13,999915.50,Website design & hosting,004,C00412304,S,S6MT00162,Tester,Jon,,Sen.,,S,,MT,Mesack,Greg,,,,2025-01-30,
SE,C00007880,6894052,,,,Elevated Campaigns,,,,,,4507 N. Ravenswood Ave,Suite 103,Chicago,IL,60640,G2024,,2024-09-13,13000.00,2024-09-13,999915.50,Text Messages,004,C00412304,S,S6MT00162,Tester,Jon,,Sen.,,S,,MT,Mesack,Greg,,,,2025-01-30,
SE,C00007880,6914664,,,,Sagac Public Affairs LLC,,,,,,316 NW 61st Street,,Oklahoma City,OK,73118,G2024,,2024-09-27,190750.00,2024-09-27,400000.00,Digital advertising production & buy,004,C00607416,S,H6PA08277,Fitzpatrick,Brian,,Rep.,,H,01,PA,Mesack,Greg,,,,2025-01-30,
SE,C00007880,6914675,,,,Sagac Public Affairs LLC,,,,,,316 NW 61st Street,,Oklahoma City,OK,73118,G2024,,2024-09-27,31050.00,2024-09-27,400000.00,Radio production & buy,004,C00607416,S,H6PA08277,Fitzpatrick,Brian,,Rep.,,H,01,PA,Mesack,Greg,,,,2025-01-30,
SE,C00007880,6914676,,,,Sagac Public Affairs LLC,,,,,,316 NW 61st Street,,Oklahoma City,OK,73118,G2024,,2024-09-27,178200.00,2024-09-27,400000.00,Direct mail printing & postage,004,C00607416,S,H6PA08277,Fitzpatrick,Brian,,Rep.,,H,01,PA,Mesack,Greg,,,,2025-01-30,
SE,C00007880,6915025,,,,The Lukens Company,,,,,,2800 Shirlington Rd # 900,,Arlington,VA,22206,G2024,,2024-09-27,253943.98,2024-09-27,400000.00,Direct mail printing & postage,004,C00815415,S,H2NY17162,Lawler,Michael,,Rep.,,H,17,NY,Mesack,Greg,,,,2025-01-30,
SE,C00007880,6915036,,,,The Lukens Company,,,,,,2800 Shirlington Rd # 900,,Arlington,VA,22206,G2024,,2024-09-27,136056.02,2024-09-27,400000.00,Digital ad production & buy,004,C00815415,S,H2NY17162,Lawler,Michael,,Rep.,,H,17,NY,Mesack,Greg,,,,2025-01-30,
SE,C00007880,6915039,,,,The Lukens Company,,,,,,2800 Shirlington Rd # 900,,Arlington,VA,22206,G2024,,2024-09-27,10000.00,2024-09-27,400000.00,Text messages,004,C00815415,S,H2NY17162,Lawler,Michael,,Rep.,,H,17,NY,Mesack,Greg,,,,2025-01-30,
