form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB23,C00164939,SB23.29997,,,CCM,ADRIANO ESPAILLAT FOR CONGRESS,,,,,,P.O. BOX H,,NEW YORK,NY,10034,G2024,,2024-07-01,1000.00,,,,C00701953,ADRIANO ESPAILLAT FOR CONGRESS,H2NY13096,ESPAILLAT,ADRIANO,,,,H,NY,13,,,,,,,,
SB23,C00164939,SB23.30030,,,CCM,AUSTIN SCOTT FOR CONGRESS INC,,,,,,PO BOX 2530,,TIFTON,GA,31793,G2024,,2024-09-06,5000.00,,,,C00482737,AUSTIN SCOTT FOR CONGRESS INC,H0GA08099,SCOTT,JAMES AUSTIN,,,,H,GA,08,,,,,,,,
SB23,C00164939,SB23.30027,,,CCM,BARRASSO VICTORY 2024,,,,,,901 N WASHINGTON ST,SUITE 700,ALEXANDRIA,VA,22314,G2024,,2024-09-06,1000.00,,,,C00764373,BARRASSO VICTORY 2024,S6WY00068,BARRASSO,JOHN A,,,,S,WY,00,,,,,,,,
SB23,C00164939,SB23.30007,,,CCM,BONAMICI FOR CONGRESS,,,,,,PO BOX 1632,,BEAVERTON,OR,97075,G2024,,2024-07-01,1000.00,,,,C00500421,BONAMICI FOR CONGRESS,H2OR01133,BONAMICI,SUZANNE,,,,H,OR,01,,,,,,,,
SB23,C00164939,SB23.29981,,,CCM,BUDDY CARTER FOR CONGRESS,,,,,,PO BOX 10570,,SAVANNAH,GA,31412,G2024,,2024-07-01,1000.00,,,,C00543967,BUDDY CARTER FOR CONGRESS,H4GA01039,CARTER,BU,,,,,,,,,,,,,,
SB23,C00164939,SB23.29974,,,CCM,CANTWELL VICTORY 2024,,,,,,401 2ND AVENUE SOUTH,SUITE 303,SEATTLE,WA,98104,G2024,,2024-07-01,1000.00,,,,C00723189,CANTWELL VICTORY 2024,S8WA00194,CANTWELL,MARIA,,,,S,WA,00,,,,,,,,
SB23,C00164939,SB23.30029,,,CCM,CAPTAIN HIGGINS FOR CONGRESS,,,,,,PO BOX 61747,,LAFAYETTE,LA,70596,G2024,,2024-09-06,1000.00,,,,C00617662,CAPTAIN HIGGINS FOR CONGRESS,H6LA03148,HIGGINS,CAPTAIN CLAY,,,,H,LA,03,,,,,,,,
SB23,C00164939,SB23.30048,,,CCM,CASE FOR CONGRESS,,,,,,"1253 S. BERETANIA ST., #8888",,HONOLULU,HI,96814,G2024,,2024-09-24,1000.00,,,,C00680918,CASE FOR CONGRESS,H2HI02128,CASE,EDWARD E,,,,H,HI,02,,,,,,,,
SB23,C00164939,SB23.30005,,,CCM,CISCOMANI FOR CONGRESS,,,,,,PO BOX 35103,,TUCSON,AZ,85740,G2024,,2024-07-01,1000.00,,,,C00786194,CISCOMANI FOR CONGRESS,H2AZ02360,CISCOMANI,JUAN,,,,H,AZ,06,,,,,,,,
SB23,C00164939,SB23.30003,,,CCM,CITIZENS FOR JOHN RUTHERFORD,,,,,,3030 HARTLEY RD,STE 120,JACKSONVILLE,FL,32257,G2024,,2024-07-01,1000.00,,,,C00615294,CITIZENS FOR JOHN RUTHERFORD,H6FL04105,RUTHERFORD,JOHN,,,,H,FL,04,,,,,,,,
SB23,C00164939,SB23.30018,,,CCM,CITIZENS TO ELECT RICK LARSEN,,,,,,PO BOX 326,,EVERETT,WA,98206,G2024,,2024-07-30,1000.00,,,,C00345546,CITIZENS TO ELECT RICK LARSEN,H0WA02080,LARSEN,RICK,,Rep.,,H,WA,02,,,,,,,,
