form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB21B,C00436998,SB21B.5697,,,ORG,ActBlue,,,,,,PO Box  441146,,Somerville,MA,02144,O2024,,2024-01-28,240.95,,Credit card processing fees,003,,,,,,,,,,,,,,,,,,,
SB21B,C00436998,SB21B.5739,,,ORG,ActBlue,,,,,,PO Box  441146,,Somerville,MA,02144,O2024,,2024-02-25,142.20,,Credit card processing fees,003,,,,,,,,,,,,,,,,,,,
SB21B,C00436998,SB21B.5735,,,ORG,ActBlue,,,,,,PO Box  441146,,Somerville,MA,02144,O2024,,2024-02-29,39.50,,Credit card processing fees,003,,,,,,,,,,,,,,,,,,,
SB21B,C00436998,SB21B.5732,,,ORG,ActBlue,,,,,,PO Box  441146,,Somerville,MA,02144,,,2024-03-10,138.25,,Credit card processing fees,003,,,,,,,,,,,,,,,,,,,
SB21B,C00436998,SB21B.5746,,,ORG,ActBlue,,,,,,PO Box  441146,,Somerville,MA,02144,O2024,,2024-03-31,43.45,,Credit card processing fees,003,,,,,,,,,,,,,,,,,,,
SB21B,C00436998,SB21B.5713,,,ORG,Bank of America,,,,,,PO Box 15731,,Wilmington,DE,19886,O2024,,2024-01-02,336.20,,Credit card processing fees,003,,,,,,,,,,,,,,,,,,,
SB21B,C00436998,SB21B.5716,,,ORG,Bank of America,,,,,,PO Box 15731,,Wilmington,DE,19886,O2024,,2024-01-31,3012.90,,Credit card payment,001,,,,,,,,,,,,,,,,,,,
SB21B,C00436998,SB21B.5716.0,SB21B.5716,SB21B,ORG,The Monocle on Capitol Hill,,,,,,107 D street NE Washington,,Washington,DC,20002,O2024,,2024-01-31,2801.70,,Catering,003,,,,,,,,,,,,,,,,,,X,
SB21B,C00436998,SB21B.5716.1,SB21B.5716,SB21B,ORG,Paraiso,,,,,,1101 Pennsylvania Avenue SE,Unit 1,Washington,DC,20003,O2024,,2024-01-31,211.20,,Catering,003,,,,,,,,,,,,,,,,,,X,
SB21B,C00436998,SB21B.5719,,,ORG,Bank of America,,,,,,PO Box 15731,,Wilmington,DE,19886,O2024,,2024-02-01,187.20,,Credit card processing fees,003,,,,,,,,,,,,,,,,,,,
SB21B,C00436998,SB21B.5722,,,ORG,Bank of America,,,,,,PO Box 15731,,Wilmington,DE,19886,O2024,,2024-02-21,1100.00,,Credit card payment,001,,,,,,,,,,,,,,,,,,,
SB21B,C00436998,SB21B.5722.0,SB21B.5722,SB21B,ORG,Ambar Restaurant,,,,,,523 8th St. SE,,Washington,DC,20003,O2024,,2024-02-21,1100.00,,Catering,003,,,,,,,,,,,,,,,,,,X,
SB21B,C00436998,SB21B.5721,,,ORG,Bank of America,,,,,,PO Box 15731,,Wilmington,DE,19886,O2024,,2024-02-27,1765.90,,Credit card payment,001,,,,,,,,,,,,,,,,,,,
SB21B,C00436998,SB21B.5721.0,SB21B.5721,SB21B,ORG,The Monocle on Capitol Hill,,,,,,107 D street NE Washington,,Washington,DC,20002,O2024,,2024-02-27,765.90,,Catering,003,,,,,,,,,,,,,,,,,,X,
SB21B,C00436998,SB21B.5721.1,SB21B.5721,SB21B,ORG,Paraiso,,,,,,1101 Pennsylvania Avenue SE,Unit 1,Washington,DC,20003,O2024,,2024-02-27,1000.00,,Catering,003,,,,,,,,,,,,,,,,,,X,
SB21B,C00436998,SB21B.5724,,,ORG,Bank of America,,,,,,PO Box 15731,,Wilmington,DE,19886,O2024,,2024-03-01,187.20,,Credit card processing fees,001,,,,,,,,,,,,,,,,,,,
