form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB23,C00000885,49594123,,,PAC,BudWINski PAC,,,,,,600 Pennsylvania Ave SE,#15180,Washington,DC,20003,,,2023-12-06,5000.00,0.00,Contribution,011,C00840462,,,,,,,,,,,,,,,,,,Contribution
SB23,C00000885,49594124,,,COM,Biden Victory Fund,,,,,,430 South Capitol Street SE,,Washington,DC,20003,,,2023-12-06,100000.00,0.00,See memo for allocations,011,,,,,,,,,,,,,,,,,,,See memo for allocations
SB23,C00000885,49594129,,,PTY,DNC Services Corp/Democratic National Committee,,,,,,"430 South Capitol Street, SE",,Washington,DC,20003,,,2023-12-06,15000.00,0.00,Contribution,011,C00010603,,,,,,,,,,,,,,,,,,Contribution
SB23,C00000885,49594130,,,PTY,DNC Services Corp/Democratic National Committee - Building Fund,,,,,,430 South Capitol Street SE,,Washington,DC,20003,,,2023-12-06,35000.00,0.00,Contribution,011,C00010603,,,,,,,,,,,,,,,,,,Contribution
SB23,C00000885,49594131,,,CCM,Suozzi For Congress,,,,,,PO Box 669,,Glen Cove,NY,11542,S2024,Special-General2024,2023-12-06,5000.00,0.00,Contribution,011,C00607200,Suozzi For Congress,H6NY03247,Suozzi,Thomas,,Rep.,,H,NY,03,,,,,,,,Contribution
SB23,C00000885,49594132,,,CCM,Casten For Congress,,,,,,PO Box 132,,Downers Grove,IL,60515,P2024,,2023-12-06,2500.00,0.00,Contribution,011,C00648493,Casten For Congress,H8IL06139,Casten,Sean,,Rep.,,H,IL,06,,,,,,,,Contribution
SB23,C00000885,49594134,,,CCM,Friends Of Dick Durbin Committee,,,,,,PO Box 1949,,Springfield,IL,62705,G2026,,2023-12-06,4500.00,0.00,Contribution,011,C00148999,Friends Of Dick Durbin Committee,S6IL00151,Durbin,Dick,,Sen.,,S,IL,,,,,,,,,Contribution
SB23,C00000885,49594135,,,CCM,Bill Foster For Congress,,,,,,PO Box 9104,,Aurora,IL,60598,P2024,,2023-12-06,2500.00,0.00,Contribution,011,C00435099,Bill Foster For Congress,H8IL14067,Foster,Bill,,Rep.,,H,IL,11,,,,,,,,Contribution
SB23,C00000885,49594137,,,CCM,Darren Soto For Congress,,,,,,PO Box 421349,,Kissimmee,FL,34742,P2024,,2023-12-06,5000.00,0.00,Contribution,011,C00581074,Darren Soto For Congress,H6FL09179,Soto,Darren,,Rep.,,H,FL,09,,,,,,,,Contribution
SB23,C00000885,49594138,,,CCM,Mrvan For Congress,,,,,,PO Box 55,,Crown Point,IN,46308,G2024,,2023-12-06,5000.00,0.00,Contribution,011,C00727529,Mrvan For Congress,H0IN01150,Mrvan,Frank,,Rep.,,H,IN,01,,,,,,,,Contribution
