form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB29,C00000885,49592590,,,COM,IUPAT - Missouri PAC,,,,,,7234 Parkway Drive,,Hanover,MD,21076,,,2023-12-04,2500.00,0.00,Transfer to State PAC,011,,,,,,,,,,,,,,,,,,,Transfer to State PAC
SB29,C00000885,49594133,,,COM,Eileen Burke for State's Attorney,,,,,,220 N. Green Street,,Chicago,IL,60607,,,2023-12-06,5000.00,0.00,"Eileen Burke, State's Attorney - Cook County  IL",011,,,,Burke,Eileen,,,,,,,,,,,,,,"Eileen Burke, State's Attorney - Cook County  IL"
SB29,C00000885,49594136,,,ORG,Maine State Building & Construction Trades Council,,,,,,995 Forest Avenue,,Portland,ME,04103,,,2023-12-06,5000.00,0.00,Contribution to 501(c)(5),011,,,,,,,,,,,,,,,,,,,Contribution to 501(c)(5)
SB29,C00000885,49598088,,,COM,McCaffery for Supreme Court,,,,,,305 Prospect Ave,Unit 311,Bethlehem,PA,18018,,,2023-12-11,5000.00,0.00,Contribution for Debt Retirement,011,,,,McCaffery,Dan,,,,,,,,,,,,,,Contribution for Debt Retirement
SB29,C00000885,49598133,,,COM,Friends of Danilo Burgos,,,,,,1117 W Ontario St.,,Philadelphia,PA,19140,,,2023-12-11,5000.00,0.00,Contribution,011,,,,Burgos,Danilo,,PA Rep.,,,,,,,,,,,,Contribution
SB29,C00000885,49598135,,,COM,McNeill for PA,,,,,,3163 N Front St.,,Whitehall,PA,18052,,,2023-12-11,2500.00,0.00,Contribution,011,,,,McNeill,Jeanne,,PA Rep.,,,,,,,,,,,,Contribution
SB29,C00000885,49598151,,,COM,Dillon for Senate,,,,,,2858 Welsh Road,,Philadelphia,PA,19152,,,2023-12-11,10000.00,0.00,Contribution,011,,,,Dillon,Jimmy,,PA Sen.,,,,,,,,,,,,Contribution
SB29,C00000885,49598178,,,COM,Friends of Joshua Siegel,,,,,,528 N Muhlenberg St.,,Allentown,PA,18104,,,2023-12-11,2500.00,0.00,Contribution,011,,,,Siegel,Joshua,,PA Rep.,,,,,,,,,,,,Contribution
SB29,C00000885,49598180,,,COM,Citizens for Hughes,,,,,,P.O. Box 13031,,Philadephia,PA,19101,,,2023-12-11,20000.00,0.00,Contribution,011,,,,Hughes,Vincent,,PA Sen.,,,,,,,,,,,,Contribution
SB29,C00000885,49598181,,,COM,Citizens for Isaiah Thomas,,,,,,2008 Chestnut Street,Ste. 1R,Philadelphia,PA,19103,,,2023-12-11,12600.00,0.00,"Isaiah Thomas, City Council At-Large - Philadelphia  PA",011,,,,Thomas,Isaiah,,,,,,,,,,,,,,"Isaiah Thomas, City Council At-Large - Philadelphia  PA"
SB29,C00000885,49598182,,,ORG,Real Results for Pennsylvania,,,,,,600 Pennsylvania Ave SE,Ste. 15845,Washington,DC,20003,,,2023-12-11,25000.00,0.00,Contribution,011,,,,,,,,,,,,,,,,,,,Contribution
SB29,C00000885,49615828,,,COM,Friends of Mai Xiong,,,,,,PO Box 5385,,Warren,MI,48080,,,2023-12-14,1000.00,0.00,Contribution,011,,,,Xiong,Mai,,,,,,,,,,,,,,Contribution
SB29,C00000885,49615834,,,COM,Darrin Camilleri for State Senate,,,,,,PO Box 818,,Trenton,MI,48183,,,2023-12-14,500.00,0.00,Contribution,011,,,,Camilleri,Darrin,,MI Sen.,,,,,,,,,,,,Contribution
SB29,C00000885,49615837,,,COM,Friends of DiAndre Jackson,,,,,,5027 W. North Ave.,,Milwaukee,WI,53208,,,2023-12-14,800.00,0.00,"DiAndre Jackson, Alderman - Milwaukee 7th WI",011,,,,Jackson,DiAndre,,,,,,,,,,,,,,"DiAndre Jackson, Alderman - Milwaukee 7th WI"
SB29,C00000885,49615841,,,COM,Vote Kathy for Philly,,,,,,5271 Arlington St.,,Philadelphia,PA,19131,,,2023-12-14,12600.00,0.00,"Kathy Gilmore Richardson, City Council At-Large - Philadelphia  PA",011,,,,Gilmore Richardson,Kathy,,,,,,,,,,,,,,"Kathy Gilmore Richardson, City Council At-Large - Philadelphia  PA"
SB29,C00000885,49615847,,,COM,Friends of Matt Hanson,,,,,,PO Box 1101,,Aurora,IL,60507,,,2023-12-14,500.00,0.00,Contribution,011,,,,Hanson,Matt,,IL Rep.,,,,,,,,,,,,Contribution
SB29,C00000885,49615853,,,COM,Houlihan Campaign Fund,,,,,,2409 Country Club Dr,,Springfield,IL,62704,,,2023-12-14,500.00,0.00,Contribution,011,,,,Houlihan,Bill,,,,,,,,,,,,,,Contribution
SB29,C00000885,49615860,,,COM,Elect Corinne Pierog,,,,,,PO Box 3501,,St. Charles,IL,60174,,,2023-12-14,500.00,0.00,"Corinne Pierog, Board Chairman - Kane County  IL",011,,,,Pierog,Corinne,,,,,,,,,,,,,,"Corinne Pierog, Board Chairman - Kane County  IL"
SB29,C00000885,49615869,,,COM,People for Emanuel Chris Welch,,,,,,1005 W. Roosevelt Road,Ste. D,Westchester,IL,60154,,,2023-12-14,2500.00,0.00,Contribution,011,,,,Welch,Emanuel,,IL Rep.,,,,,,,,,,,,Contribution
SB29,C00000885,49615870,,,COM,Elect Katie Hobbs,,,,,,530 E McDowell Rd,Box. 107-407,Phoenix,AZ,85004,,,2023-12-14,5000.00,0.00,Contribution,011,,,,Hobbs,Katie,,,,,,,,,,,,,,Contribution
