form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB23,C00344234,500044300,,,CCM,Rosen for Nevada,,,,,,PO Box 46110,,Las Vegas,NV,891146110,G2024,,2024-10-24,5000.00,0.00,Contribution,,C00606939,,,Rosen,Jacky,,,,S,NV,,,,,,,,,
SB23,C00344234,500044301,,,CCM,Bob Casey for Senate Inc,,,,,,PO Box 58746,,Philadelphia,PA,191028746,G2024,,2024-10-24,5000.00,0.00,Contribution,,C00431056,,,Casey,Bob,,,,S,PA,00,,,,,,,,
SB23,C00344234,500044351,,,CCM,Jonathan Nez for Congress,,,,,,PO Box 1854,,Flagstaff,AZ,860021854,G2024,,2024-10-25,5000.00,0.00,Contribution,,C00853473,,,Nez,Jonathan,,,,H,AZ,02,,,,,,,,
SB23,C00344234,500044561,,,CCM,Herb Conaway for Congress,,,,,,PO Box 493,,Willingboro,NJ,080460493,G2024,,2024-11-05,5000.00,0.00,Contribution,,C00859496,,,Conaway,Herb,,,,H,NJ,03,,,,,,,,
SB23,C00344234,500044302,,,CCM,Alsobrooks for Senate,,,,,,1101 Mercantile Ln,Ste 100,Upper Marlboro,MD,207745360,G2024,,2024-10-24,5000.00,0.00,Contribution,,C00840017,,,Alsobrooks,Angela,,,,S,MD,00,,,,,,,,
SB23,C00344234,500044352,,,CCM,Tammy Baldwin for Senate,,,,,,PO Box 696,,Madison,WI,537010696,G2024,,2024-10-28,5000.00,0.00,Contribution,,C00326801,,,Baldwin,Tammy,,,,S,WI,,,,,,,,,
SB23,C00344234,500044562,,,CCM,Whitney Fox for Congress,,,,,,PO Box 49344,,Saint Petersburg,FL,337439344,G2024,,2024-11-04,5000.00,0.00,Contribution,,C00854307,,,Fox,Whitney,,,,H,FL,13,,,,,,,,
SB23,C00344234,500044272,,,CCM,Hertel for Michigan,,,,,,PO Box 16037,,Lansing,MI,489016037,G2024,,2024-10-18,5000.00,0.00,Contribution,,C00844480,,,Hertel,Curtis,,,Jr.,H,MI,07,,,,,,,,
SB23,C00344234,500044473,,,PAC,CHC BOLD PAC,,,,,,PO Box 33079,,Washington,DC,200330079,,,2024-10-21,5000.00,0.00,2024 Contribution,,C00365536,CHC BOLD PAC,,,,,,,,,,,,,,,,,
SB23,C00344234,500044273,,,CCM,Missy for Congress,,,,,,PO Box 55418,,Virginia Beach,VA,234719418,G2024,,2024-10-18,5000.00,0.00,Contribution,,C00849836,,,Cotter Smasal,Missy,,,,H,VA,02,,,,,,,,
SB23,C00344234,500044293,,,CCM,Jessica Morse for Congress,,,,,,5445 Madison Ave,,Sacramento,CA,958413111,G2024,,2024-10-22,5000.00,0.00,Contribution,,C00650408,,,Morse,Jessica,,,,H,CA,03,,,,,,,,
SB23,C00344234,500044456,,,CCM,Gallego for Arizona,,,,,,PO Box 1710,,Phoenix,AZ,850011710,G2024,,2024-10-30,5000.00,0.00,Contribution,,C00558627,,,Gallego,Ruben,,,,S,AZ,,,,,,,,,
