form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB21B,C00343574,500743305,,,ORG,ActBlue Technical Services,,,,,,366 Summer St,,Somerville,MA,021443132,G2024,,2024-10-16,2.82,0.00,Credit Card Processing,,,,,,,,,,,,,,,,,,,,
SB21B,C00343574,500749062,,,ORG,ActBlue Technical Services,,,,,,366 Summer St,,Somerville,MA,021443132,,,2024-10-27,2.18,0.00,Credit Card Processing,,,,,,,,,,,,,,,,,,,,
SB21B,C00343574,500749813,,,ORG,ActBlue Technical Services,,,,,,366 Summer St,,Somerville,MA,021443132,,,2024-10-31,3.58,0.00,Credit Card Processing,,,,,,,,,,,,,,,,,,,,
SB21B,C00343574,500751359,,,ORG,ActBlue Technical Services,,,,,,366 Summer St,,Somerville,MA,021443132,,,2024-11-17,1.63,0.00,Credit Card Processing,,,,,,,,,,,,,,,,,,,,
SB21B,C00343574,500753668,,,ORG,ActBlue Technical Services,,,,,,366 Summer St,,Somerville,MA,021443132,,,2024-11-24,0.99,0.00,Credit Card Processing,,,,,,,,,,,,,,,,,,,,
SB21B,C00343574,500738442,,,ORG,Helvetica Good Design LLC,,,,,,452 M St NW,Apt 6,Washington,DC,200014664,G2024,,2024-10-03,5852.64,0.00,Design and production coordination,,,,,,,,,,,,,,,,,,,,
SB21B,C00343574,500739896,,,ORG,Intuit Payment Solutions,,,,,,21215 Burbank Blvd,,Woodland Hills,CA,913677090,,,2024-10-02,20.00,0.00,Credit Card Processing,,,,,,,,,,,,,,,,,,,,
SB21B,C00343574,500754026,,,ORG,Intuit Payment Solutions,,,,,,21215 Burbank Blvd,,Woodland Hills,CA,913677090,,,2024-11-04,20.00,0.00,Credit Card Processing,,,,,,,,,,,,,,,,,,,,
SB21B,C00343574,500738149,,,ORG,"New Blue Interactive, LLC",,,,,,1146 19th St NW,Ste 750,Washington,DC,200363740,,,2024-10-02,1002.50,0.00,New Media Strategy Services,,,,,,,,,,,,,,,,,,,,
SB21B,C00343574,500738603,,,ORG,Rolla Group,,,,,,211 S St NW,,Washington,DC,200011832,,,2024-10-04,3416.19,0.00,Reimbursement: Event venue,,,,,,,,,,,,,,,,,,,,
SB21B,C00343574,500738602,500738603,SB21B,ORG,Carmel Valley Ranch,,,,,,1 Old Ranch Rd,,Carmel,CA,939238551,,,2024-10-03,3416.19,0.00,Event Venue,,,,,,,,,,,,,,,,,,,X,*
SB21B,C00343574,500750211,,,ORG,Rolla Group,,,,,,211 S St NW,,Washington,DC,200011832,,,2024-11-07,3310.36,0.00,Reimbursement: Event beverages and decor,,,,,,,,,,,,,,,,,,,,
SB21B,C00343574,500750207,500750211,SB21B,ORG,BevMo,,,,,,1133 Lincoln Ave,,San Jose,CA,951253002,,,2024-10-19,287.54,0.00,Event beverages,,,,,,,,,,,,,,,,,,,X,*
SB21B,C00343574,500750208,500750211,SB21B,ORG,Spina Farms Pumpkin Patch,,,,,,225 Laguna Ave,,Morgan Hill,CA,95037,,,2024-10-19,1500.00,0.00,Event decor,,,,,,,,,,,,,,,,,,,X,*
SB21B,C00343574,500750209,500750211,SB21B,ORG,Spina Farms Pumpkin Patch,,,,,,225 Laguna Ave,,Morgan Hill,CA,95037,,,2024-10-19,161.00,0.00,Event decor,,,,,,,,,,,,,,,,,,,X,*
SB21B,C00343574,500750210,500750211,SB21B,ORG,Spina Farms Pumpkin Patch,,,,,,225 Laguna Ave,,Morgan Hill,CA,95037,,,2024-10-19,1000.00,0.00,Event decor,,,,,,,,,,,,,,,,,,,X,*
SB21B,C00343574,500750206,500750211,SB21B,ORG,Total Wine & More - Almaden Ranch,,,,,,5140 Cherry Ave,Ste 30,San Jose,CA,951183779,,,2024-10-19,361.82,0.00,Event beverages,,,,,,,,,,,,,,,,,,,X,*
