form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB23,C00590315,F1835F91A9FFFB8FBCD,,,CCM,Friends Of Jim Clyburn,,,,,,PO Box 12567,,Columbia,SC,29211,P2024,,2023-10-17,2500.00,,2024 Primary,011,C00255562,,H2SC02042,Clyburn,James,Enos,,,H,SC,06,,,,,,,,
SB23,C00590315,C2F5ADF407F2674A2DC,,,CCM,Friends Of Schumer,,,,,,192 Lexington Ave,Rm 1001,New York,NY,10016,P2028,,2023-10-17,5000.00,,2028 Primary,011,C00346312,,S8NY00082,Schumer,Charles,E.,,,S,NY,,,,,,,,,
SB23,C00590315,FAC5CE14C70DD140CB9,,,CCM,Hunt For Congress,,,,,,1707 1/2 Post Oak Blvd,# 525,Houston,TX,77056,P2024,,2023-10-17,2000.00,,2024 Primary,011,C00701003,,H0TX07170,Hunt,Wesley,,,,H,TX,38,,,,,,,,
SB23,C00590315,99F2F5FFBC298E41A4F,,,CCM,Jeffries For Congress,,,,,,PO Box 65322,,Washington,DC,20035,P2024,,2023-10-17,2500.00,,2024 Primary,011,C00503052,,H2NY10092,Jeffries,Hakeem,S.,,,H,NY,08,,,,,,,,
SB23,C00590315,3A1D14D581390655D2A,,,CCM,Josh Gottheimer For Congress,,,,,,PO Box 584,,Ridgewood,NJ,07451,P2024,,2023-10-17,4000.00,,2024 Primary,011,C00573949,,H6NJ05171,Gottheimer,Joshua,S.,,,H,NJ,05,,,,,,,,
SB23,C00590315,ECA9EA1490C34881B48,,,CCM,Kay Granger Campaign Fund,,,,,,1701 River Run,Ste 308,Fort Worth,TX,761076547,P2024,,2023-10-17,5000.00,,2024 Primary,011,C00310532,,H6TX12060,Granger,Kay,,,,H,TX,12,,,,,,,,
SB23,C00590315,8524BC7A77A3791F94B,,,CCM,Lisa Blunt Rochester For Congress,,,,,,PO Box 9767,,Wilmington,DE,19809,P2024,,2023-10-17,-1000.00,,2024 Primary,011,C00590778,,H6DE00206,Blunt Rochester,Lisa,,,,H,DE,01,,,,,,,,
SB23,C00590315,A45FCD14FBE04C32432,,,CCM,Lisa Blunt Rochester For Senate,,,,,,PO Box 9767,,Wilmington,DE,19809,P2024,,2023-10-17,1000.00,,2024 Primary,011,C00843391,,S4DE00060,Blunt Rochester,Lisa,,,,S,DE,,,,,,,,,
SB23,C00590315,1D7BB7963602C98A8AE,,,CCM,Manchin For West Virginia,,,,,,PO Box 5202,,Charleston,WV,25361,P2024,,2023-10-17,2000.00,,2024 Primary,011,C00486563,,S0WV00090,Manchin,Joseph,,,III,S,WV,,,,,,,,,
SB23,C00590315,F40896706651A631E11,,,CCM,Marco Rubio For Senate,,,,,,228 S Washington St,Ste 115,Alexandria,VA,22314,P2028,,2023-10-17,1500.00,,2028 Primary,011,C00620518,,S0FL00338,Rubio,Marco,Antonio,,,S,FL,,,,,,,,,
SB23,C00590315,FE78EB2E66AA4DCABCF,,,CCM,Peters For Michigan,,,,,,PO Box 32072,,Detroit,MI,48244,P2026,,2023-10-17,1000.00,,2026 Primary,011,C00437889,,S4MI00355,Peters,Gary,Charles,,,S,MI,,,,,,,,,
SB23,C00590315,EFB1BB1722B60E013C5,,,CCM,Tony Gonzales For Congress,,,,,,PO Box 700442,,San Antonio,TX,78270,P2024,,2023-10-17,1000.00,,2024 Primary,011,C00706614,,H0TX35015,Gonzales,Tony,,,II,H,TX,23,,,,,,,,
