form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB29,C00001636,SB29.64459,,,COM,Brinks for Michigan,,,,,,2060 Osceola Dr. Se,,Grand Rapids,MI,49506,P2026,,2023-03-14,500.00,,"Senate, MI, 29 dst",,,,,,,,,,,,,,,,,,,,
SB29,C00001636,SB29.64483,,,COM,Camilleri for Michigan,,,,,,PO Box 818,,Trenton,MI,48183,P2026,,2023-03-20,250.00,,"Senate, MI, 04 dst",,,,,,,,,,,,,,,,,,,,
SB29,C00001636,SB29.64449,,,COM,Carol Glanville for State Representative,,,,,,Po Box 140976,,Grand Rapids,MI,49514,P2024,,2023-03-14,250.00,,"House, MI, 84 dst",,,,,,,,,,,,,,,,,,,,
SB29,C00001636,SB29.64479,,,COM,Citizens for Laura M. Murphy,,,,,,PO Box 13,,Des Plaines,IL,60016,P2024,,2023-03-20,500.00,,"Senate, IL, 28 dst",,,,,,,,,,,,,,,,,,,,
SB29,C00001636,SB29.64451,,,COM,Committee to Elect Natalie Price,,,,,,2428 Phillips Avenue,,Berkley,MI,48072,P2024,,2023-03-14,250.00,,"House, MI, 05 dst",,,,,,,,,,,,,,,,,,,,
SB29,C00001636,SB29.64461,,,COM,CTE Donavan McKinney for State Representative,,,,,,1754 East Outer Dr.,,Detroit,MI,48324,P2024,,2023-03-14,250.00,,"House, MI, 14 dst",,,,,,,,,,,,,,,,,,,,
SB29,C00001636,SB29.64453,,,COM,CTE Jim Haadsma,,,,,,146 S. Lincoln Blvd.,,Battle Creek,MI,49015,P2024,,2023-03-14,500.00,,"House, MI, 44 dst",,,,,,,,,,,,,,,,,,,,
SB29,C00001636,SB29.64433,,,COM,Democratic Party of Illinois,,,,,,PO Box 641466,,Chicago,IL,60664,P2024,,2023-03-09,2500.00,,"Democratic Party of Illinois, IL,",,,,,,,,,,,,,,,,,,,,
SB29,C00001636,SB29.64502,,,COM,Drulis for Assembly,,,,,,PO Box 97,,Ringoes,NJ,08551,P2023,,2023-03-27,1000.00,,"Assembly, NJ, 16 dst",,,,,,,,,,,,,,,,,,,,
SB29,C00001636,SB29.64478,,,COM,Friends for Moylan,,,,,,P.o. Box 204,,Des Plaines,IL,60016,P2024,,2023-03-20,500.00,,"House, IL, 55 dst",,,,,,,,,,,,,,,,,,,,
SB29,C00001636,SB29.64493,,,COM,Friends of Lamont Bagby,,,,,,PO Box 15512,,Richmond,VA,23227,P2023,,2023-03-24,250.00,,"Senate, VA, 14 dst",,,,,,,,,,,,,,,,,,,,
