form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB29,C00648808,500037753,,,ORG,"Printful, Inc.",,,,,,11025 Westlake Dr,,Charlotte,NC,282733782,,,2024-10-17,33.24,0.00,Fundraising Printing,,,,,,,,,,,,,,,,,,,,Non-Contribution Account
SB29,C00648808,500037757,,,ORG,ActBlue Technical Services,,,,,,366 Summer St,,Somerville,MA,021443132,,,2024-10-20,2.97,0.00,Merchant Fees,,,,,,,,,,,,,,,,,,,,Non-Contribution Account
SB29,C00648808,500036413,,,ORG,Mile 22 LLC,,,,,,705 E 70Th Ter,,Kansas City,MO,641311322,G2024,,2024-10-21,2500.00,0.00,Digital Ad Design,,C00580100,,,TRUMP,DONALD,J.,,,P,,,,,,,,,,Non-Contribution Account
SB29,C00648808,500037766,,,ORG,Mile 22 LLC,,,,,,705 E 70Th Ter,,Kansas City,MO,641311322,G2024,,2024-10-21,1500.00,0.00,Digital Ad Design,,C00580100,,,TRUMP,DONALD,J.,,,P,,,,,,,,,,Non-Contribution Account
SB29,C00648808,500037754,,,ORG,"Printful, Inc.",,,,,,11025 Westlake Dr,,Charlotte,NC,282733782,,,2024-10-21,34.49,0.00,Fundraising Printing,,,,,,,,,,,,,,,,,,,,Non-Contribution Account
SB29,C00648808,500037755,,,ORG,Printify,,,,,,814 Mission St,,San Francisco,CA,941033018,,,2024-10-21,9.78,0.00,Printing Expenses,,,,,,,,,,,,,,,,,,,,Non-Contribution Account
SB29,C00648808,500037764,,,ORG,SquareSpace,,,,,,225 Varick St,Fl 12,New York,NY,100144383,,,2024-10-21,21.20,0.00,Web Hosting,,,,,,,,,,,,,,,,,,,,Non-Contribution Account
SB29,C00648808,500037756,,,ORG,Wix.Com,,,,,,235 W 23Rd St,,New York,NY,100112371,,,2024-10-21,89.04,0.00,Web Hosting,,,,,,,,,,,,,,,,,,,,Non-Contribution Account
SB29,C00648808,500037765,,,ORG,Printify,,,,,,814 Mission St,,San Francisco,CA,941033018,,,2024-10-22,45.00,0.00,Printing Expenses,,,,,,,,,,,,,,,,,,,,Non-Contribution Account
SB29,C00648808,500037749,,,ORG,PinPros Inc,,,,,,573 N Main St,,Kaysville,UT,840371137,,,2024-10-23,508.68,0.00,Pins,,,,,,,,,,,,,,,,,,,,Non-Contribution Account
SB29,C00648808,500037751,,,ORG,US Postal Service,,,,,,475 Lenfant Plz SW,,Washington,DC,202600004,,,2024-10-23,0.95,0.00,Postage,,,,,,,,,,,,,,,,,,,,Non-Contribution Account
SB29,C00648808,500037763,,,ORG,ActBlue Technical Services,,,,,,366 Summer St,,Somerville,MA,021443132,,,2024-10-27,4.35,0.00,Merchant Fees,,,,,,,,,,,,,,,,,,,,Non-Contribution Account
