form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB29,C00387282,SB29.8618,,,CCM,Friends of Jay Edwards,,,,,,35950 Union Ridge Rd,,Albany,OH,45710,G2023,,2023-09-18,500.00,,Contribution,011,,Friends of Jay Edwards,,Edwards,Jay,,,,H,OH,94,,,,,,,,
SB29,C00387282,SB29.8629,,,CCM,Friends of Scott Lipps,,,,,,3757 Mclean Road,,Franklin,OH,45005,G2023,,2023-12-12,350.00,,Contribution,011,,Friends of Scott Lipps,,Lipps,Scott,,,,H,OH,62,,,,,,,,
SB29,C00387282,SB29.8620,,,CCM,Friends of Tom Patton,,,,,,17157 Rabbit Run Dr.,,Strongsville,OH,44136,G2023,,2023-09-18,500.00,,Contribution,011,,Friends of Tom Patton,,PATTON,TOM,,,,H,OH,07,,,,,,,,
SB29,C00387282,SB29.8615,,,CCM,Hackett for Ohio,,,,,,2050 Palouse Drive,,London,OH,43140,G2023,,2023-08-16,400.00,,Contribution,011,,Hackett for Ohio,,Hackett,Bob,,,,S,OH,10,,,,,,,,
SB29,C00387282,SB29.8628,,,CCM,LeRe For Ohio,,,,,,4679 Winterset Dr,,Columbus,OH,43220,G2023,,2023-08-29,250.00,,Contribution,011,,LeRe For Ohio,,,,,,,H,OH,73,,,,,,,,
SB29,C00387282,SB29.8624,,,CCM,Ohio House Republican Alliance,,,,,,4679 Winterset Drive,,Columbus,OH,43220,G2023,,2023-12-05,350.00,,Contribution,011,,Ohio House Republican Alliance,,,,,,,,,,,,,,,,,
SB29,C00387282,SB29.8599,,,ORG,Paymentech LLC,,,,,,14221 Dallas Parkway,,Dallas,TX,75254,,,2023-11-02,133.02,,Credit Card Fee,001,,,,,,,,,,,,,,,,,,,
SB29,C00387282,SB29.8601,,,ORG,Paymentech LLC,,,,,,14221 Dallas Parkway,,Dallas,TX,75254,,,2023-12-04,29.76,,Credit Card Fee,001,,,,,,,,,,,,,,,,,,,
SB29,C00387282,SB29.8621,,,CCM,Romanchuk For Ohio,,,,,,4629 Winterset Drive,,Columbus,OH,43220,G2023,,2023-09-22,400.00,,Contribution,011,,Romanchuk For Ohio,,Romanchuk,Mark,J,,,S,OH,22,,,,,,,,
SB29,C00387282,SB29.8626,,,CCM,Romanchuk For Ohio,,,,,,4629 Winterset Drive,,Columbus,OH,43220,G2023,,2023-12-06,500.00,,Contribution,011,,Romanchuk For Ohio,,Romanchuk,Mark,J,,,S,OH,22,,,,,,,,
SB29,C00387282,SB29.8622,,,CCM,Stephens for Ohio,,,,,,4679 Winterset Drive,,Columbus,OH,43220,G2023,,2023-11-27,1000.00,,Contribution,011,,Stephens for Ohio,,Stephens,Jason,,,,H,OH,93,,,,,,,,
SB29,C00387282,SB29.8616,,,CCM,Tim Barhorst for Ohio,,,,,,4679 Winterset Drive,,Columbus,OH,43220,G2023,,2023-08-16,250.00,,Contribution,011,,Tim Barhorst for Ohio,,Barhorst,Tim,,,,H,OH,85,,,,,,,,
