form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB21B,C00508440,500690383,,,ORG,Human Rights Campaign,,,,,,1640 Rhode Island Ave NW,,Washington,DC,200363200,,,2024-10-19,6720.00,0.00,Fundraising Event Expense,,,,,,,,,,,,,,,,,,,,"Original Vendor: Fairmont, 950 Mason St, San Francisco, CA 94108"
SB21B,C00508440,500690382,,,ORG,Human Rights Campaign,,,,,,1640 Rhode Island Ave NW,,Washington,DC,200363200,,,2024-10-26,833.00,0.00,Fundraising Event Expense,,,,,,,,,,,,,,,,,,,,Original Vendor: Dana Goldberg 465 N. Curson LA CA 90036
SB21B,C00508440,500690384,,,ORG,Human Rights Campaign,,,,,,1640 Rhode Island Ave NW,,Washington,DC,200363200,,,2024-10-26,2820.00,0.00,Fundraising Event Expense,,,,,,,,,,,,,,,,,,,,"Original Vendor: Hyatt, 315 Chestnut St, St. Louis MO 63102"
SB21B,C00508440,500692038,,,ORG,Human Rights Campaign,,,,,,1640 Rhode Island Ave NW,,Washington,DC,200363200,,,2024-11-06,7246.27,0.00,Credit card processing fees,,,,,,,,,,,,,,,,,,,,
SB21B,C00508440,500692259,,,ORG,Human Rights Campaign,,,,,,1640 Rhode Island Ave NW,,Washington,DC,200363200,,,2024-11-07,2789.98,0.00,Legal fees,,,,,,,,,,,,,,,,,,,,
SB21B,C00508440,500692826,,,ORG,Human Rights Campaign,,,,,,1640 Rhode Island Ave NW,,Washington,DC,200363200,,,2024-11-09,3412.62,0.00,Fundraising Event Expense,,,,,,,,,,,,,,,,,,,,"Original Vendor: Fairmont, 200 N Columbus Dr, Chicago IL 60601"
SB21B,C00508440,500692828,,,ORG,Human Rights Campaign,,,,,,1640 Rhode Island Ave NW,,Washington,DC,200363200,,,2024-11-09,833.00,0.00,Fundraising Event Expense,,,,,,,,,,,,,,,,,,,,Original Vendor: Dana Goldberg 465 N. Curson LA CA 90036
SB21B,C00508440,500692844,,,ORG,Human Rights Campaign,,,,,,1640 Rhode Island Ave NW,,Washington,DC,200363200,,,2024-11-19,2779.09,0.00,Credit card processing fees,,,,,,,,,,,,,,,,,,,,
SB21B,C00508440,500692827,,,ORG,Human Rights Campaign,,,,,,1640 Rhode Island Ave NW,,Washington,DC,200363200,,,2024-11-23,1800.00,0.00,Fundraising Event Expense,,,,,,,,,,,,,,,,,,,,"Original Vendor: Hyatt, 601 Loyola Ave, New Orleans LA 70113"
SB21B,C00508440,5714749I,5714749,SA11AI,ORG,Human Rights Campaign,,,,,,1640 Rhode Island Ave NW,,Washington,DC,200363200,,,2024-11-25,951.76,0.00,Administrative Support,,,,,,,,,,,,,,,,,,,,* In-Kind Received
SB21B,C00508440,500690757,,,ORG,Miles Strategies LLC,,,,,,1319 T St NW,,Washington,DC,200094438,,,2024-10-30,20000.00,0.00,Strategy Consulting,,,,,,,,,,,,,,,,,,,,
