form_type,filer_committee_id_number,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,expenditure_date,expenditure_purpose_descrip,beneficiary_committee_name,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,category_code,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,election_code,election_other_description,expenditure_amount,semi_annual_refunded_bundled_amt,memo_code,memo_text_description,image_number,beneficiary_committee_fec_id
SB29,C00380956,MOONEY ALEXANDER X FOR US SENATE,,,,,,188 HUNTFIELD LN,,CHARLES TOWN,WV,25414,2024-04-03,CONTRIBUTION,,,,,,,,S,WV,,P,,2500.00,,,,202407080300473569
SB29,C00380956,EARLEY JOSEPH FOR US CONGRESS,,,,,,42 JUNIPER DR,,BRIDGEPORT,WV,26330,2024-04-03,CONTRIBUTION,,,,,,,,H,WV,2,P,,500.00,,,,202407080300473569
SB29,C00380956,"MCCUSKEY JOHN ""JB"" FOR WV ATTORNEY GENERAL ",,,,,,1440 LOUDAN HTS RD,,CHARLESTON,WV,25314,2024-04-03,CONTRIBUTION,,,,,,,,,WV,,P,,500.00,,,,202407080300473571
SB29,C00380956,MORRISEY PATRICK J FOR WV GOVERNOR,,,,,,126 REBELS ROOST COURT,,HARPERS FERRY ,WV,25425,2024-04-03,CONTRIBUTION,,,,,,,,,WV,,P,,2500.00,,,,202407080300473574
SB29,C00380956,SMITH RANDY E FOR WV SENATE,,,,,,442 FREELAND CROSSCUT RD,,TERRA ALTA ,WV,26764,2024-04-03,CONTRIBUTION,,,,,,,,S,WV,14,P,,250.00,,,,202407080300473572
SB29,C00380956,BLAIR CRAIG FOR WV SENATE,,,,,,47 WASSER DR,,MARTINSBURG,WV,25403,2024-04-03,CONTRIBUTION,,,,,,,,S,WV,15,P,,250.00,,,,202407080300473572
SB29,C00380956,MARONEY MIKE FOR WV SENATE,,,,,,509 WHEELING AVE,,GLEN DALE,WV,26038,2024-04-03,CONTRIBUTION,,,,,,,,S,WV,2,P,,250.00,,,,202407080300473571
SB29,C00380956,RUCKER PATRICIA FOR WV SENATE,,,,,,PO BOX 507,,HARPERS FERRY,WV,25425,2024-04-03,CONTRIBUTION,,,,,,,,S,WV,16,P,,250.00,,,,202407080300473573
SB29,C00380956,HANSHAW ROGER FOR WV HOUSE OF DELEGATES,,,,,,5035 WALLBACK RD,,WALLBACK,WV,25285,2024-04-03,CONTRIBUTION,,,,,,,,H,WV,62,P,,500.00,,,,202407080300473574
SB29,C00380956,TRUMP DONALD J FOR US PRESIDENT,,,,,,PO BOX 13570,,ARLINGTON,VA,22219,2024-04-03,CONTRIBUTION,,,,,,,,P,,,P,,5000.00,,,,202407080300473569
SB29,C00380956,SWOPE CHANDLER FOR WV SENATE,,,,,,702 THREE SPRINGS DR,,BLUEFIELD,WV,24701,2024-04-03,CONTRIBUTION,,,,,,,,S,WV,6,P,,250.00,,,,202407080300473571
SB29,C00380956,KARNES ROBERT L FOR WV SENATE,,,,,,22253 ADOLPH RD,,HELVETIA,WV,26224,2024-04-03,CONTRIBUTION,,,,,,,,S,WV,11,P,,250.00,,,,202407080300473572
SB29,C00380956,PHILLIPS CHRIS FOR WV HOUSE OF DELEGATES,,,,,,742 SAWMILL RD,,BUCKHANNON,WV,26201,2024-04-03,CONTRIBUTION,,,,,,,,H,WV,68,P,,200.00,,,,202407080300473575
SB29,C00380956,JENNINGS D ROLLAND FOR WV HOUSE OF DELEGATES,,,,,,2366 EVANSVILLE PIKE,,THORTON,WV,26440,2024-04-03,CONTRIBUTION,,,,,,,,H,WV,84,P,,200.00,,,,202407080300473575
SB29,C00380956,FORSHT DON FOR WV HOUSE OF DELEGATES,,,,,,PO BOX 218,,GERRARDSTOWN,WV,25420,2024-04-03,CONTRIBUTION,,,,,,,,H,WV,91,P,,200.00,,,,202407080300473575
SB29,C00380956,WARNER KRIS FOR WV SECRETARY OF STATE,,,,,,4106 VIRGINIA AVE SE,,CHARLESTON,WV,25304,2024-04-03,CONTRIBUTION,,,,,,,,,WV,,P,,500.00,,,,202407080300473569
SB29,C00380956,HOUSEHOLDER ERIC L FOR WV AUDITOR,,,,,,212 SNOOKS LN,,MARTINSBURG,WV,25405,2024-04-03,CONTRIBUTION,,,,,,,,,WV,,P,,500.00,,,,202407080300473570
SB29,C00380956,LEONHARDT KENT FOR WV COMMISSIONER OF AG,,,,,,616 HAPPY LN,,FAIRVIEW,WV,26570,2024-04-03,CONTRIBUTION ,,,,,,,,,WV,,P,,500.00,,,,202407080300473570
SB29,C00380956,CAMPBELL JEFF FOR WV HOUSE OF DELEGATES,,,,,,144 OLD OAK LN ,,LEWISBURG,WV,24901,2024-04-03,CONTRIBUTION,,,,,,,,H,WV,46,P,,250.00,,,,202407080300473574
SB29,C00380956,NELSON ERIC FOR WV SENATE,,,,,,PO BOX 186,,CHARLESTON,WV,25321,2024-04-03,CONTRIBUTION,,,,,,,,S,WV,17,P,,250.00,,,,202407080300473573
SB29,C00380956,ESPINOSA PAUL FOR WV SENATE,,,,,,107 HANCOCK COURT,,CHARLES TOWN,WV,25414,2024-04-03,CONTRIBUTION,,,,,,,,S,WV,16,P,,250.00,,,,202407080300473573
