form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB23,C00009282,B870127,,,CCM,Ciscomani for Congress,,,,,,P.O. Box 35103,,Tucson,AZ,85740,P2024,,2024-06-04,2000.00,,Contribution,011,C00786194,,H2AZ02360,Ciscomani,Juan,,,,H,AZ,06,,,,,,,,
SB23,C00009282,B870195,,,CCM,Friends of McCormick,,,,,,PO Box 134,,Suwanee,GA,30024,P2024,,2024-06-04,-1000.00,,Contribution,011,C00706747,,H0GA07273,McCormick,Richard,D,,MD,H,GA,07,,,,,,,,Voided original disbursement made on 4/17/24
SB23,C00009282,B870130,,,CCM,Lori Chavez-Deremer for Congress,,,,,,13203 Se 172nd Ave Ste 166 #399,,Happy Valley,OR,97086,G2024,,2024-06-04,2000.00,,Contribution,011,C00784520,,H2OR05209,Chavez-Deremer,Lori,,,,H,OR,05,,,,,,,,
SB23,C00009282,B870129,,,CCM,Westerman for Congress,,,,,,P.O. Box 21097,,Hot Springs,AR,71903,G2024,,2024-06-04,2000.00,,Contribution,011,C00548180,,H4AR04048,Westerman,Bruce,,,,H,AR,04,,,,,,,,
SB23,C00009282,B870131,,,CCM,Womack for Congress Committee,,,,,,PO Box 508,,Rogers,AR,72757,G2024,,2024-06-04,2000.00,,Contribution,011,C00477745,,H0AR03055,Womack,Steve,,,,H,AR,03,,,,,,,,
SB23,C00009282,B873517,,,CCM,Friends of Raja for Congress,,,,,,PO Box 681202,,Schaumburg,IL,60168,G2024,,2024-06-11,1000.00,,Contribution,011,C00575092,,H6IL08147,Krishnamoorthi,S. Raja,,,,H,IL,08,,,,,,,,
SB23,C00009282,B870150,,,CCM,Jonathan Jackson for Congress,,,,,,PO Box 15333,,Chicago,IL,60615,G2024,,2024-06-11,1000.00,,Contribution,011,C00802603,,H2IL01349,Jackson,Jonathan,,,,H,IL,01,,,,,,,,
SB23,C00009282,B852822,,,CCM,Quigley for Congress,,,,,,3223 N. Sheffield Suite B,,Chicago,IL,60657,P2024,,2024-06-18,-2000.00,,Contribution,011,C00457556,,H0IL05096,Quigley,Mike,,,,H,IL,05,,,,,,,,Voided: Original disbursement dated 8/18/2023
SB23,C00009282,B870126,,,PAC,Alamo PAC,,,,,,919 Congress Ave Suite 1400,,Austin,TX,78701,O2024,Not Applicable,2024-06-20,5000.00,,Contribution,011,C00387464,,,,,,,,,, ,,,,,,,,
SB23,C00009282,B876768,,,CCM,Pete Stauber for Congress,,,,,,23 West Central Entrance,,Duluth,MN,55811,P2024,,2024-06-25,2000.00,,Contribution,011,C00650697,,H8MN08043,Stauber,Pete,,,,H,MN,08,,,,,,,,
SB23,C00009282,B877036,,,PAC,Arkansas for Leadership Political Action Committee,,,,,,PO Box 1672,,Alexandria,VA,22313,O2024,Not Applicable,2024-06-27,5000.00,,Contribution,011,C00413948,,,,,,,,,, ,,,,,,,,
