form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB29,C00395533,SB29.41092,,,CCM,Adams for Senate,,,,,,PO Box 62072,,Virginia Beach,VA,23466,G2023,,2023-09-25,500.00,,Campaign Contribution,011,,Adams for Senate,,Adams,Kevin,,,,,,,,,,,,,,
SB29,C00395533,SB29.41123,,,CCM,Bill Stanley for Senate,,,,,,13508 Booker T. Washington Hwy.,,Moneta,VA,24121,G2023,,2023-09-25,250.00,,Campaign Contribution,011,,Bill Stanley for Senate,,Stanley,Bill,,,,,,,,,,,,,,
SB29,C00395533,SB29.40992,,,CCM,Bill Wiley for Delegate,,,,,,3626 Apple Pie Ridge Rd.,,Winchester,VA,22603,G2023,,2023-09-25,250.00,,Campaign Contribution,011,,Bill Wiley for Delegate,,,,,,,,,,,,,,,,,
SB29,C00395533,SB29.41012,,,CCM,Buddy Fowler for Delegate,,,,,,13029 Old Ridge Rd.,,Beaverdam,VA,23015,G2023,,2023-09-25,250.00,,Campaign Contribution,011,,Buddy Fowler for Delegate,H4NC05146,FOXX,VIRGINIA,,,,H,NC,05,,,,,,,,
SB29,C00395533,SB29.41129,,,CCM,Christie new Craig for Senate,,,,,,621 Valor Ct.,,Chesapeake,VA,23322,G2023,,2023-09-25,250.00,,Campaign Contribution,011,,Christie new Craig for Senate,,Craig,Christie New,,,,,,,,,,,,,,
SB29,C00395533,SB29.41075,,,CCM,Diggs for Senate,,,,,,PO Box 1,,Yorktown,VA,23690,G2024,,2023-09-25,500.00,,Campaign Contribution,011,,Diggs for Senate,,,,,,,,,,,,,,,,,
SB29,C00395533,SB29.41045,,,CCM,Dillender for Delegate,,,,,,PO Box 6096,,Suffolk,VA,23433,G2023,,2023-09-25,500.00,,Campaign Contribution,011,,Dillender for Delegate,,,,,,,,,,,,,,,,,
SB29,C00395533,SB29.40980,,,CCM,Earley for Delegate,,,,,,"14241 Midlothian Tpke, #140",,Midlothian,VA,23113,G2023,,2023-09-25,250.00,,Campaign Contributio,,,Earley for Delegate,,,,,,,,,,,,,,,,,
SB29,C00395533,SB29.41025,,,CCM,Elect Bloxom for Delegate,,,,,,PO Box 27,,Mappsville,VA,23407,G2023,,2023-09-25,250.00,,Campaign Contribution,011,,Elect Bloxom for Delegate,,Bloxom,Robert,,,Jr.,,,,,,,,,,,
SB29,C00395533,SB29.40996,,,CCM,Ellen Campbell for Delegate,,,,,,PO Box 366,,Fairfield,VA,24435,G2023,,2023-09-25,250.00,,Campaign Contribution,011,,Ellen Campbell for Delegate,,,,,,,,,,,,,,,,,
SB29,C00395533,SB29.40976,,,CCM,Friends of Amanda Batten,,,,,,PO Box 194,,Norge,VA,23127,G2023,,2023-09-25,250.00,,Campaign Contribution,011,,Friends of Amanda Batten,,Batten,Amanda,,,,,,,,,,,,,,
SB29,C00395533,SB29.41070,,,CCM,Friends of Andy Pittman,,,,,,100 E Ocean View Ave.,Apt. 1109,Norfolk,VA,23503,G2023,,2023-09-25,500.00,,Campaign Contribution,011,,Friends of Andy Pittman,,,,,,,,,,,,,,,,,
SB29,C00395533,SB29.41101,,,CCM,Friends of Baxter Ennis,,,,,,403 Las Gaviotas Blvd.,,Chesapeake,VA,23322,G2023,,2023-09-25,250.00,,Campaign Contribution,,,Friends of Baxter Ennis,,Ennis,Baxter,,,,,,,,,,,,,,
SB29,C00395533,SB29.41132,,,CCM,Friends of Bill DeSteph for Senate,,,,,,588 Central Dr.,,Virginia Beach,VA,23454,G2023,,2023-09-25,250.00,,Campaign Contribution,011,,Friends of Bill DeSteph for Senate,,DeSteph,Bill,,,,,,,,,,,,,,
SB29,C00395533,SB29.41052,,,CCM,Friends of Chris Obenshain,,,,,,PO Box 10041,,Blacksburg,VA,24060,P2024,,2023-09-25,500.00,,Campaign Contribution,011,,Friends of Chris Obenshain,,,,,,,,,,,,,,,,,
SB29,C00395533,SB29.41058,,,CCM,Friends of David Owen,,,,,,830 Woodcove Ct.,,Manakin Sabot,VA,23103,G2023,,2023-09-25,500.00,,Campaign Contribution,011,,Friends of David Owen,,,,,,,,,,,,,,,,,
SB29,C00395533,SB29.41083,,,CCM,Friends of Emily Brewer,,,,,,PO Box 5,,Smithfield,VA,23431,G2023,,2023-09-25,500.00,,Campaign Contribution,011,,Friends of Emily Brewer,,,,,,,,,,,,,,,,,
