form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB29,C00208249,SB29.17030,,,CCM,Alex Riley for State Representative,,,,,,3555 S. Parkhill Avenue,,Springfield,MO,65807,P2024,,2023-08-14,1000.00,,,,,,,,,,,,,,,,,,,,,,
SB29,C00208249,SB29.17031,,,COM,American Dream PAC,,,,,,217 E. Capitol Avenue,,Jefferson City,MO,65101,P2024,,2023-09-14,825.00,,,,,,,,,,,,,,,,,,,,,,
SB29,C00208249,SB29.17032,,,COM,AR Wins PAC,,,,,,P.O. Box 85,,Cave Springs,AR,72718,P2024,,2023-08-14,1000.00,,,,,,,,,,,,,,,,,,,,,,
SB29,C00208249,SB29.17033,,,CCM,Ben Brown for Missouri,,,,,,PO Box 1521,,Washington,MO,63090,P2024,,2023-08-14,500.00,,,,,,,,,,,,,,,,,,,,,,
SB29,C00208249,SB29.17034,,,CCM,Brad Christ for Missouri,,,,,,10645 Hackamore Lane,,St. Louis,MO,63128,P2024,,2023-08-14,500.00,,,,,,,,,,,,,,,,,,,,,,
SB29,C00208249,SB29.17035,,,CCM,Brian Evans for State Representative,,,,,,P.O. Box 1365,,Cabot,AR,72023,P2024,,2023-08-14,500.00,,,,,,,,,,,,,,,,,,,,,,
SB29,C00208249,SB29.17036,,,CCM,Burger for Missouri,,,,,,PO Box 453,,Benton,MO,63736,P2024,,2023-12-01,250.00,,,,,,,,,,,,,,,,,,,,,,
SB29,C00208249,SB29.17037,,,CCM,Carl Turner for Kansas,,,,,,13001 El Monte Street,,Leawood,KS,66209,P2024,,2023-08-14,250.00,,,,,,,,,,,,,,,,,,,,,,
SB29,C00208249,SB29.17038,,,CCM,Chuck Smith for Kansas,,,,,,2112 W. 4th,,Pittsburg,KS,66762,P2024,,2023-08-14,250.00,,,,,,,,,,,,,,,,,,,,,,
SB29,C00208249,SB29.17039,,,CCM,Citizens For Karla May,,,,,,PO Box 21339,,St Louis,MO,63115,P2024,,2023-08-22,500.00,,,,,,,,,,,,,,,,,,,,,,
SB29,C00208249,SB29.17040,,,CCM,Citizens for Schwadron,,,,,,419 Angelique Place,,St. Charles,MO,63303,P2024,,2023-12-01,250.00,,,,,,,,,,,,,,,,,,,,,,
SB29,C00208249,SB29.17041,,,CCM,Citizens to Elect Mike Kehoe,,,,,,PO Box 105527,,Jefferson City,MO,65110,P2024,,2023-08-14,1000.00,,,,,,,,,,,,,,,,,,,,,,
SB29,C00208249,SB29.17042,,,CCM,Citizens To Elect Mike Kehoe,,,,,,PO Box 105527,,Jefferson City,MO,65102,P2024,,2023-09-15,-825.00,,Partial refund of contribution made on 8/14/2023 with check #3919,,,,,,,,,,,,,,,,,,,,
SB29,C00208249,SB29.17043,,,COM,Committee for Liberty,,,,,,11004 Manchester Road,,St. Louis,MO,63122,P2024,,2023-09-14,1000.00,,,,,,,,,,,,,,,,,,,,,,
SB29,C00208249,SB29.17044,,,CCM,Committee to Elect Aaron McMullen,,,,,,1804 S. Sioux Ct,,Independence,MO,64057,P2024,,2023-08-14,500.00,,,,,,,,,,,,,,,,,,,,,,
SB29,C00208249,SB29.17045,,,CCM,Committee to Elect Bob Bromley,,,,,,P.O. Box 741,,Carl Junction,MO,64834,P2024,,2023-08-14,1000.00,,,,,,,,,,,,,,,,,,,,,,
SB29,C00208249,SB29.17046,,,CCM,Committee to Elect Elaine Bowers,,,,,,212 E. 6th Street,,Concordia,KS,66901,P2024,,2023-08-14,250.00,,,,,,,,,,,,,,,,,,,,,,
SB29,C00208249,SB29.17047,,,CCM,Committee to Elect Houx,,,,,,PO Box 115,,Warrensburg,MO,64093,P2024,,2023-08-14,500.00,,,,,,,,,,,,,,,,,,,,,,
SB29,C00208249,SB29.17048,,,CCM,Committee To Elect John Black,,,,,,PO Box 244,,Marshfield,MO,65706,P2024,,2023-08-14,500.00,,,,,,,,,,,,,,,,,,,,,,
SB29,C00208249,SB29.17049,,,CCM,Cupps for House,,,,,,PO Box 250,,Shell Knob,MO,65747,P2024,,2023-08-14,500.00,,,,,,,,,,,,,,,,,,,,,,
SB29,C00208249,SB29.17050,,,CCM,Dirk Deaton for Missouri,,,,,,P.O. Box 906,,Noel,MO,64854,P2024,,2023-08-14,500.00,,,,,,,,,,,,,,,,,,,,,,
SB29,C00208249,SB29.17051,,,CCM,Ethan for Kansas,,,,,,4601 W. 62nd Terrace,,Fairway,KS,66205,P2024,,2023-08-14,250.00,,,,,,,,,,,,,,,,,,,,,,
SB29,C00208249,SB29.17052,,,CCM,Fitzpatrick for Missouri,,,,,,P.O. Box 701,,Shell Knob,MO,65747,P2024,,2023-08-14,500.00,,,,,,,,,,,,,,,,,,,,,,
SB29,C00208249,SB29.17053,,,CCM,Fogle for Missouri,,,,,,1325 E. University,,Springfield,MO,65804,P2024,,2023-08-14,250.00,,,,,,,,,,,,,,,,,,,,,,
SB29,C00208249,SB29.17054,,,CCM,Friends for Ed Lewis,,,,,,PO Box 53,,Moberly,MO,65720,P2024,,2023-08-14,250.00,,,,,,,,,,,,,,,,,,,,,,
SB29,C00208249,SB29.17055,,,CCM,Friends for Travis Fitzwater,,,,,,P.O. Box 694,,Fulton,MO,65251,P2024,,2023-08-14,1000.00,,,,,,,,,,,,,,,,,,,,,,
SB29,C00208249,SB29.17056,,,CCM,Friends Of Barry Hovis,,,,,,PO Box 111,,Jackson,MO,63755,P2024,,2023-08-14,250.00,,,,,,,,,,,,,,,,,,,,,,
SB29,C00208249,SB29.17057,,,CCM,Friends of Ben Keathley,,,,,,15510 Olive Blvd Suite 210,,Chesterfield,MO,63017,P2024,,2023-08-14,1000.00,,,,,,,,,,,,,,,,,,,,,,
SB29,C00208249,SB29.17058,,,CCM,Friends Of Curtis Trent,,,,,,423 N. West Ave.,,Republic,MO,65738,P2024,,2023-08-14,1000.00,,,,,,,,,,,,,,,,,,,,,,
SB29,C00208249,SB29.17059,,,CCM,Friends Of Holly Rehder,,,,,,PO Box 1868,,Sikeston,MO,63801,P2024,,2023-08-14,500.00,,,,,,,,,,,,,,,,,,,,,,
SB29,C00208249,SB29.17060,,,CCM,Friends of Jeff Knight,,,,,,P.O. Box 709,,Lebanon,MO,65536,P2024,,2023-08-14,500.00,,,,,,,,,,,,,,,,,,,,,,
SB29,C00208249,SB29.17061,,,CCM,Friends Of Lane Roberts,,,,,,816 North Pearl Ave,,Joplin,MO,64801,P2024,,2023-08-14,250.00,,,,,,,,,,,,,,,,,,,,,,
SB29,C00208249,SB29.17062,,,CCM,Friends of Lincoln Hough,,,,,,PO Box 638,,Columbia,MO,65205,P2024,,2023-12-06,250.00,,,,,,,,,,,,,,,,,,,,,,
SB29,C00208249,SB29.17063,,,CCM,Friends of Michael Bernskoeter,,,,,,437 West Miller,,Jefferson City,MO,65101,P2024,,2023-08-14,750.00,,,,,,,,,,,,,,,,,,,,,,
SB29,C00208249,SB29.17064,,,CCM,Friends of Rusty Black,,,,,,P.O. Box 768,,Chillicothe,MO,64601,P2024,,2023-08-14,750.00,,,,,,,,,,,,,,,,,,,,,,
SB29,C00208249,SB29.17065,,,CCM,Friends of Sandy Crawford,,,,,,P.O. Box 332,,Buffalo,MO,65622,P2024,,2023-08-14,750.00,,,,,,,,,,,,,,,,,,,,,,
SB29,C00208249,SB29.17066,,,CCM,Hawkins for Kansas,,,,,,9406 Harvest Lane,,Wichita,KS,67212,P2024,,2023-08-14,250.00,,,,,,,,,,,,,,,,,,,,,,
SB29,C00208249,SB29.17067,,,CCM,Hope Duke for State Representative,,,,,,18172 West Highway 72,,Gravette,AR,72736,P2024,,2023-08-14,250.00,,,,,,,,,,,,,,,,,,,,,,
SB29,C00208249,SB29.17068,,,CCM,J. R. Claeys for Kansas Senate,,,,,,2157 Redhawk Lane,,Salina,KS,67401,P2024,,2023-08-14,250.00,,,,,,,,,,,,,,,,,,,,,,
SB29,C00208249,SB29.17069,,,CCM,jasonbeanforsenate.com,,,,,,PO Box 112,,Holcomb,MO,63852,P2024,,2023-08-14,750.00,,,,,,,,,,,,,,,,,,,,,,
SB29,C00208249,SB29.17070,,,CCM,jasonbeanforsenate.com,,,,,,PO Box 112,,Holcomb,MO,63852,P2024,,2023-12-01,-350.00,,Partial refund of contribution made on 8/14/2023 with check #3947,,,,,,,,,,,,,,,,,,,,
SB29,C00208249,SB29.17071,,,CCM,KarlaEslingerForSenate.com,,,,,,PO Box 56,,Gainesville,MO,65655,P2024,,2023-08-14,500.00,,,,,,,,,,,,,,,,,,,,,,
SB29,C00208249,SB29.17072,,,CCM,Kellie Warren for Senate,,,,,,14505 Falmouth Street,,Leawood,KS,66224,P2024,,2023-08-14,250.00,,,,,,,,,,,,,,,,,,,,,,
SB29,C00208249,SB29.17073,,,CCM,Ken Collins for 2nd District Kansas State Representative,,,,,,102 E 1st Street,,Mulberry,KS,66756,P2024,,2023-08-14,250.00,,,,,,,,,,,,,,,,,,,,,,
SB29,C00208249,SB29.17074,,,CCM,Kenneth Ferguson for State Representative,,,,,,PO Box 5661,,Pine Bluff,AR,71611,P2024,,2023-08-14,250.00,,,,,,,,,,,,,,,,,,,,,,
SB29,C00208249,SB29.17075,,,CCM,Kloos for Kansas,,,,,,4728 SE Berryton Road,,Berryton,KS,66409,P2024,,2023-08-14,250.00,,,,,,,,,,,,,,,,,,,,,,
SB29,C00208249,SB29.17076,,,CCM,Leo Delperdang for Representative,,,,,,2103 N. Pintail,,Wichita,KS,67203,P2024,,2023-08-14,250.00,,,,,,,,,,,,,,,,,,,,,,
SB29,C00208249,SB29.17077,,,CCM,Marci Francisco for Kansas Senate,,,,,,1101 Ohio,,Lawrence,KS,66044,P2024,,2023-08-14,250.00,,,,,,,,,,,,,,,,,,,,,,
SB29,C00208249,SB29.17078,,,CCM,Mark Schreiber for Kansas House,,,,,,1722 Yucca lane,,Emporia,KS,66801,P2024,,2023-08-14,250.00,,,,,,,,,,,,,,,,,,,,,,
SB29,C00208249,SB29.17079,,,CCM,McCreery for Missouri,,,,,,41 Rye Lane,,St. Louis,MO,63232,P2024,,2023-08-14,500.00,,,,,,,,,,,,,,,,,,,,,,
SB29,C00208249,SB29.17080,,,CCM,Michael Bergstrom,,,,,,9436 N 439 Road,,Big Cabin,OK,74332,P2024,,2023-12-01,250.00,,,,,,,,,,,,,,,,,,,,,,
SB29,C00208249,SB29.17081,,,CCM,Michael Houser for Representative,,,,,,6891 SW 10th St.,,Columbus,KS,66725,P2024,,2023-08-14,250.00,,,,,,,,,,,,,,,,,,,,,,
SB29,C00208249,SB29.17082,,,CCM,Mike Fagg for Kansas State Senate,,,,,,1810 Terrace Drive,,El Dorado,KS,67042,P2024,,2023-08-14,250.00,,,,,,,,,,,,,,,,,,,,,,
SB29,C00208249,SB29.17083,,,CCM,Mike Holcomb for State Representative,,,,,,9108 Sulphur Springs Road,,Pine Bluff,AR,71603,P2024,,2023-08-14,250.00,,,,,,,,,,,,,,,,,,,,,,
