form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB29,C00495028,500514010,,,ORG,Amalgamated Bank,,,,,,1825 K St NW,,Washington,DC,200061202,,,2024-06-28,93.61,0.00,Bank Fee,,,,,,,,,,,,,,,,,,,,Non-Contribution Account
SB29,C00495028,500512120,,,ORG,Elections in Motion,,,,,,19406 Lomond Blvd,,Shaker Heights,OH,441225110,,,2024-06-07,5381.25,0.00,Fundraising Consulting Services,,,,,,,,,,,,,,,,,,,,Non-Contribution Account
SB29,C00495028,500517030,,,PAC,314 Action Fund,,,,,,PO Box 14560,,Washington,DC,200444560,,,2024-06-03,75000.00,0.00,"In Kind, Polling Data",,C00633248,,,,,,,,,,,,,,,,,X,Non-Contribution Account
SB29,C00495028,500509770,,,ORG,"Allied Telecom Group, LLC",,,,,,1400 Crystal Dr,Ste 700,Arlington,VA,222024153,,,2024-06-04,383.68,0.00,Internet Services,,,,,,,,,,,,,,,,,,,,Non-Contribution Account
SB29,C00495028,500511480,,,ORG,Boysenberry Strategies,,,,,,1804 Bay St SE,,Washington,DC,200032509,,,2024-06-10,5000.00,0.00,Fundraising Consulting Services,,,,,,,,,,,,,,,,,,,,Non-Contribution Account
SB29,C00495028,500509790,,,ORG,Paragon Strategies LLC,,,,,,2131 Pacific St,Apt 2,Brooklyn,NY,112334011,,,2024-06-06,5000.00,0.00,Strategic Consulting Services,,,,,,,,,,,,,,,,,,,,Non-Contribution Account
SB29,C00495028,500512501,,,ORG,Gambit Strategies LLC,,,,,,2939 Van Ness St NW,Apt 1006,Washington,DC,200084605,,,2024-06-21,27937.39,0.00,Digital Production,,,,,,,,,,,,,,,,,,,,Non-Contribution Account
SB29,C00495028,500512121,,,IND,,Presta,Lisa,,,,163 Forest Side Ave,,San Francisco,CA,941271315,,,2024-06-07,6000.00,0.00,Fundraising Consulting Services,,,,,,,,,,,,,,,,,,,,Non-Contribution Account
SB29,C00495028,500509771,,,ORG,"GBS, Inc.",,,,,,6 N Park Dr,Ste 310,Cockeysville,MD,210301821,,,2024-06-03,1060.22,0.00,Insurance,,,,,,,,,,,,,,,,,,,,Non-Contribution Account
SB29,C00495028,500511481,,,ORG,The Majority Institute LLC,,,,,,139 W Dartmouth Ave,,Englewood,CO,801101531,,,2024-06-12,1600.00,0.00,Polling Services,,,,,,,,,,,,,,,,,,,,Non-Contribution Account
SB29,C00495028,500509791,,,ORG,Paychex,,,,,,3060 Williams Dr,Ste 200,Fairfax,VA,220314642,,,2024-06-03,424.53,0.00,Payroll Services,,,,,,,,,,,,,,,,,,,,Non-Contribution Account
SB29,C00495028,500512502,,,ORG,The Majority Institute LLC,,,,,,139 W Dartmouth Ave,,Englewood,CO,801101531,,,2024-06-21,79713.60,0.00,Polling Services,,,,,,,,,,,,,,,,,,,,Non-Contribution Account
SB29,C00495028,500514012,,,ORG,The Majority Institute LLC,,,,,,139 W Dartmouth Ave,,Englewood,CO,801101531,,,2024-06-25,48425.00,0.00,Polling Services,,,,,,,,,,,,,,,,,,,,Non-Contribution Account
SB29,C00495028,500512122,,,ORG,"Kieloch Consulting, Inc.",,,,,,228 2nd St SE,,Washington,DC,200031943,,,2024-06-07,45000.00,0.00,Fundraising Consulting Services,,,,,,,,,,,,,,,,,,,,Non-Contribution Account
SB29,C00495028,500509772,,,ORG,DC Health Link,,,,,,PO Box 97022,,Washington,DC,200907022,,,2024-06-03,18518.94,0.00,Insurance,,,,,,,,,,,,,,,,,,,,Non-Contribution Account
SB29,C00495028,500511482,,,ORG,The Majority Institute LLC,,,,,,139 W Dartmouth Ave,,Englewood,CO,801101531,,,2024-06-12,38340.00,0.00,Polling Services,,,,,,,,,,,,,,,,,,,,Non-Contribution Account
SB29,C00495028,500512492,,,ORG,Elias Law Group,,,,,,10 G St NE,Ste 600,Washington,DC,200024253,,,2024-06-20,22500.00,0.00,Legal Services,,,,,,,,,,,,,,,,,,,,Non-Contribution Account
SB29,C00495028,500512503,,,ORG,"MKZ Strategies & Events, Inc.",,,,,,2108 Military Rd,,Arlington,VA,222073925,,,2024-06-21,5000.00,0.00,Fundraising Consulting Services,,,,,,,,,,,,,,,,,,,,Non-Contribution Account
SB29,C00495028,500514013,,,ORG,The Majority Institute LLC,,,,,,139 W Dartmouth Ave,,Englewood,CO,801101531,,,2024-06-25,60423.31,0.00,Polling Services,,,,,,,,,,,,,,,,,,,,Non-Contribution Account
SB29,C00495028,500512123,,,ORG,ActBlue Technical Services,,,,,,14 Arrow St,,Cambridge,MA,021385106,,,2024-06-17,7559.90,0.00,Credit Card Processing Fees,,,,,,,,,,,,,,,,,,,,Non-Contribution Account
SB29,C00495028,500509243,,,ORG,ActBlue Technical Services,,,,,,14 Arrow St,,Cambridge,MA,021385106,,,2024-06-03,48.30,0.00,Credit Card Processing Fees,,,,,,,,,,,,,,,,,,,,Non-Contribution Account
SB29,C00495028,500509773,,,ORG,First Data Corporation,,,,,,PO Box 407066,,Fort Lauderdale,FL,333407066,,,2024-06-03,19.95,0.00,Credit Card Processing Fees,,,,,,,,,,,,,,,,,,,,Non-Contribution Account
