form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB21B,C00589309,500674453,,,PAC,ActBlue,,,,,,PO Box 382110,,Cambridge,MA,022382110,,,2024-04-07,1.39,0.00,Merchant Fees,,C00401224,,,,,,,,,,,,,,,,,,
SB21B,C00589309,500674454,,,PAC,ActBlue,,,,,,PO Box 382110,,Cambridge,MA,022382110,,,2024-04-14,0.34,0.00,Merchant Fees,,C00401224,,,,,,,,,,,,,,,,,,
SB21B,C00589309,500674455,,,PAC,ActBlue,,,,,,PO Box 382110,,Cambridge,MA,022382110,,,2024-04-21,0.52,0.00,Merchant Fees,,C00401224,,,,,,,,,,,,,,,,,,
SB21B,C00589309,500674452,,,PAC,ActBlue,,,,,,PO Box 382110,,Cambridge,MA,022382110,,,2024-04-28,0.40,0.00,Merchant Fees,,C00401224,,,,,,,,,,,,,,,,,,
SB21B,C00589309,500674456,,,PAC,ActBlue,,,,,,PO Box 382110,,Cambridge,MA,022382110,,,2024-04-30,197.50,0.00,Merchant Fees,,C00401224,,,,,,,,,,,,,,,,,,
SB21B,C00589309,500674457,,,PAC,ActBlue,,,,,,PO Box 382110,,Cambridge,MA,022382110,,,2024-05-07,1.39,0.00,Merchant Fees,,C00401224,,,,,,,,,,,,,,,,,,
SB21B,C00589309,500674458,,,PAC,ActBlue,,,,,,PO Box 382110,,Cambridge,MA,022382110,,,2024-05-14,0.34,0.00,Merchant Fees,,C00401224,,,,,,,,,,,,,,,,,,
SB21B,C00589309,500674461,,,PAC,ActBlue,,,,,,PO Box 382110,,Cambridge,MA,022382110,,,2024-05-22,0.52,0.00,Merchant Fees,,C00401224,,,,,,,,,,,,,,,,,,
SB21B,C00589309,500674459,,,PAC,ActBlue,,,,,,PO Box 382110,,Cambridge,MA,022382110,,,2024-05-26,0.40,0.00,Merchant Fees,,C00401224,,,,,,,,,,,,,,,,,,
SB21B,C00589309,500674460,,,PAC,ActBlue,,,,,,PO Box 382110,,Cambridge,MA,022382110,,,2024-06-05,0.99,0.00,Merchant Fees,,C00401224,,,,,,,,,,,,,,,,,,
