form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB23,C00589309,500674467,,,CCM,Andrea Salinas for Oregon,,,,,,PO Box 230985,,Tigard,OR,972810985,G2024,,2024-06-03,1000.00,0.00,Federal Contribution,,C00793703,,,Salinas,Andrea,,,,H,OR,06,,,,,,,,
SB23,C00589309,500674468,,,CCM,Angie Craig for Congress,,,,,,PO Box 22116,,Eagan,MN,551220116,P2024,,2024-04-24,1000.00,0.00,Federal Contribution,,C00575209,,,Craig,Angie,,,,H,MN,02,,,,,,,,
SB23,C00589309,500712967,,,CCM,Caraveo for Congress,,,,,,PO Box 953,,Eastlake,CO,806140953,G2024,,2024-06-29,1000.00,0.00,Federal Contribution,,C00787788,,,CARAVEO,YADIRA,,,,H,CO,08,,,,,,,X,*
SB23,C00589309,500674490,,,CCM,Cartwright for Congress,,,,,,PO Box 414,,Scranton,PA,185010414,G2024,,2024-04-24,1000.00,0.00,Federal Contribution,,C00509968,,,Cartwright,Matt,,,,H,PA,08,,,,,,,,
SB23,C00589309,500674469,,,CCM,Chris Deluzio for Congress,,,,,,PO Box 16210,,Pittsburgh,PA,152420210,G2024,,2024-04-24,1000.00,0.00,Federal Contribution,,C00787648,,,Deluzio,Christopher,,,,H,PA,17,,,,,,,,
SB23,C00589309,500712963,,,CCM,Chris Deluzio for Congress,,,,,,PO Box 16210,,Pittsburgh,PA,152420210,G2024,,2024-06-30,1000.00,0.00,Federal Contribution,,C00787648,,,Deluzio,Christopher,,,,H,PA,17,,,,,,,X,*
SB23,C00589309,500674470,,,CCM,Chris Pappas for Congress,,,,,,PO Box 313,,Manchester,NH,031050313,P2024,,2024-04-24,1000.00,0.00,Federal Contribution,,C00660464,,,Pappas,Chris,,,,H,NH,01,,,,,,,,
SB23,C00589309,500712964,,,CCM,Chris Pappas for Congress,,,,,,PO Box 313,,Manchester,NH,031050313,P2024,,2024-06-30,1000.00,0.00,Federal Contribution,,C00660464,,,Pappas,Chris,,,,H,NH,01,,,,,,,X,*
SB23,C00589309,500674471,,,CCM,Committee to Elect Shomari Figures for Congress,,,,,,907 Spring Hill Ave,# 40910,Mobile,AL,366042711,G2024,,2024-05-21,1000.00,0.00,Federal Contribution,,C00856237,,,Figures,Shomari,,,,H,AL,02,,,,,,,,
SB23,C00589309,500712965,,,CCM,Don Davis for Congress,,,,,,PO Box 1113,,Dunn,NC,283351113,G2024,,2024-06-30,1000.00,0.00,Federal Contribution,,C00241562,,,DAVIS,DONALD,SPENCER,,,H,NC,02,,,,,,,X,*
