form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB23,C00091561,SB23.38307,,,CCM,ADAM SMITH FOR CONGRESS,,,,,,P.O. BOX 578,,RENTON,WA,98057,G2020,,2023-09-30,-5000.00,,VOID OF 10/22/2020 CONTRIBUTION,,C00304709,ADAM SMITH FOR CONGRESS,H6WA09025,SMITH,D. ADAM,,,,H,WA,09,,,,,,,,
SB23,C00091561,SB23.38404,,,PAC,AMERICA'S FIRST PAC,,,,,,PO BOX 26141,,ALEXANDRIA,VA,22313,,,2023-12-18,5000.00,,CONTRIBUTION,,C00524314,,,,,,,,,,,,,,,,,,
SB23,C00091561,SB23.38430,,,PAC,AMERICAN DEFENSE AND MILITARY PAC (ADAM PAC),,,,,,PO BOX 21961,,SEATTLE,WA,98111,O2024,,2023-12-18,2500.00,,CONTRIBUTION,011,C00492025,,,,,,,,,,,,,,,,,,
SB23,C00091561,SB23.38344,,,PAC,AMERIPAC: THE FUND FOR A GREATER AMERICA,,,,,,700 13TH STREET NW,SUITE 600,WASHINGTON,DC,20005,,,2023-11-03,2500.00,,CONTRIBUTION,,C00271338,,,,,,,,,,,,,,,,,,
SB23,C00091561,SB23.38439,,,PAC,AMERIPAC: THE FUND FOR A GREATER AMERICA,,,,,,700 13TH STREET NW,SUITE 600,WASHINGTON,DC,20005,,,2023-12-18,2500.00,,CONTRIBUTION,,C00271338,,,,,,,,,,,,,,,,,,
SB23,C00091561,SB23.38321,,,CCM,ANDY KIM FOR CONGRESS,,,,,,PO BOX 211,,MARLTON,NJ,08053,P2022,,2023-10-31,-1000.00,,VOID OF 6/24/2021 CONTRIBUTION,,C00648220,ANDY KIM FOR CONGRESS,H8NJ03206,KIM,ANDY,,,,H,NJ,03,,,,,,,,
SB23,C00091561,SB23.38356,,,PAC,BACKPAC,,,,,,1751 POTOMAC GREENS DRIVE,,ALEXANDRIA,VA,22314,,,2023-11-21,2500.00,,CONTRIBUTION,011,C00566562,,,,,,,,,,,,,,,,,,
SB23,C00091561,SB23.38433,,,PAC,BACKPAC,,,,,,1751 POTOMAC GREENS DRIVE,,ALEXANDRIA,VA,22314,,,2023-12-18,2500.00,,CONTRIBUTION,011,C00566562,,,,,,,,,,,,,,,,,,
SB23,C00091561,SB23.38300,,,CCM,BARBARA LEE FOR CONGRESS,,,,,,"333 HEGENBERGER RD, STE 369",,OAKLAND,CA,94621,P2022,,2023-09-30,-1000.00,,VOID OF 3/23/2022 CONTRIBUTION,,C00331769,BARBARA LEE FOR CONGRESS,H8CA09060,LEE,BARBARA,,,,H,CA,13,,,,,,,,
SB23,C00091561,SB23.38271,,,CCM,BLAKE MOORE FOR CONGRESS,,,,,,358 SOUTH 700 E,B505,SALT LAKE CITY,UT,84102,C2024,Convention,2023-09-27,1000.00,,CONTRIBUTION,011,C00738872,BLAKE MOORE FOR CONGRESS,H0UT01205,MOORE,BLAKE,,,,H,UT,01,,,,,,,,
SB23,C00091561,SB23.38425,,,PAC,BLUE HEN FEDERAL PAC,,,,,,600 PENNSYLVANIA AVE SE,#15180,WASHINGTON,DC,20003,,,2023-12-18,5000.00,,CONTRIBUTION,011,C00493700,,,,,,,,,,,,,,,,,,
SB23,C00091561,SB23.38248,,,CCM,BOB CASEY FOR SENATE INC,,,,,,PO BOX 58746,,PHILADELPHIA,PA,19102,P2024,,2023-09-27,2500.00,,CONTRIBUTION,011,C00431056,BOB CASEY FOR SENATE INC,S6PA00217,CASEY,ROBERT P JR,,,,S,PA,00,,,,,,,,
SB23,C00091561,SB23.38403,,,CCM,BOB CASEY FOR SENATE INC,,,,,,PO BOX 58746,,PHILADELPHIA,PA,19102,G2024,,2023-12-18,1000.00,,CONTRIBUTION,011,C00431056,BOB CASEY FOR SENATE INC,S6PA00217,CASEY,ROBERT P JR,,,,S,PA,00,,,,,,,,
SB23,C00091561,SB23.38367,,,PAC,BOLD ACTIVE CONSERVATIVES OF NEBRASKA PAC-BACON PAC,,,,,,228 S. WASHINGTON ST.,STE. 115,ALEXANDRIA,VA,22314,,,2023-11-21,2500.00,,CONTRIBUTION,011,C00647420,,,,,,,,,,,,,,,,,,
SB23,C00091561,SB23.38435,,,PAC,BOLD ACTIVE CONSERVATIVES OF NEBRASKA PAC-BACON PAC,,,,,,228 S. WASHINGTON ST.,STE. 115,ALEXANDRIA,VA,22314,,,2023-12-18,2500.00,,CONTRIBUTION,011,C00647420,,,,,,,,,,,,,,,,,,
SB23,C00091561,SB23.38342,,,CCM,BRIAN FITZPATRICK FOR ALL OF US,,,,,,PO BOX 939,,LANGHORNE,PA,19047,G2024,,2023-11-03,1000.00,,CONTRIBUTION,011,C00607416,BRIAN FITZPATRICK FOR ALL OF US,H6PA08277,FITZPATRICK,BRIAN,,,,H,PA,01,,,,,,,,
SB23,C00091561,SB23.38278,,,COM,BRINGING AMERICA TOGETHER PAC,,,,,,PO BOX 30844,,BETHESDA,MD,20824,,,2023-09-27,2500.00,,CONTRIBUTION,011,C00647354,,,,,,,,,,,,,,,,,,
SB23,C00091561,SB23.38447,,,COM,BRINGING AMERICA TOGETHER PAC,,,,,,PO BOX 30844,,BETHESDA,MD,20824,,,2023-12-18,2500.00,,CONTRIBUTION,011,C00647354,,,,,,,,,,,,,,,,,,
SB23,C00091561,SB23.38448,,,COM,BRINGING AMERICA TOGETHER PAC,,,,,,PO BOX 30844,,BETHESDA,MD,20824,,,2023-12-18,2500.00,,CONTRIBUTION INVOICE CREATED AND THEN VOIDED DUE TO MISPELLING OF COMMITTEE NAME -  FUNDS CREDITED,011,C00647354,,,,,,,,,,,,,,,,,,
SB23,C00091561,SB23.38449,,,COM,BRINGING AMERICA TOGETHER PAC,,,,,,PO BOX 30844,,BETHESDA,MD,20824,O2024,,2023-12-18,-2500.00,,VOID OF PAYMENT ON 12/18 DUE TO INCORRECT SPELLING OF COMMITTEE NAME,011,C00647354,,,,,,,,,,,,,,,,,,
SB23,C00091561,SB23.38181,,,CCM,CARTWRIGHT FOR CONGRESS,,,,,,PO BOX 414,,SCRANTON,PA,18501,P2024,,2023-08-16,2000.00,,CONTRIBUTION,011,C00509968,"CARTWRIGHT, MATTHEW A.",,,,,,,H,PA,08,,,,,,,,
SB23,C00091561,SB23.38253,,,CCM,CARTWRIGHT FOR CONGRESS,,,,,,PO BOX 414,,SCRANTON,PA,18501,P2024,,2023-09-27,1000.00,,CONTRIBUTION,011,C00509968,"CARTWRIGHT, MATTHEW A.",,,,,,,H,PA,08,,,,,,,,
SB23,C00091561,SB23.38254,,,CCM,CARTWRIGHT FOR CONGRESS,,,,,,PO BOX 414,,SCRANTON,PA,18501,G2024,,2023-09-27,1500.00,,CONTRIBUTION,011,C00509968,"CARTWRIGHT, MATTHEW A.",,,,,,,H,PA,08,,,,,,,,
SB23,C00091561,SB23.38374,,,CCM,CARTWRIGHT FOR CONGRESS,,,,,,PO BOX 414,,SCRANTON,PA,18501,G2024,,2023-11-21,2500.00,,CONTRIBUTION,011,C00509968,"CARTWRIGHT, MATTHEW A.",,,,,,,H,PA,08,,,,,,,,
SB23,C00091561,SB23.38273,,,CCM,CASE FOR CONGRESS,,,,,,PO BOX 2941,,HONOLULU,HI,96802,P2024,,2023-09-27,1000.00,,CONTRIBUTION,011,C00680918,CASE FOR CONGRESS,H2HI02128,CASE,EDWARD,,,,H,HI,01,,,,,,,,
SB23,C00091561,SB23.38415,,,CCM,CASTEN FOR CONGRESS,,,,,,928 WARREN AVE.,,DOWNERS GROVE,IL,60515,P2024,,2023-12-18,1000.00,,CONTRIBUTION,011,C00648493,CASTEN FOR CONGRESS,H8IL06139,CASTEN,SEAN,,,,H,IL,06,,,,,,,,
SB23,C00091561,SB23.38393,,,CCM,CASTRO FOR CONGRESS,,,,,,PO BOX 544,,SAN ANTONIO,TX,78292,P2024,,2023-12-18,1000.00,,CONTRIBUTION,011,C00497933,CASTRO FOR CONGRESS,H2TX35011,CASTRO,JOAQUIN,,Rep.,,H,TX,20,,,,,,,,
SB23,C00091561,SB23.38233,,,CCM,CHRIS PAPPAS FOR CONGRESS,,,,,,PO BOX 313,,MANCHESTER,NH,03105,P2024,,2023-09-27,1000.00,,CONTRIBUTION,011,C00660464,CHRIS PAPPAS FOR CONGRESS,H8NH01210,PAPPAS,CHRIS,,,,H,NH,01,,,,,,,,
SB23,C00091561,SB23.38446,,,CCM,CHRIS PAPPAS FOR CONGRESS,,,,,,PO BOX 313,,MANCHESTER,NH,03105,P2024,,2023-12-18,1000.00,,CONTRIBUTION,011,C00660464,CHRIS PAPPAS FOR CONGRESS,H8NH01210,PAPPAS,CHRIS,,,,H,NH,01,,,,,,,,
SB23,C00091561,SB23.38198,,,CCM,CHRISSY HOULAHAN FOR CONGRESS,,,,,,PO BOX 222,,DEVON,PA,19333,P2024,,2023-08-16,1000.00,,CONTRIBUTION,011,C00637371,CHRISSY HOULAHAN FOR CONGRESS,H8PA06087,HOULAHAN,CHRISSY,,,,H,PA,06,,,,,,,,
