form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB23,C00274944,SB23.63015,,,CCM,BARRAGAN FOR CONGRESS,,,,,,114 LEXINGTON DRIVE,HM CONSULTING,SILVER SPRING,MD,20901,G2024,,2024-03-27,2500.00,,,,C00577353,,,,,,,,H,CA,44,,,,,,,,
SB23,C00274944,SB23.63016,,,CCM,BUDDY CARTER FOR CONGRESS,,,,,,"824 S MILLEDGE AVE, SUITE 101",A.EMMONS,ATHENS,GA,30605,P2024,,2024-03-27,1000.00,,,,C00543967,,,,,,,,H,GA,01,,,,,,,,
SB23,C00274944,SB23.63013,,,CCM,CLARKE FOR CONGRESS,,,,,,P.O. BOX 33079,,WASHINGTON,DC,20033,P2024,,2024-03-14,1000.00,,,,C00415331,,,,,,,,H,NY,09,,,,,,,,
SB23,C00274944,SB23.63004,,,CCM,DAN CRENSHAW FOR CONGRESS,,,,,,"439 NEW JERSEY AVENUE, SE",,WASHINGTON,DC,20003,G2024,,2024-03-14,1000.00,,,,C00660795,,,,,,,,H,TX,02,,,,,,,,
SB23,C00274944,SB23.63005,,,CCM,DR. RAUL RUIZ FOR CONGRESS,,,,,,PO BOX  15096,,WASHINGTON,DC,20003,G2024,,2024-03-14,1000.00,,,,C00502575,,,,,,,,H,CA,25,,,,,,,,
SB23,C00274944,SB23.63006,,,CCM,FRIENDS OF JOHN BARRASSO,,,,,,1020 NORTH FAIRFAX STREET,SUITE 201,ALEXANDRIA,VA,22314,G2024,,2024-03-14,1500.00,,,,C00436386,,,,,,,,S,WY,00,,,,,,,,
SB23,C00274944,SB23.63007,,,CCM,FRIENDS OF SHERROD BROWN,,,,,,"323 7TH STREET, SE",C/O KAUFFMAN GRP,Washington,DC,20003,P2024,,2024-03-14,1500.00,,,,C00264697,,,,,,,,S,OH,,,,,,,,,
SB23,C00274944,SB23.63008,,,CCM,GUTHRIE FOR CONGRESS,,,,,,"410 1ST STREET, SE, FLOOR 2",ELEVATED GRP,WASHINGTON,DC,20003,P2024,,2024-03-14,1000.00,,,,C00445023,,,,,,,,H,KY,02,,,,,,,,
SB23,C00274944,SB23.63017,,,CCM,HOYER'S MAJORITY FUND,,,,,,1032 15TH STREET NW,SUITE 247,WASHINGTON,DC,20005,O2024,OTHER,2024-03-27,1500.00,,,,C00513002,,,,,,,,H,MD,05,,,,,,,,
SB23,C00274944,SB23.63020,,,CCM,JOHNSON LEADERSHIP FUND,,,,,,220 WEST WINDSON AVE,,ALEXANDRIA,VA,22301,O2024,OTHER,2024-03-27,2500.00,,,,C00771246,,,,,,,,H,LA,04,,,,,,,,
SB23,C00274944,SB23.63009,,,CCM,LISA BLUNT ROCHESTER FOR SENATE,,,,,,"415 NEW JERSEY AVE, SE, #1",,WASHINGTON,DC,20003,P2024,,2024-03-14,1000.00,,,,C00843391,,,,,,,,S,DE,00,,,,,,,,
SB23,C00274944,SB23.63010,,,PAC,M-PAC,,,,,,"1520 BELLE VIEW BLVD, #510",TRACEY BUCKMAN,ALEXANDRIA,VA,22307,O2024,OTHER,2024-03-14,1000.00,,,,C00365270,,,,,,,,,,,,,,,,,,
SB23,C00274944,SB23.63014,,,CCM,ROBIN KELLY FOR CONGRESS,,,,,,"413 NEW JERSEY AVE, SE",,WASHINGTON,DC,20003,G2024,,2024-03-14,5000.00,,,,C00539866,,,,,,,,H,IL,02,,,,,,,,
SB23,C00274944,SB23.63012,,,CCM,RON ESTES FOR CONGRESS,,,,,,220 W. WINDSOR AVENUE,,ALEXANDRIA,VA,22301,P2024,,2024-03-14,1000.00,,,,C00632067,,,,,,,,H,KS,04,,,,,,,,
SB23,C00274944,SB23.63022,,,CCM,VERN BUCHANAN FOR CONGRESS,,,,,,C/O RED RIVER CO,PO BOX 15239,WASHINGTON,DC,20003,P2024,,2024-03-27,1000.00,,,,C00412759,,,,,,,,H,FL,16,,,,,,,,
